Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Massachusetts Institute of Technology (MIT),United States,56.5,83.7,71.8,66.3,86.6,307.4,免费评估
2,Stanford University,United States,43.5,87.6,67.1,44.3,76.4,265.2,免费评估
3,California Institute of Technology,United States,29.5,100.0,67.1,44.3,76.4,263.6,免费评估
4,Tianjin University,China,99.9,54.8,41.7,98.4,0.0,261.5,免费评估
5,Zhejiang University,China,100.0,53.2,47.7,97.0,0.0,259.8,免费评估
6,East China University of Science and Technology,China,94.8,50.6,41.4,100.0,0.0,253.6,免费评估
7,The University of Texas at Austin,United States,51.5,71.7,58.9,53.4,64.5,252.9,免费评估
8,Tsinghua University,China,99.0,59.6,55.1,76.7,0.0,246.3,免费评估
9,Princeton University,United States,42.9,80.3,74.2,43.1,64.5,245.6,免费评估
10,"University of California, Berkeley",United States,47.9,73.8,69.1,47.3,57.7,240.5,免费评估
11,University of Colorado at Boulder,United States,32.0,65.4,65.4,29.9,100.0,240.4,免费评估
12,Beijing University of Chemical Technology,China,80.8,52.2,37.3,99.7,0.0,240.1,免费评估
13,National University of Singapore,Singapore,73.5,72.3,74.6,76.7,0.0,237.3,免费评估
14,Nanyang Technological University,Singapore,61.4,86.9,82.3,67.6,0.0,232.4,免费评估
15,Swiss Federal Institute of Technology Zurich,Switzerland,54.9,59.2,76.3,57.4,40.8,227.5,免费评估
16,South China University of Technology,China,80.2,61.0,47.5,71.3,0.0,222.0,免费评估
17,"The Imperial College of Science, Technology and Medicine",United Kingdom,70.7,69.3,76.9,65.8,0.0,221.2,免费评估
18,University of Delaware,United States,35.2,64.8,63.4,39.8,64.5,217.0,免费评估
19,University of Wisconsin - Madison,United States,45.0,77.3,66.0,46.9,28.9,211.3,免费评估
20,University of Science and Technology of China,China,62.4,69.9,52.6,61.5,0.0,204.3,免费评估
21,Georgia Institute of Technology,United States,53.6,72.5,63.4,64.5,0.0,203.2,免费评估
22,Carnegie Mellon University,United States,46.6,63.5,75.6,48.3,28.9,202.3,免费评估
23,Technical University of Denmark,Denmark,64.2,67.9,77.4,52.8,0.0,200.4,免费评估
23,"University of Minnesota, Twin Cities",United States,42.7,63.2,63.1,41.0,40.8,200.4,免费评估
25,Swiss Federal Institute of Technology Lausanne,Switzerland,42.5,91.4,76.5,49.7,0.0,199.0,免费评估
26,Eindhoven University of Technology,Netherlands,62.1,56.8,71.2,65.0,0.0,198.1,免费评估
27,Polytechnic Institute of Milan,Italy,58.0,80.5,64.4,46.5,0.0,197.9,免费评估
28,Dalian University of Technology,China,78.7,57.0,46.9,52.1,0.0,197.2,免费评估
29,University of Porto,Portugal,63.9,61.5,73.1,56.2,0.0,196.2,免费评估
30,Shanghai Jiao Tong University,China,64.0,60.6,48.0,62.0,0.0,196.1,免费评估
31,Monash University,Australia,60.1,66.5,79.3,51.4,0.0,193.8,免费评估
32,Pennsylvania State University - University Park,United States,56.7,57.7,67.1,34.2,28.9,190.9,免费评估
33,China University of Petroleum - Beijing,China,78.1,46.2,45.8,56.5,0.0,190.1,免费评估
34,Delft University of Technology,Netherlands,64.8,52.2,81.8,56.5,0.0,189.9,免费评估
35,University of Notre Dame,United States,26.1,73.6,63.1,27.5,50.0,189.8,免费评估
36,Northwestern University,United States,37.5,95.5,54.8,45.0,0.0,189.0,免费评估
37,Norwegian University of Science and Technology - NTNU,Norway,60.1,58.5,64.5,57.4,0.0,188.9,免费评估
38,University of Alberta,Canada,71.2,48.3,63.9,56.5,0.0,188.8,免费评估
38,Xian Jiao Tong University,China,65.7,56.8,47.5,56.8,0.0,188.8,免费评估
40,Islamic Azad University,Iran,90.5,53.5,45.6,34.2,0.0,187.3,免费评估
41,The University of Queensland,Australia,61.4,63.2,71.6,48.0,0.0,187.0,免费评估
42,University of Chicago,United States,42.5,85.6,54.4,45.4,0.0,184.5,免费评估
43,剑桥大学University of Cambridge,United Kingdom,52.7,59.6,74.1,54.7,0.0,181.8,免费评估
44,The University of New South Wales,Australia,56.4,64.5,73.3,45.8,0.0,181.4,免费评估
45,Curtin University,Australia,56.4,62.6,76.5,46.2,0.0,180.5,免费评估
46,Seoul National University,South Korea,60.1,58.2,46.4,51.8,0.0,179.4,免费评估
47,Texas A&M University,United States,62.0,52.2,73.3,50.1,0.0,179.0,免费评估
48,University of Lorraine,France,58.3,53.2,72.8,52.1,0.0,178.2,免费评估
49,Cornell University,United States,33.3,58.7,68.1,30.5,40.8,176.9,免费评估
50,Purdue University - West Lafayette,United States,52.2,60.8,57.2,51.8,0.0,176.2,免费评估
