Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,"University of California, Davis",United States,97.0,81.8,93.1,98.4,94.7,免费评估
2,康奈尔大学Cornell University,United States,100.0,72.7,96.1,94.2,94.4,免费评估
3,"Royal Veterinary College , University of London",United Kingdom,99.9,36.2,96.6,98.4,92.1,免费评估
4,剑桥大学University of Cambridge,United Kingdom,90.6,100.0,96.0,85.2,91.5,免费评估
4,宾夕法尼亚大学University of Pennsylvania,United States,79.4,76.6,100.0,100.0,91.5,免费评估
6,利物浦大学The University of Liverpool,United Kingdom,81.8,85.9,98.9,94.2,91.1,免费评估
7,Utrecht University,Netherlands,95.2,54.0,94.0,95.9,90.9,免费评估
8,圭尔夫大学University of Guelph,Canada,83.7,67.3,93.7,100.0,90.0,免费评估
9,悉尼大学The University of Sydney,Australia,85.2,84.8,93.6,92.3,89.8,免费评估
10,University of Copenhagen,Denmark,86.4,75.1,93.2,94.2,89.7,免费评估
11,布里斯托大学University of Bristol,United Kingdom,79.7,90.0,96.4,92.3,89.5,免费评估
11,爱丁堡大学The University of Edinburgh,United Kingdom,88.9,84.5,92.8,88.4,89.5,免费评估
13,Colorado State University,United States,83.0,59.2,96.5,98.4,89.3,免费评估
14,德克萨斯A&M大学Texas A & M University,United States,89.7,62.3,94.3,90.4,88.6,免费评估
15,密歇根州立大学Michigan State University,United States,79.5,64.3,95.5,98.4,88.5,免费评估
16,格拉斯哥大学University of Glasgow,United Kingdom,90.5,57.4,97.2,86.3,87.9,免费评估
17,北卡罗来纳州立大学North Carolina State University at Raleigh,United States,78.4,59.8,96.3,95.9,87.2,免费评估
18,墨尔本大学The University of Melbourne,Australia,78.9,98.5,95.1,83.0,87.0,免费评估
19,Wageningen University,Netherlands,84.8,86.8,91.7,83.0,86.5,免费评估
20,Ghent University,Belgium,78.3,66.9,92.1,94.2,86.1,免费评估
21,Universitat Autònoma de Barcelona,Spain,77.5,57.8,97.3,92.3,85.9,免费评估
22,俄亥俄州立大学Ohio State University,United States,73.7,67.2,95.9,93.3,85.6,免费评估
23,Ludwig-Maximilians-Universität München,Germany,68.7,75.0,97.2,92.3,85.0,免费评估
24,佛罗里达大学University of Florida,United States,76.7,62.2,90.4,92.3,84.0,免费评估
25,梅西大学Massey University,New Zealand,78.7,90.8,88.8,81.8,83.9,免费评估
25,University of Zurich,Switzerland,72.1,57.2,94.2,94.2,83.9,免费评估
27,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,United States,72.6,70.5,94.2,88.4,83.6,免费评估
28,"明尼苏达大学双城校区University of Minnesota,Twin Cities",United States,76.8,51.9,93.9,90.4,83.5,免费评估
29,昆士兰大学The University of Queensland,Australia,65.9,83.3,94.4,88.4,82.9,免费评估
30,Swedish University of Agricultural Sciences,Sweden,80.0,36.0,92.4,91.4,82.7,免费评估
31,University College Dublin,Ireland,74.2,71.5,94.4,83.0,82.6,免费评估
32,Purdue University,United States,72.3,62.2,93.8,87.4,82.3,免费评估
33,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,67.8,64.7,93.8,89.4,81.8,免费评估
34,"University of Missouri, Columbia",United States,65.4,50.9,96.6,93.3,81.7,免费评估
35,诺丁汉大学University of Nottingham,United Kingdom,77.0,67.1,93.4,79.3,81.6,免费评估
36,University of Veterinary Medicine Vienna,Austria,85.7,36.2,86.9,85.2,81.0,免费评估
37,莫道克大学Murdoch University,Australia,72.3,88.2,87.8,78.0,80.3,免费评估
38,Universidade de São Paulo,Brazil,83.5,91.9,72.7,79.3,79.8,免费评估
39,Washington State University,United States,75.5,54.4,89.2,81.8,79.4,免费评估
40,The University of Georgia,United States,68.7,34.4,88.8,95.1,79.2,免费评估
41,Iowa State University,United States,71.4,43.8,92.4,84.1,78.8,免费评估
42,Norwegian School of Veterinary Science,Norway,71.4,36.2,97.0,81.8,78.7,免费评估
43,University Complutense Madrid,Spain,68.2,59.0,91.3,81.8,78.3,免费评估
44,Freie Universitaet Berlin,Germany,69.6,56.9,87.8,84.1,78.1,免费评估
44,蒙特利尔大学University of Montreal,Canada,61.8,59.7,93.3,85.2,78.1,免费评估
46,UNESP,Brazil,75.1,80.4,70.8,84.1,77.0,免费评估
47,University of Milan,Italy,59.7,48.6,93.0,85.2,76.2,免费评估
48,Alma Mater Studiorum - University of Bologna,Italy,63.5,54.0,88.7,83.0,76.0,免费评估
49,Université de Liège,Belgium,53.2,75.8,91.3,83.0,75.8,免费评估
50,萨省大学University of Saskatchewan,Canada,70.5,46.5,85.4,80.6,75.6,免费评估
