Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,剑桥大学University of Cambridge,UnitedKingdom,51.4,73.5,68.9,100.0,61.2,299.9,免费评估
2,Xi'an Jiaotong University,China,97.6,76.0,45.4,87.8,0.0,270.5,免费评估
3,Stanford University,UnitedStates,36.7,80.4,63.3,69.5,70.7,269.9,免费评估
4,Northwestern University,UnitedStates,32.9,78.3,85.7,35.0,100.0,263.3,免费评估
5,Tsinghua University,China,91.5,72.0,52.7,89.1,0.0,263.1,免费评估
6,Massachusetts Institute of Technology (MIT),UnitedStates,47.5,78.2,69.8,72.6,50.0,262.3,免费评估
7,Shanghai Jiao Tong University,China,100.0,70.3,49.3,79.0,0.0,259.1,免费评估
8,"University of California, San Diego",UnitedStates,27.6,69.1,77.4,51.8,93.5,257.5,免费评估
9,Texas A&M University,UnitedStates,52.6,68.3,62.9,56.3,66.1,255.9,免费评估
10,California Institute of Technology,UnitedStates,24.2,76.4,67.8,53.1,79.1,246.4,免费评估
11,Harvard University,UnitedStates,23.6,78.7,66.4,34.7,86.6,236.9,免费评估
12,University of Michigan-Ann Arbor,UnitedStates,58.5,74.5,64.5,64.4,25.0,235.4,免费评估
13,帝国理工学院Imperial College London,UnitedKingdom,50.9,81.4,70.8,86.5,0.0,233.0,免费评估
14,Technical University of Denmark,Denmark,52.3,70.3,68.5,42.4,50.0,228.8,免费评估
15,Harbin Institute of Technology,China,85.5,70.9,47.8,60.5,0.0,226.5,免费评估
16,Huazhong University of Science and Technology,China,73.2,78.3,47.2,64.4,0.0,225.4,免费评估
17,"University of Minnesota, Twin Cities",UnitedStates,36.1,66.6,61.9,47.9,61.2,224.2,免费评估
18,Beihang University,China,80.5,69.5,45.9,64.3,0.0,223.4,免费评估
19,"University of California, Berkeley",UnitedStates,37.6,75.1,73.3,50.2,43.3,220.8,免费评估
20,Korea Advanced Institute of Science and Technology,SouthKorea,51.6,65.0,46.0,51.0,43.3,220.0,免费评估
21,University of Science and Technology of China,China,50.3,86.9,56.9,68.3,0.0,216.8,免费评估
22,University of Illinois at Urbana-Champaign,UnitedStates,50.2,71.5,66.5,56.7,25.0,216.7,免费评估
23,The University of Texas at Austin,UnitedStates,34.7,69.8,54.2,41.7,55.9,213.0,免费评估
24,Georgia Institute of Technology,UnitedStates,63.4,69.5,64.5,62.7,0.0,208.4,免费评估
25,Zhejiang University,China,71.0,66.1,52.7,58.4,0.0,206.1,免费评估
26,Purdue University - West Lafayette,UnitedStates,60.0,70.4,60.1,63.1,0.0,205.6,免费评估
27,Princeton University,UnitedStates,31.1,91.0,84.4,66.0,0.0,205.0,免费评估
28,Dalian University of Technology,China,72.9,67.5,49.9,53.7,0.0,204.0,免费评估
29,Tianjin University,China,70.1,70.2,54.9,48.1,0.0,199.3,免费评估
30,King Abdulaziz University,SaudiArabia,39.0,100.0,100.0,39.7,0.0,198.6,免费评估
31,Nanyang Technological University,Singapore,55.8,76.3,77.8,49.5,0.0,197.1,免费评估
32,Polytechnic Institute of Milan,Italy,52.8,81.9,67.6,47.6,0.0,195.8,免费评估
33,King Abdullah University of Science and Technology,SaudiArabia,29.8,89.4,93.8,55.9,0.0,193.8,免费评估
34,Delft University of Technology,Netherlands,50.6,75.4,75.9,52.3,0.0,193.5,免费评估
35,Northwestern Polytechnical University,China,68.3,74.1,50.8,40.7,0.0,193.2,免费评估
36,Islamic Azad University,Iran,74.2,81.5,50.1,26.8,0.0,192.4,免费评估
37,The Hong Kong Polytechnic University,China-HongKong,56.1,79.8,54.5,45.0,0.0,191.8,免费评估
37,"University of Maryland, College Park",UnitedStates,40.3,70.4,60.2,44.1,25.0,191.8,免费评估
39,Carnegie Mellon University,UnitedStates,29.5,74.7,60.2,31.3,43.3,190.8,免费评估
40,Chongqing University,China,65.8,70.8,51.2,43.4,0.0,190.1,免费评估
41,University of Stuttgart,Germany,37.1,65.4,72.2,47.6,25.0,189.7,免费评估
42,National University of Singapore,Singapore,51.3,78.9,78.3,43.4,0.0,189.3,免费评估
43,KTH Royal Institute of Technology,Sweden,47.2,71.5,73.3,55.8,0.0,189.1,免费评估
44,RWTH Aachen University,Germany,42.7,80.5,67.4,52.2,0.0,188.9,免费评估
45,The University of New South Wales,Australia,44.9,77.2,80.6,49.7,0.0,188.0,免费评估
46,Swiss Federal Institute of Technology Zurich,Switzerland,44.8,73.3,71.2,55.0,0.0,187.4,免费评估
47,Rensselaer Polytechnic Institute,UnitedStates,26.7,76.0,56.7,37.8,35.4,187.2,免费评估
48,南安普顿大学University of Southampton,UnitedKingdom,38.4,74.8,78.2,58.1,0.0,187.0,免费评估
49,Columbia University,UnitedStates,25.5,73.7,72.2,21.2,50.0,184.9,免费评估
50,INSA Lyon,France,48.9,71.1,69.3,49.9,0.0,183.8,免费评估
