Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,爱丁堡大学The University of Edinburgh,87.1%,78.5%,53.4%,174,78.3%,100.0,免费评估
2,斯特林大学University of Stirling,89.6%,77.1%,33.8%,,100.0%,98.6,免费评估
3,诺丁汉大学University of Nottingham,83.0%,79.7%,43.5%,151,94.3%,97.4,免费评估
4,兰卡斯特大学Lancaster University,71.0%,69.7%,51.4%,165,93.2%,97.3,免费评估
5,英国女王大学Queen's University Belfast,81.2%,85.0%,39.3%,145,96.2%,96.3,免费评估
6,邓迪大学University of Dundee,93.1%,90.4%,31.1%,145,84.2%,95.5,免费评估
7,巴斯大学University of Bath,85.5%,83.1%,43.4%,160,72.0%,95.0,免费评估
8,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,85.3%,77.1%,8.1%,175,89.7%,94.7,免费评估
9,贝德福德大学University of Bedfordshire,92.2%,89.6%,16.3%,,87.1%,94.3,免费评估
10,思克莱德大学University of Strathclyde,81.3%,76.3%,31.9%,168,78.4%,94.2,免费评估
11,波尔顿大学University of Bolton,96.0%,88.0%,1.0%,,89.5%,93.6,免费评估
12,东英吉利大学University of East Anglia,73.1%,63.2%,45.8%,148,92.9%,93.5,免费评估
13,利兹大学University of Leeds,77.0%,74.7%,47.6%,159,72.8%,93.2,免费评估
14,约克大学The University of York,73.8%,61.8%,47.5%,139,95.8%,93.0,免费评估
15,普利茅斯大学University of Plymouth,85.4%,78.1%,16.0%,155,88.8%,92.9,免费评估
15,罗伯特高登大学The Robert Gordon University,82.3%,74.9%,18.0%,153,93.6%,92.9,免费评估
17,伯明翰大学University of Birmingham,73.2%,70.4%,40.1%,152,87.7%,92.8,免费评估
18,东伦敦大学University of East London,89.3%,85.2%,10.6%,146*,90.8%,92.5,免费评估
19,伦敦南岸大学London South Bank University,87.6%,82.5%,20.1%,138*,90.4%,92.0,免费评估
20,西英格兰大学University of the West of England,80.4%,82.3%,10.9%,144,96.5%,91.3,免费评估
21,西苏格兰大学University of the West of Scotland,84.4%,80.3%,9.4%,145,90.9%,90.7,免费评估
22,萨塞克斯大学University of Sussex,83.8%,69.4%,27.9%,142,84.0%,90.6,免费评估
23,斯旺西大学Swansea University,74.4%,72.9%,22.7%,148,90.7%,90.5,免费评估
23,肯特大学University of Kent,66.1%,63.4%,59.0%,134,85.8%,90.5,免费评估
25,索尔福德大学University of Salford,87.8%,83.7%,27.7%,132,80.4%,90.4,免费评估
26,阿尔斯特大学University of Ulster,83.4%,79.8%,39.2%,118,87.3%,90.2,免费评估
27,米德塞斯大学Middlesex University,83.6%,78.6%,14.9%,146,82.9%,89.7,免费评估
28,University of Lincoln,86.4%,77.4%,5.8%,133,94.2%,88.9,免费评估
29,朴茨茅斯大学University of Portsmouth,81.5%,76.9%,12.1%,140,87.9%,88.8,免费评估
30,赫尔大学The University of Hull,81.0%,74.8%,14.3%,134,90.6%,88.5,免费评估
30,诺丁汉特伦特大学Nottingham Trent University,85.4%,81.8%,5.1%,152,77.4%,88.5,免费评估
32,德蒙福特大学De Montfort University,83.5%,79.6%,11.2%,126,93.1%,88.2,免费评估
33,中央兰开夏大学University of Central Lancashire,86.2%,81.5%,11.8%,142,76.3%,88.0,免费评估
34,伯恩茅斯大学Bournemouth University,90.3%,83.3%,4.7%,123,91.1%,87.9,免费评估
35,德比大学University of Derby,91.9%,87.5%,5.6%,129,80.9%,87.6,免费评估
36,牛津布鲁克斯大学Oxford Brookes University,88.1%,84.1%,,135,85.2%,87.5,免费评估
37,剑桥安鲁大学Anglia Ruskin University,83.2%,77.9%,5.4%,128,93.3%,87.3,免费评估
38,伯明翰城市大学Birmingham City University,86.0%,82.2%,3.8%,139,80.4%,87.1,免费评估
39,赫特福德大学University of Hertfordshire,79.4%,75.3%,4.0%,135,91.7%,87.0,免费评估
40,布鲁内尔大学Brunel University,62.7%,50.1%,28.5%,156*,81.8%,86.3,免费评估
41,伦敦都市大学London Metropolitan University,85.6%,84.2%,8.8%,118,86.3%,86.0,免费评估
42,"Kingston/St George's, London",92.3%,91.0%,,124,78.5%,85.9,免费评估
43,利物浦约翰摩尔斯大学Liverpool John Moores University,84.2%,86.8%,5.8%,151,63.4%,85.8,免费评估
44,布莱顿大学University of Brighton,80.3%,66.0%,12.4%,120,92.1%,85.4,免费评估
44,哈德斯菲尔德大学University of Huddersfield,78.0%,74.0%,9.5%,143,76.9%,85.4,免费评估
46,利物浦大学The University of Liverpool,82.4%,78.0%,8.6%,122,84.0%,84.9,免费评估
47,诺桑比亚大学Northumbria University,79.2%,78.7%,12.7%,145,64.5%,84.4,免费评估
48,斯塔福德郡大学Staffordshire University,84.7%,79.6%,,109,95.0%,84.3,免费评估
48,基尔大学Keele University,49.7%,49.3%,25.0%,146,95.8%,84.3,免费评估
50,蒂赛德大学Teesside University,66.6%,61.5%,15.0%,133,89.4%,84.0,免费评估
51,萨福克学院University Campus Suffolk,80.0%,75.0%,,133*,81.7%,83.9,免费评估
52,谢菲尔德哈莱姆大学Sheffield Hallam University,81.9%,83.1%,,121,84.2%,83.8,免费评估
52,Solent University,78.6%,75.5%,,122,90.0%,83.8,免费评估
52,考文垂大学Coventry University,84.1%,83.0%,5.6%,128,73.0%,83.8,免费评估
