Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,ETH Zurich – Swiss Federal Institute of Technology Zurich,Switzerland,89.2,93.6,97.3,97.1,64.1,92.9,免费评估
2,加利福尼亚理工学院California Institute of Technology,United States,91.5,59.1,96.0,99.8,85.9,92.4,免费评估
3,牛津大学University of Oxford,United Kingdom,94.0,93.6,92.0,98.8,44.3,92.2,免费评估
4,麻省理工学院Massachusetts Institute of Technology,United States,87.3,73.9,95.4,99.4,87.5,92.1,免费评估
5,佐治亚理工学院Georgia Institute of Technology,United States,87.2,63.0,99.7,91.3,79.5,89.9,免费评估
6,卡内基梅隆大学Carnegie Mellon University,United States,88.1,58.9,92.3,99.4,71.1,89.4,免费评估
7,帝国理工学院Imperial College London,United Kingdom,90.1,94.3,87.5,95.1,49.9,89.0,免费评估
8,École Polytechnique Fédérale de Lausanne,Switzerland,86.3,97.2,91.6,94.8,42.7,88.9,免费评估
9,Technical University of Munich,Germany,87.6,52.9,95.1,87.9,95.1,87.7,免费评估
10,National University of Singapore,Singapore,89.9,95.3,91.3,83.0,50.6,86.9,免费评估
11,康奈尔大学Cornell University,United States,81.6,55.7,94.1,99.7,45.7,86.6,免费评估
12,伦敦大学学院University College London,United Kingdom,85.5,94.7,90.3,87.6,42.4,86.1,免费评估
13,"西雅图华盛顿大学University of Washington,Seattle Campus",United States,84.4,57.4,88.7,99.3,41.2,85.6,免费评估
14,Hong Kong University of Science and Technology,Hong Kong,74.3,84.4,92.0,96.2,55.8,85.5,免费评估
14,Nanyang Technological University,Singapore,76.6,92.9,87.7,90.4,86.9,85.5,免费评估
16,爱丁堡大学The University of Edinburgh,United Kingdom,85.7,95.0,85.3,89.7,38.8,85.0,免费评估
17,多伦多大学University of Toronto,Canada,79.9,77.6,84.4,99.6,38.4,84.4,免费评估
18,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,85.0,51.4,83.1,99.2,42.2,83.7,免费评估
19,马里兰大学University of Maryland-College Park,United States,79.7,29.8,89.3,94.6,51.7,81.6,免费评估
20,哥伦比亚大学Columbia University,United States,81.2,66.9,78.5,94.7,45.7,81.3,免费评估
21,Tsinghua University,China,88.1,27.1,90.2,76.7,85.9,80.9,免费评估
22,"加利福尼亚大学圣地亚哥分校University of California,San Diego",United States,75.2,39.7,81.6,99.8,59.8,80.4,免费评估
23,滑铁卢大学University of Waterloo,Canada,75.3,72.9,82.6,91.3,41.5,80.0,免费评估
24,纽约大学New York University,United States,71.1,78.0,77.4,99.4,39.8,79.7,免费评估
25,德克萨斯大学奥斯汀分校The University of Texas at Austin,United States,72.6,31.6,85.3,99.6,49.7,79.6,免费评估
26,Karlsruhe Institute of Technology,Germany,73.8,41.3,85.5,84.4,76.8,77.9,免费评估
27,Peking University,China,83.0,30.7,85.3,70.1,99.4,77.0,免费评估
28,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",United States,65.6,72.9,70.9,94.8,74.9,76.2,免费评估
29,RWTH Aachen University,Germany,77.8,43.7,85.0,70.8,89.4,76.1,免费评估
30,University of Hong Kong,Hong Kong,77.0,96.8,73.0,77.0,39.5,75.4,免费评估
31,普渡大学Purdue University,United States,76.9,58.1,84.8,70.8,56.7,75.2,免费评估
