Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
32,Korea Advanced Institute of Science and Technology (KAIST),"Korea, Republic of",79.4,31.6,88.2,64.2,92.8,75.0,免费评估
33,Chinese University of Hong Kong,Hong Kong,64.1,75.6,69.3,94.7,49.9,74.2,免费评估
34,École Polytechnique,France,81.7,85.3,60.6,78.1,62.9,73.7,免费评估
35,Delft University of Technology,Netherlands,64.1,69.8,78.3,76.3,90.1,73.4,免费评估
36,Technical University of Berlin,Germany,66.2,55.4,82.4,71.0,100.0,73.3,免费评估
37,University of Tokyo,Japan,92.0,25.8,91.7,48.7,49.6,72.9,免费评估
38,"加利福尼亚大学欧文分校University of California, Irvine",United States,68.8,65.1,64.6,93.0,40.4,72.5,免费评估
39,National Taiwan University,Taiwan,81.5,25.5,79.8,66.6,67.6,72.0,免费评估
40,澳大利亚国立大学The Australian National University,Australia,47.2,90.0,73.0,92.2,48.1,70.6,免费评估
41,莱斯大学Rice University,United States,64.1,63.7,53.8,99.4,46.1,69.8,免费评估
42,墨尔本大学The University of Melbourne,Australia,56.1,83.3,70.2,83.7,50.4,69.7,免费评估
43,École Normale Supérieure,France,71.8,69.6,40.9,98.7,43.5,68.4,免费评估
43,Lomonosov Moscow State University,Russian Federation,81.5,31.1,68.1,61.0,87.8,68.4,免费评估
45,Vienna University of Technology,Austria,61.8,51.9,73.5,73.7,62.2,67.9,免费评估
46,Technion Israel Institute of Technology,Israel,54.9,51.7,71.0,85.1,40.1,67.0,免费评估
47,布朗大学Brown University,United States,58.5,52.3,54.9,96.8,38.6,66.5,免费评估
48,曼彻斯特大学The University of Manchester,United Kingdom,63.5,84.1,71.9,62.9,42.1,66.3,免费评估
49,Zhejiang University,China,73.5,22.6,70.4,60.7,75.7,65.4,免费评估
50,University of Freiburg,Germany,54.2,49.7,51.6,89.5,100.0,65.1,免费评估
51,新南威尔士大学The University of New South Wales,Australia,60.5,87.0,58.2,70.5,44.3,63.8,免费评估
52,伦敦大学国王学院King's College London,United Kingdom,45.5,95.1,54.6,86.3,38.3,62.8,免费评估
53,Kyoto University,Japan,75.4,28.3,72.8,49.5,51.4,62.7,免费评估
54,南安普顿大学University of Southampton,United Kingdom,48.2,87.4,60.7,75.7,43.2,62.2,免费评估
55,Shanghai Jiao Tong University,China,66.9,22.8,68.3,62.4,38.5,61.3,免费评估
56,ITMO University,Russian Federation,58.0,39.2,32.0,98.7,68.7,60.5,免费评估
56,KU Leuven,Belgium,35.4,46.0,55.8,92.0,88.3,60.5,免费评估
58,City University of Hong Kong,Hong Kong,52.0,76.2,44.9,80.1,67.9,60.2,免费评估
58,University of Luxembourg,Luxembourg,42.4,99.7,44.2,87.4,54.1,60.2,免费评估
60,格拉斯哥大学University of Glasgow,United Kingdom,35.2,85.8,52.5,91.2,39.2,59.8,免费评估
61,University of Twente,Netherlands,38.2,69.0,52.8,87.0,60.0,59.4,免费评估
62,University of Stuttgart,Germany,54.2,36.3,60.6,61.1,97.8,58.8,免费评估
63,Nanjing University,China,51.4,39.7,76.9,48.8,74.4,58.6,免费评估
64,Technical University of Darmstadt,Germany,46.6,53.7,53.6,75.9,66.5,58.3,免费评估
65,昆士兰科技大学Queensland University of Technology,Australia,45.5,75.2,42.6,82.8,63.0,58.0,免费评估
66,Hong Kong Polytechnic University,Hong Kong,46.8,73.2,36.5,91.4,41.5,57.7,免费评估
67,阿尔伯塔大学University of Alberta,Canada,39.2,91.9,53.3,69.9,75.4,57.6,免费评估
68,Polytechnic University of Milan,Italy,46.4,44.1,64.3,69.2,38.5,57.5,免费评估
69,赫尔大学University of Hull,Finland,48.8,50.6,49.6,80.4,39.5,57.4,免费评估
70,Tel Aviv University,Israel,34.1,45.3,57.2,89.0,38.6,57.2,免费评估
71,Indian Institute of Science,India,56.9,20.1,76.1,49.3,41.5,57.0,免费评估
72,Arizona State University,United States,28.4,59.3,61.8,84.3,42.0,56.8,免费评估
73,KTH Royal Institute of Technology,Sweden,44.8,71.6,42.0,83.6,39.3,56.3,免费评估
74,Humboldt University of Berlin,Germany,48.4,41.5,31.3,94.7,45.5,55.3,免费评估
75,Eindhoven University of Technology,Netherlands,32.4,72.2,48.4,81.5,45.8,54.4,免费评估
76,纽卡斯尔大学Newcastle University,United Kingdom,35.5,83.4,36.7,88.7,39.0,54.2,免费评估
77,纽约州立大学石溪分校Stony Brook University,United States,27.2,68.0,43.1,91.4,51.2,53.9,免费评估
78,University of Science and Technology of China,China,45.6,26.4,54.7,70.1,48.6,53.8,免费评估
79,University of Bonn,Germany,36.9,48.1,42.2,86.3,41.0,53.1,免费评估
80,"University of California, Santa Cruz",United States,44.9,46.2,25.1,95.3,45.7,52.9,免费评估
81,University of Trento,Italy,28.5,70.1,41.1,89.3,42.3,52.8,免费评估
82,Indian Institute of Technology Bombay,India,61.3,25.0,62.6,41.4,43.2,52.6,免费评估
83,Ulm University,Germany,32.0,37.0,38.1,94.4,46.9,52.1,免费评估
84,北卡罗来纳州立大学North Carolina State University at Raleigh,United States,31.9,56.3,37.5,90.2,41.9,51.9,免费评估
85,诺丁汉大学The University of Nottingham,United Kingdom,35.2,85.0,35.7,80.7,39.2,51.8,免费评估
85,TU Dresden,Germany,46.2,33.1,55.2,61.0,42.4,51.8,免费评估
87,Radboud University Nijmegen,Netherlands,37.0,69.3,32.3,85.1,42.4,51.5,免费评估
88,科罗拉多大学波尔得分校University of Colorado Boulder,United States,35.4,36.8,45.9,81.4,37.6,51.4,免费评估
89,National Chiao Tung University,Taiwan,54.3,26.2,73.0,30.0,56.7,51.3,免费评估
90,National Tsing Hua University,Taiwan,53.6,23.7,62.0,44.7,46.8,51.1,免费评估
91,兰卡斯特大学University of Lancaster,United Kingdom,31.0,83.1,30.4,88.7,39.6,51.0,免费评估
92,Scuola Superiore Sant’Anna,Italy,33.8,54.4,34.6,77.8,97.2,50.9,免费评估
93,Polytechnic University of Catalonia,Spain,46.6,48.7,46.3,62.0,41.6,50.7,免费评估
94,Sapienza University of Rome,Italy,29.6,38.4,35.7,93.8,46.5,50.6,免费评估
94,Utrecht University,Netherlands,37.6,61.0,33.7,71.8,97.0,50.6,免费评估
94,弗吉尼亚理工大学Virginia Polytechnic Institute and State University,United States,30.6,39.0,51.5,76.4,40.5,50.6,免费评估
97,Indiana University,United States,37.0,59.0,34.7,83.5,-,50.5,免费评估
98,圣母诺特丹大学University of Notre Dame,United States,29.5,43.9,40.4,86.9,45.7,50.4,免费评估
98,University of Oulu,Finland,33.3,48.7,44.8,77.5,39.9,50.4,免费评估
100,布里斯托大学University of Bristol,United Kingdom,32.0,88.4,32.5,81.2,40.7,50.3,免费评估
100,Sungkyunkwan University (SKKU),"Korea, Republic of",60.5,24.8,56.5,35.1,73.5,50.3,免费评估
