Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,54.0%,216,85.1%,100.0,免费评估
2,杜伦大学Durham University,86.1%,75.6%,34.6%,205,86.8%,94.4,免费评估
3,兰卡斯特大学Lancaster University,82.3%,89.2%,47.0%,164,83.8%,93.8,免费评估
4,牛津大学University of Oxford,,,41.3%,211,76.8%,93.3,免费评估
5,华威大学The University of Warwick,84.7%,87.9%,45.2%,173,,93.1,免费评估
6,伦敦大学学院University College London,,,43.7%,183,88.7%,92.0,免费评估
6,肯特大学University of Kent,86.4%,86.5%,41.9%,133,88.7%,92.0,免费评估
8,埃克塞特大学University of Exeter,88.3%,88.3%,35.1%,176,76.0%,91.6,免费评估
9,布里斯托大学University of Bristol,,,36.0%,173,85.3%,91.3,免费评估
10,纽卡斯尔大学Newcastle University,82.0%,82.7%,36.3%,163,84.4%,90.9,免费评估
10,伦敦国王学院King's College London,,,42.1%,167,74.9%,90.9,免费评估
12,圣安德鲁斯大学University of St Andrews,81.9%,82.8%,26.4%,197,81.0%,90.6,免费评估
13,University of Strathclyde,81.5%,73.2%,42.0%,193,72.1%,90.5,免费评估
14,萨里大学University of Surrey,98.4%,93.3%,39.1%,178,54.5%*,90.4,免费评估
15,英国女王大学Queen's University Belfast,83.9%,79.1%,53.6%,151,69.8%,90.3,免费评估
16,诺丁汉大学University of Nottingham,80.5%,76.4%,39.4%,153,83.3%,89.5,免费评估
17,斯特林大学University of Stirling,88.6%,82.5%,29.8%,165,76.3%,89.2,免费评估
17,南安普顿大学University of Southampton,83.2%,84.9%,42.7%,155,71.8%,89.2,免费评估
19,曼彻斯特大学The University of Manchester,,,48.9%,154,65.9%,89.1,免费评估
19,巴斯大学University of Bath,80.7%,81.2%,27.4%,169,84.6%,89.1,免费评估
21,伯明翰大学University of Birmingham,88.6%,76.9%,33.7%,153*,78.8%,89.0,免费评估
22,伦敦大学皇家霍洛威学院Royal Holloway University of London,86.7%,80.4%,48.3%,146,67.3%,88.9,免费评估
23,格拉斯哥大学University of Glasgow,82.2%,78.2%,26.3%,202,71.2%,88.4,免费评估
24,东英吉利大学University of East Anglia,87.9%,85.1%,33.1%,156,71.0%,88.1,免费评估
25,利兹大学University of Leeds,79.5%,82.2%,30.6%,167,77.9%,88.0,免费评估
26,约克大学The University of York,80.0%,76.8%,37.3%,163,,87.1,免费评估
27,谢菲尔德大学The University of Sheffield,,,41.2%,152,70.7%,87.0,免费评估
28,班戈大学Bangor University,96.4%,91.9%,39.6%,111,56.8%,85.3,免费评估
29,爱丁堡大学The University of Edinburgh,71.9%,74.3%,30.3%,188,68.0%,84.9,免费评估
29,阿斯顿大学Aston University,92.6%,91.6%,23.4%,134,65.9%,84.9,免费评估
31,朴茨茅斯大学University of Portsmouth,91.7%,89.1%,32.2%,102,69.2%,84.5,免费评估
32,亚伯大学Aberystwyth University,85.8%,86.7%,16.6%,104*,88.7%,84.4,免费评估
33,赫瑞瓦特大学Heriot Watt University,70.7%,67.2%,26.3%,179,76.4%,84.3,免费评估
34,考文垂大学Coventry University,93.8%,89.7%,18.1%,113,75.0%,84.2,免费评估
35,利物浦大学The University of Liverpool,,,33.4%,137,59.5%,84.1,免费评估
36,伦敦大学玛丽女王学院Queen Mary University of London,87.4%,83.7%,35.1%,128,59.0%,83.4,免费评估
37,雷丁大学University of Reading,79.0%,71.4%,41.7%,129,,83.0,免费评估
38,Manchester Metropolitan University,89.2%,81.7%,29.0%,126,60.0%,82.4,免费评估
39,卡迪夫大学Cardiff University,74.9%,80.9%,32.5%,145,61.1%,81.8,免费评估
40,莱斯特大学University of Leicester,85.5%,86.6%,16.9%,146,60.0%,81.1,免费评估
41,斯旺西大学Swansea University,80.5%,78.3%,22.8%,111,73.5%,80.8,免费评估
42,切斯特大学University of Chester,86.7%,84.5%,17.3%,100,73.1%,80.7,免费评估
43,萨塞克斯大学University of Sussex,85.5%,80.3%,,144*,70.9%,79.2,免费评估
43,阿伯丁大学University of Aberdeen,51.5%,57.3%,29.3%,187,71.0%,79.2,免费评估
45,赫尔大学The University of Hull,78.7%,73.6%,22.7%,107,69.2%,78.6,免费评估
46,诺丁汉特伦特大学Nottingham Trent University,83.1%,82.4%,7.6%,120,62.8%,76.9,免费评估
47,Northumbria University,72.1%,78.9%,,136,74.2%,76.4,免费评估
47,中央兰开夏大学University of Central Lancashire,78.1%,72.3%,15.2%,,61.4%*,76.4,免费评估
49,阿尔斯特大学University of Ulster,84.7%,84.1%,22.4%,123,38.0%,75.1,免费评估
50,威斯敏斯特大学University of Westminster,68.1%,58.8%,2.0%,113,63.7%,69.7,免费评估
