Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,89.0,1.8,636.0,96,100.0,免费评估
2,帝国理工学院Imperial College London,82.0,1.6,564.0,95,91.9,免费评估
3,牛津大学University of Oxford,,1.5,608.0,77,91.7,免费评估
4,布里斯托大学University of Bristol,87.0,1.3,493.0,84,88.3,免费评估
5,圣安德鲁斯大学University of St Andrews,90.0,0.9,497.0,88,88.0,免费评估
6,伦敦大学学院University College London,83.0,1.5,448.0,89,87.2,免费评估
7,格拉斯哥大学University of Glasgow,86.0,1.4,456.0,82,86.9,免费评估
8,南安普顿大学University of Southampton,84.0,1.6,464.0,79,86.8,免费评估
9,约克大学The University of York,82.0,1.3,445.0,86,84.4,免费评估
10,爱丁堡大学The University of Edinburgh,78.0,1.6,470.0,81,83.9,免费评估
11,巴斯大学University of Bath,82.0,1.3,411.0,88,83.7,免费评估
12,华威大学The University of Warwick,79.0,1.0,488.0,92,83.2,免费评估
13,埃克塞特大学University of Exeter,84.0,1.0,,89,82.9,免费评估
14,伯明翰大学University of Birmingham,82.0,1.4,402.0,84,82.8,免费评估
15,纽卡斯尔大学Newcastle University,83.0,1.1,400.0,87,82.6,免费评估
16,曼彻斯特大学The University of Manchester,77.0,1.5,378.0,80,79.9,免费评估
17,杜伦大学Durham University,76.0,1.1,464.0,85,79.8,免费评估
18,利物浦大学The University of Liverpool,81.0,1.4,374.0,72,79.6,免费评估
19,诺丁汉大学University of Nottingham,78.0,1.4,376.0,78,79.5,免费评估
20,谢菲尔德大学The University of Sheffield,78.0,1.0,425.0,86,79.4,免费评估
21,拉夫堡大学Loughborough University,86.0,0.9,336.0,81,78.9,免费评估
22,伦敦大学皇家霍洛威学院Royal Holloway University of London,73.0,1.2,388.0,93,78.6,免费评估
23,萨塞克斯大学University of Sussex,82.0,,364.0,76,78.6,免费评估
23,阿伯丁大学University of Aberdeen,,1.1,366.0,79,78.4,免费评估
25,莱斯特大学University of Leicester,83.0,,345.0,77,78.4,免费评估
26,亚伯大学Aberystwyth University,80.0,1.2,299.0,79,76.9,免费评估
27,邓迪大学University of Dundee,82.0,1.0,383.0,70,76.8,免费评估
27,思克莱德大学University of Strathclyde,80.0,,409.0,77,76.8,免费评估
29,兰卡斯特大学Lancaster University,76.0,1.3,353.0,75,76.5,免费评估
30,利兹大学University of Leeds,76.0,,338.0,78,76.5,免费评估
31,萨里大学University of Surrey,81.0,,360.0,83,76.5,免费评估
32,东英吉利大学University of East Anglia,85.0,1.1,360.0,61,76.3,免费评估
32,斯旺西大学Swansea University,76.0,1.2,316.0,82,75.6,免费评估
34,卡迪夫大学Cardiff University,79.0,1.1,369.0,68,75.5,免费评估
35,伦敦国王学院King's College London,76.0,0.9,379.0,81,75.4,免费评估
36,英国女王大学Queen's University Belfast,77.0,0.9,352.0,73,73.3,免费评估
37,肯特大学University of Kent,74.0,1.3,301.0,86,73.2,免费评估
38,伦敦大学玛丽女王学院Queen Mary University of London,78.0,,319.0,61,73.2,免费评估
