Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,85%,4.2/9,538,86.00%,100.0,免费评估
2,谢菲尔德大学The University of Sheffield,82%,5.2/9,437,72.00%,94.4,免费评估
3,剑桥大学University of Cambridge,86%,3.0/9,502,75.00%,93.1,免费评估
4,圣安德鲁斯大学University of St Andrews,82%,2.3/9,456,81.00%,88.9,免费评估
5,埃塞克斯大学University of Essex,82%,5.2/9,338,64.00%,88.5,免费评估
6,伦敦政治经济学院The London School of Economics and Political Science,71%,3.9/9,490,80.00%,88.4,免费评估
6,伦敦大学学院University College London,75%,3.4/9,423,86.00%,88.4,免费评估
8,华威大学The University of Warwick,79%,3.3/9,476,72.00%,88.3,免费评估
9,埃克塞特大学University of Exeter,84%,3.2/9,412,68.00%,87.7,免费评估
10,伦敦国王学院King's College London,78%,2.6/9,433,80.00%,86.5,免费评估
11,伦敦大学亚非学院SOAS University of London,75%,3.0/9,421,82.00%,86.2,免费评估
12,杜伦大学Durham University,75%,2.7/9,459,76.00%,85.0,免费评估
13,约克大学The University of York,78%,2.6/9,461,70.00%,84.8,免费评估
14,巴斯大学University of Bath,76%,2.4/9,438,75.00%,83.9,免费评估
15,亚伯大学Aberystwyth University,81%,4.6/9,318,56.00%,83.8,免费评估
16,萨塞克斯大学University of Sussex,79%,3.0/9,367,67.00%,82.7,免费评估
17,赫尔大学The University of Hull,83%,2.1/9,335,73.00%,82.4,免费评估
18,卡迪夫大学Cardiff University,78%,2.6/9,398,68.00%,82.1,免费评估
19,诺丁汉大学University of Nottingham,73%,2.8/9,416,72.00%,81.8,免费评估
20,莱斯特大学University of Leicester,88%,1.3/9,346,66.00%,81.5,免费评估
21,伦敦大学玛丽女王学院Queen Mary University of London,79%,2.1/9,370,73.00%,81.4,免费评估
22,纽卡斯尔大学Newcastle University,79%,2.5/9,386,66.00%,81.2,免费评估
23,格拉斯哥大学University of Glasgow,80%,2.6/9,407,56.00%,80.4,免费评估
24,布拉德福德大学University of Bradford,78%,2.7/9,291,73.00%,80.0,免费评估
24,拉夫堡大学Loughborough University,86%,2.2/9,326,56.00%,80.0,免费评估
26,伯明翰大学University of Birmingham,81%,2.1/9,390,60.00%,79.9,免费评估
27,东英吉利大学University of East Anglia,83%,1.9/9,337,58.00%,78.4,免费评估
28,萨里大学University of Surrey,72%,1.7/9,326,85.00%,78.3,免费评估
29,邓迪大学University of Dundee,87%,1.9/9,330,49.00%,78.1,免费评估
30,爱丁堡大学The University of Edinburgh,68%,2.5/9,436,68.00%,77.7,免费评估
31,南安普顿大学University of Southampton,76%,1.6/9,399,65.00%,77.5,免费评估
32,布莱顿大学University of Brighton,71%,4.3/9,273,,76.9,免费评估
33,兰卡斯特大学Lancaster University,78%,1.4/9,378,62.00%,76.6,免费评估
34,朴茨茅斯大学University of Portsmouth,85%,2.6/9,268,49.00%,76.5,免费评估
35,阿伯丁大学University of Aberdeen,80%,1.6/9,337,59.00%,76.3,免费评估
35,曼彻斯特大学The University of Manchester,64%,3.0/9,422,66.00%,76.3,免费评估
37,布里斯托大学University of Bristol,64%,2.2/9,427,74.00%,75.7,免费评估
38,利兹大学University of Leeds,74%,1.3/9,397,65.00%,75.5,免费评估
39,利物浦大学The University of Liverpool,76%,1.0/9,368,68.00%,75.4,免费评估
40,肯特大学University of Kent,77%,1.5/9,295,68.00%,75.1,免费评估
40,雷丁大学University of Reading,75%,2.0/9,316,63.00%,75.1,免费评估
42,基尔大学Keele University,76%,2.0/9,299,63.00%,74.5,免费评估
43,The Queen's,71%,2.4/9,377,57.00%,74.4,免费评估
44,思克莱德大学University of Strathclyde,79%,1.4/9,359,53.00%,74.3,免费评估
45,诺桑比亚大学Northumbria University,78%,1.8/9,272,58.00%,73.2,免费评估
46,阿斯顿大学Aston University,75%,1.4/9,357,57.00%,73.0,免费评估
46,伦敦大学皇家霍洛威学院Royal Holloway University of London,68%,1.7/9,366,68.00%,73.0,免费评估
48,斯旺西大学Swansea University,78%,1.5/9,293,55.00%,72.1,免费评估
49,布鲁内尔大学Brunel University,73%,1.6/9,307,62.00%,71.9,免费评估
50,德蒙福特大学De Montfort University,83%,1.4/9,182,58.00%,71.5,免费评估
51,普利茅斯大学University of Plymouth,79%,2.2/9,250,48.00%,71.4,免费评估
52,牛津布鲁克斯大学Oxford Brookes University,73%,1.2/9,319,61.00%,71.1,免费评估
53,斯特林大学University of Stirling,77%,1.2/9,306,52.00%,70.6,免费评估
54,诺丁汉特伦特大学Nottingham Trent University,81%,,234,62.00%,69.2,免费评估
55,考文垂大学Coventry University,78%,1.1/9,303,46.00%,69.1,免费评估
56,伦敦大学金史密斯学院Goldsmiths University of London,67%,2.0/9,308,58.00%,69.0,免费评估
57,阿尔斯特大学University of Ulster,76%,2.0/9,248,48.00%,68.8,免费评估
58,西英格兰大学University of the West of England,78%,0.8/9,250,50.00%,67.6,免费评估
59,Leeds Met,77%,,223,63.00%,67.1,免费评估
60,索尔福德大学University of Salford,74%,1.6/9,249,48.00%,67.0,免费评估
61,哈德斯菲尔德大学University of Huddersfield,76%,0.3/9,272,55.00%,66.7,免费评估
62,伯明翰城市大学Birmingham City University,73%,1.6/9,251,47.00%,66.1,免费评估
63,金斯顿大学Kingston University,73%,1.3/9,215,56.00%,66.0,免费评估
64,林肯大学University of Lincoln,75%,1.2/9,250,47.00%,65.8,免费评估
65,伦敦城市大学City University London,68%,,277,67.00%,65.0,免费评估
66,曼彻斯特城市大学Manchester Metropolitan University,73%,1.1/9,254,47.00%,64.9,免费评估
67,威斯敏斯特大学University of Westminster,73%,1.3/9,236,43.00%,63.5,免费评估
68,"Cardiff, UWIC",75%,,243,50.00%,63.3,免费评估
69,利物浦约翰摩尔斯大学Liverpool John Moores University,73%,,228,50.00%,61.8,免费评估
70,格林威治大学The University of Greenwich,71%,0.4/9,241,40.00%,59.6,免费评估
