Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,萨里大学University of Surrey,83,0.7,370,55,100.0,免费评估
2,斯特林大学University of Stirling,80,0.6,354,52,94.3,免费评估
3,中央兰开夏大学University of Central Lancashire,81,0.7,306,57,93.7,免费评估
4,埃克塞特大学University of Exeter,84,,451,82,93.3,免费评估
5,谢菲尔德哈莱姆大学Sheffield Hallam University,78,0.6,297,46,85.8,免费评估
6,伯明翰大学University of Birmingham,74,,359,79,81.6,免费评估
7,伯恩茅斯大学Bournemouth University,68,0.4,322,58,81.5,免费评估
8,切斯特大学University of Chester,70,0.4,270,68,80.6,免费评估
9,普利茅斯大学University of Plymouth,74,0.4,268,54,80.3,免费评估
10,布莱顿大学University of Brighton,73,0.6,271,39,80.1,免费评估
11,思克莱德大学University of Strathclyde,80,,442,36,79.0,免费评估
12,卡迪夫都市大学Cardiff Metropolitan University,79,0.4,260,45,78.2,免费评估
13,曼彻斯特大学The University of Manchester,79,,351,55,77.3,免费评估
14,赫特福德大学University of Hertfordshire,78,0.5,288,23,76.3,免费评估
15,格拉摩根大学University of Glamorgan,82,,276,59,74.9,免费评估
16,桑德兰大学University of Sunderland,78,0.4,238,29,73.5,免费评估
17,曼彻斯特城市大学Manchester Metropolitan University,57,0.5,269,55,73.4,免费评估
18,林肯大学University of Lincoln,88,,269,45,73.3,免费评估
19,朴茨茅斯大学University of Portsmouth,80,,282,53,72.6,免费评估
20,牛津布鲁克斯大学Oxford Brookes University,79,,309,46,72.3,免费评估
21,索尔福德大学University of Salford,76,0.4,229,30,71.9,免费评估
22,罗伯特高登大学The Robert Gordon University,74,,286,62,71.7,免费评估
24,玛格利特女王学校Queen Margaret's School,82,,286,49,71.3,免费评估
26,龙比亚大学Napier University,71,,301,55,69.9,免费评估
27,西英格兰大学University of the West of England,78,0.2,286,22,69.5,免费评估
28,伯恩茅斯大学Bournemouth University,71,,269,68,69.2,免费评估
30,威斯敏斯特大学University of Westminster,83,,262,38,68.8,免费评估
31,利兹都会大学Leeds Metropolitan University,75,,250,55,68.5,免费评估
32,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,71,,326,37,67.1,免费评估
33,南安普顿索伦特大学Southampton Solent University,74,,267,54,65.7,免费评估
35,阿尔斯特大学University of Ulster,81,,250,31,65.4,免费评估
36,Uni of the Arts,55,,351,54,65.0,免费评估
37,贝德福德大学University of Bedfordshire,79,0.3,166,24,64.8,免费评估
38,考文垂大学Coventry University,60,,266,60,63.7,免费评估
39,北安普顿大学The University of Northampton,79,,221,35,63.2,免费评估
40,英国圣玛丽大学学院St Mary's University College,80,,241,27,62.8,免费评估
41,西苏格兰大学University of the West of Scotland,75,,246,32,62.1,免费评估
42,德比大学University of Derby,69,,264,39,62.0,免费评估
43,西伦敦大学University of West London,75,,229,31,60.9,免费评估
44,坎特伯雷大学Canterbury Christ Church University,67,,228,45,60.7,免费评估
45,赫尔大学The University of Hull,80,,206,27,60.6,免费评估
46,温切斯特大学University of Winchester,61,,277,42,59.9,免费评估
47,伦敦南岸大学London South Bank University,65,,210,44,58.1,免费评估
48,米德塞斯大学Middlesex University,75,,164,36,57.8,免费评估
49,新白金汉大学Buckinghamshire New University,65,,233,27,55.0,免费评估
50,利物浦约翰摩尔斯大学Liverpool John Moores University,66,,249,18,54.6,免费评估
51,伦敦都市大学London Metropolitan University,53,,232,45,53.7,免费评估
