Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,格拉斯哥大学University of Glasgow,87.7%,92.7%,42.3%,195,66.7%,100.0,免费评估
2,雷丁大学University of Reading,81.8%,78.4%,50.7%,144,56.3%,89.9,免费评估
3,利物浦大学The University of Liverpool,74.9%,81.3%,32.9%,150,82.9%,89.0,免费评估
4,诺丁汉大学University of Nottingham,72.7%,78.9%,36.4%,153,75.4%,88.5,免费评估
5,亚伯大学Aberystwyth University,87.3%,87.7%,38.2%,130,65.7%,88.1,免费评估
6,米德塞斯大学Middlesex University,83.8%,68.8%,,147,100.0%,84.5,免费评估
7,诺丁汉特伦特大学Nottingham Trent University,86.8%,84.1%,4.1%,149,71.1%,83.7,免费评估
8,布里斯托大学University of Bristol,77.7%,63.4%,33.2%,143,28.6%,79.6,免费评估
9,University of Lincoln,81.6%,78.2%,,139,66.7%,79.0,免费评估
10,哈珀亚当斯大学Harper Adams University,82.7%,81.7%,5.7%,139,45.2%,77.7,免费评估
11,普利茅斯大学University of Plymouth,88.9%,85.6%,,146,23.2%,76.2,免费评估
12,皇家兽医学院Royal Veterinary College,73.7%,71.8%,,139,56.1%,75.0,免费评估
13,切斯特大学University of Chester,81.2%,75.8%,7.9%,123,31.8%,72.9,免费评估
14,坎特伯雷大学Canterbury Christ Church University,90.2%,86.4%,,88,40.0%,69.9,免费评估
15,龙比亚大学Napier University,62.8%,54.2%,,167,4.8%,68.2,免费评估
16,剑桥安鲁大学Anglia Ruskin University,52.0%,36.7%,24.6%,135,25.0%,67.6,免费评估
17,格林威治大学The University of Greenwich,,,19.5%,109,24.3%,67.5,免费评估
