Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,Massachusetts Institute of Technology,United States,94.8,81.0,91.1,99.5,100.0,93.9,免费评估
2,牛津大学University of Oxford,United Kingdom,95.0,91.2,96.9,91.5,52.5,93.4,免费评估
3,Harvard University,United States,90.1,66.5,93.6,97.7,43.3,90.2,免费评估
4,Stanford University,United States,91.2,61.9,88.6,99.6,81.8,90.0,免费评估
5,剑桥大学University of Cambridge,United Kingdom,92.9,84.9,93.0,80.8,37.7,87.9,免费评估
6,Princeton University,United States,88.0,51.1,86.3,98.4,86.5,87.3,免费评估
7,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,87.0,88.1,87.0,90.8,36.5,86.8,免费评估
8,Yale University,United States,90.9,54.7,88.9,92.4,35.7,86.5,免费评估
9,University of Michigan-Ann Arbor,United States,83.7,30.1,95.8,92.9,72.2,85.6,免费评估
10,University of Chicago,United States,87.9,54.8,88.0,90.9,34.9,84.9,免费评估
11,伦敦大学学院University College London,United Kingdom,77.7,87.5,85.2,89.0,34.3,82.6,免费评估
12,"University of California, Los Angeles",United States,80.1,34.9,90.4,93.7,35.5,82.4,免费评估
13,"University of California, Berkeley",United States,82.1,52.6,84.9,90.5,58.8,82.3,免费评估
14,University of Pennsylvania,United States,79.8,52.7,87.0,89.2,48.4,81.7,免费评估
15,Columbia University,United States,88.0,65.3,81.4,78.8,43.3,80.7,免费评估
16,Duke University,United States,73.8,50.8,82.0,93.5,100.0,80.3,免费评估
17,New York University,United States,76.8,52.0,83.2,88.1,40.5,78.9,免费评估
18,Peking University,China,79.2,90.2,75.4,76.5,99.7,78.6,免费评估
19,Cornell University,United States,78.7,56.9,78.0,89.6,34.1,78.5,免费评估
20,University of Wisconsin-Madison,United States,73.6,29.0,83.5,92.9,52.6,77.8,免费评估
21,ETH Zurich,Switzerland,59.1,98.5,75.3,99.2,50.2,77.1,免费评估
22,University of Hong Kong,Hong Kong,72.3,97.6,79.5,68.7,99.8,76.3,免费评估
23,University of Amsterdam,Netherlands,66.6,80.7,76.2,90.2,34.8,75.9,免费评估
23,National University of Singapore,Singapore,75.3,87.6,85.2,61.8,67.9,75.9,免费评估
25,University of Washington,United States,73.3,38.3,76.4,88.9,34.2,74.6,免费评估
26,University of Toronto,Canada,74.5,61.9,82.0,69.6,34.8,73.8,免费评估
27,Australian National University,Australia,69.6,78.3,78.0,69.8,72.7,73.1,免费评估
28,University of British Columbia,Canada,65.1,90.4,68.4,85.8,34.4,72.5,免费评估
28,Johns Hopkins University,United States,61.7,71.3,74.9,81.2,99.4,72.5,免费评估
30,曼彻斯特大学The University of Manchester,United Kingdom,68.5,72.4,66.5,88.5,39.4,72.4,免费评估
30,Tsinghua University,China,74.6,61.2,68.2,75.7,99.7,72.4,免费评估
32,Northwestern University,United States,64.1,36.8,70.5,96.2,39.9,71.5,免费评估
33,University of North Carolina at Chapel Hill,United States,66.4,22.4,81.0,82.9,37.2,71.3,免费评估
34,University of Texas at Austin,United States,68.8,23.1,72.3,82.8,39.8,69.3,免费评估
35,University of Mannheim,Germany,56.0,56.8,65.0,95.5,65.7,69.1,免费评估
36,爱丁堡大学The University of Edinburgh,United Kingdom,70.2,78.0,69.0,66.9,35.4,68.7,免费评估
37,University of Southern California,United States,65.5,33.2,64.5,89.1,38.0,68.0,免费评估
38,伦敦国王学院King's College London,United Kingdom,64.4,82.9,62.0,75.2,62.5,67.7,免费评估
38,Utrecht University,Netherlands,51.4,62.6,66.4,92.0,69.3,67.7,免费评估
40,萨塞克斯大学University of Sussex,United Kingdom,59.5,81.0,55.6,91.9,34.1,67.3,免费评估
41,"University of California, San Diego",United States,49.6,46.6,65.2,97.9,77.7,67.2,免费评估
42,Leiden University,Netherlands,56.5,72.9,64.8,81.5,69.8,67.0,免费评估
43,University of Illinois at Urbana-Champaign,United States,66.0,29.7,71.1,71.7,43.5,65.8,免费评估
43,Ohio State University (Main campus),United States,55.3,41.8,70.8,82.6,37.9,65.8,免费评估
45,The University of Tokyo,Japan,69.9,58.6,71.6,52.1,87.5,65.6,免费评估
46,KU Leuven,Belgium,50.7,68.8,65.7,78.1,100.0,65.0,免费评估
46,McGill University,Canada,56.1,83.7,64.2,75.3,34.1,65.0,免费评估
48,埃塞克斯大学University of Essex,United Kingdom,51.7,92.4,56.4,87.9,34.2,64.9,免费评估
49,Humboldt University of Berlin,Germany,58.8,50.4,64.9,77.9,53.1,64.8,免费评估
50,Penn State (Main campus),United States,60.4,27.4,65.1,82.5,45.8,64.6,免费评估
51,The Hong Kong University of Science and Technology,Hong Kong,50.2,98.3,55.8,85.6,46.6,64.4,免费评估
52,Paris Sciences et Lettres – PSL Research University Paris,France,75.4,64.2,61.9,55.4,37.0,64.2,免费评估
53,Indiana University,United States,60.9,35.6,65.1,77.3,44.0,64.0,免费评估
54,Georgetown University,United States,58.4,44.3,56.5,82.6,100.0,63.8,免费评估
55,Carnegie Mellon University,United States,46.5,80.1,51.2,98.2,39.4,63.3,免费评估
56,Free University of Berlin,Germany,59.9,62.4,68.5,61.2,36.9,62.6,免费评估
57,University of Copenhagen,Denmark,53.6,66.2,56.6,81.2,48.9,62.3,免费评估
58,Chinese University of Hong Kong,Hong Kong,58.2,96.0,56.5,66.3,41.7,62.1,免费评估
59,谢菲尔德大学The University of Sheffield,United Kingdom,51.4,64.7,52.3,89.9,35.2,61.9,免费评估
60,University of Minnesota,United States,52.4,28.4,59.4,83.8,82.7,61.5,免费评估
61,"Nanyang Technological University, Singapore",Singapore,48.8,88.5,61.8,64.9,90.5,61.1,免费评估
62,Michigan State University,United States,52.4,43.1,58.0,82.8,35.1,60.7,免费评估
63,杜伦大学Durham University,United Kingdom,51.1,64.6,47.7,90.2,42.4,60.6,免费评估
64,University of Melbourne,Australia,51.3,83.7,56.0,72.2,52.5,60.5,免费评估
65,"University of Maryland, College Park",United States,44.6,29.7,57.6,95.1,40.4,60.3,免费评估
66,Wageningen University & Research,Netherlands,38.3,78.5,44.9,97.7,100.0,59.9,免费评估
67,LMU Munich,Germany,36.6,48.2,61.9,89.7,71.3,59.8,免费评估
68,University of Arizona,United States,46.5,23.0,57.6,91.6,40.5,59.5,免费评估
69,The University of Queensland,Australia,46.2,83.1,46.7,84.2,69.8,59.2,免费评估
69,Sciences Po,France,57.9,68.7,55.3,64.9,42.3,59.2,免费评估
71,Erasmus University Rotterdam,Netherlands,37.6,83.1,51.5,86.0,91.4,59.0,免费评估
72,University of Oslo,Norway,45.8,55.3,54.1,85.0,39.3,58.8,免费评估
73,Arizona State University (Tempe),United States,40.2,37.0,56.5,92.3,37.8,58.2,免费评估
73,University of Zurich,Switzerland,38.0,86.8,42.5,96.9,52.0,58.2,免费评估
75,"University of California, Santa Barbara",United States,42.5,37.3,51.1,94.3,52.7,58.1,免费评估
76,Brown University,United States,62.8,52.5,47.0,70.1,34.1,58.0,免费评估
77,Georgia Institute of Technology,United States,51.5,56.8,49.1,78.4,35.4,57.4,免费评估
78,"University of California, Davis",United States,43.2,58.6,50.1,86.0,38.6,57.2,免费评估
78,Delft University of Technology,Netherlands,36.2,92.4,48.2,81.2,100.0,57.2,免费评估
80,Uppsala University,Sweden,42.4,56.7,53.1,79.3,70.3,56.9,免费评估
81,"University of California, Irvine",United States,36.3,43.8,53.2,93.5,36.7,56.7,免费评估
81,Lund University,Sweden,43.3,65.2,46.6,84.8,56.7,56.7,免费评估
81,华威大学The University of Warwick,United Kingdom,44.1,74.6,47.3,82.3,34.1,56.7,免费评估
84,Aarhus University,Denmark,33.5,67.4,54.9,83.5,67.1,56.4,免费评估
85,Kyoto University,Japan,58.1,53.5,57.7,50.7,73.1,56.2,免费评估
86,Syracuse University,United States,55.3,26.7,49.8,74.7,34.1,55.7,免费评估
86,University of Vienna,Austria,37.3,88.9,52.9,73.1,55.2,55.7,免费评估
88,University of Konstanz,Germany,40.6,56.7,44.1,84.9,97.0,55.4,免费评估
88,Stockholm University,Sweden,35.3,71.2,46.9,89.4,38.0,55.4,免费评估
90,"Rutgers, the State University of New Jersey",United States,49.8,24.8,50.5,78.5,38.3,55.0,免费评估
91,Washington University in St Louis,United States,52.3,29.5,44.2,80.5,35.2,54.6,免费评估
92,University of Cape Town,South Africa,34.6,80.6,51.2,71.3,99.0,54.3,免费评估
93,兰卡斯特大学Lancaster University,United Kingdom,32.7,70.6,39.0,96.8,35.3,53.7,免费评估
93,University of Twente,Netherlands,31.7,91.4,36.7,88.4,99.6,53.7,免费评估
95,约克大学The University of York,United Kingdom,33.5,70.0,47.4,84.8,34.4,53.6,免费评估
96,Hong Kong Polytechnic University,Hong Kong,42.8,93.2,39.4,74.0,39.4,53.2,免费评估
97,University of Sydney,Australia,38.9,77.7,48.2,70.7,45.8,52.9,免费评估
98,Vrije Universiteit Amsterdam,Netherlands,32.0,54.6,47.1,87.9,41.8,52.8,免费评估
99,Hebrew University of Jerusalem,Israel,48.0,42.7,42.1,76.9,37.2,52.6,免费评估
99,UNSW Sydney,Australia,36.4,84.2,40.4,76.0,92.1,52.6,免费评估
