Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,拉夫堡大学Loughborough University,87%,4.0/9,341.0,93.00%,100.0,免费评估
2,伦敦大学学院University College London,75%,4.6/9,393.0,80.00%,95.7,免费评估
3,曼彻斯特大学The University of Manchester,76%,3.3/9,,93.00%,92.4,免费评估
4,雷丁大学University of Reading,75%,3.9/9,338.0,86.00%,92.2,免费评估
5,诺丁汉大学University of Nottingham,,2.3/9,364.0,,89.4,免费评估
6,赫瑞瓦特大学Heriot Watt University,62%,2.7/9,367.0,91.00%,86.6,免费评估
7,威斯敏斯特大学University of Westminster,70%,3.3/9,284.0,88.00%,86.3,免费评估
8,诺桑比亚大学Northumbria University,78%,2.2/9,298.0,86.00%,85.6,免费评估
9,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,70%,3.0/9,333.0,80.00%,85.0,免费评估
10,索尔福德大学University of Salford,64%,3.7/9,279.0,83.00%,83.1,免费评估
11,罗伯特高登大学The Robert Gordon University,70%,1.9/9,270.0,95.00%,82.7,免费评估
12,西英格兰大学University of the West of England,77%,2.1/9,276.0,83.00%,82.0,免费评估
13,阿斯顿大学Aston University,,2.2/9,293.0,86.00%,81.9,免费评估
14,阿尔斯特大学University of Ulster,67%,3.2/9,262.0,83.00%,81.4,免费评估
15,布莱顿大学University of Brighton,79%,1.7/9,258.0,84.00%,81.2,免费评估
16,谢菲尔德哈莱姆大学Sheffield Hallam University,71%,2.0/9,269.0,88.00%,81.0,免费评估
17,Edin Napier,73%,1.8/9,251.0,90.00%,80.7,免费评估
18,诺丁汉特伦特大学Nottingham Trent University,69%,1.3/9,251.0,94.00%,79.0,免费评估
19,考文垂大学Coventry University,84%,,268.0,88.00%,78.9,免费评估
19,普利茅斯大学University of Plymouth,72%,2.5/9,260.0,78.00%,78.9,免费评估
21,格林威治大学The University of Greenwich,69%,2.2/9,208.0,88.00%,77.4,免费评估
22,利物浦约翰摩尔斯大学Liverpool John Moores University,64%,3.1/9,256.0,76.00%,76.9,免费评估
23,波尔顿大学University of Bolton,79%,2.1/9,,67.00%,75.5,免费评估
24,Central Lancs,65%,1.9/9,254.0,76.00%,73.5,免费评估
25,Leeds Met,62%,,259.0,95.00%,72.6,免费评估
25,牛津布鲁克斯大学Oxford Brookes University,74%,,283.0,78.00%,72.6,免费评估
27,伯明翰城市大学Birmingham City University,69%,,222.0,89.00%,71.0,免费评估
28,格拉摩根大学University of Glamorgan,54%,2.5/9,218.0,82.00%,70.9,免费评估
29,金斯顿大学Kingston University,66%,,276.0,82.00%,70.2,免费评估
30,剑桥安鲁大学Anglia Ruskin University,60%,,273.0,74.00%,65.3,免费评估
31,Soton Solent,62%,,187.0,75.00%,61.4,免费评估
32,伦敦南岸大学London South Bank University,61%,,186.0,74.00%,60.5,免费评估
33,北安普顿大学The University of Northampton,,,238.0,60.00%,56.9,免费评估
