Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,89,1.7,548.0,61,100.0,免费评估
2,亚伯大学Aberystwyth University,90,1.2,344.0,81,94.3,免费评估
3,格拉斯哥大学University of Glasgow,90,0.8,,77,93.3,免费评估
4,卡迪夫大学Cardiff University,87,0.9,447.0,71,91.6,免费评估
5,班戈大学Bangor University,91,0.8,342.0,73,88.4,免费评估
6,阿伯丁大学University of Aberdeen,83,0.2,,77,81.9,免费评估
7,斯旺西大学Swansea University,75,1.1,329.0,64,80.1,免费评估
8,英国女王大学Queen's University Belfast,79,0.5,344.0,68,79.5,免费评估
9,阿尔斯特大学University of Ulster,65,1.5,265.0,64,76.3,免费评估
10,利物浦大学The University of Liverpool,81,0.8,343.0,47,75.0,免费评估
