Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,University of Wageningen,Netherlands,96.7,80.5,72.5,99.3,,291.0,免费评估
2,Jiangnan University,China,100.0,75.2,55.5,100.0,,286.3,免费评估
3,China Agricultural University,China,95.4,74.2,49.2,92.1,,271.6,免费评估
4,South China University of Technology,China,75.1,85.8,49.3,85.4,,256.2,免费评估
5,Ghent University,Belgium,79.0,78.5,69.5,83.9,,255.3,免费评估
6,University of Campinas,Brazil,84.5,74.8,38.8,85.4,,252.6,免费评估
7,University of Sao Paulo,Brazil,87.5,70.7,50.8,84.1,,252.5,免费评估
8,Zhejiang University,China,78.8,79.3,48.2,76.8,,244.7,免费评估
9,"University of California, Davis",United States,80.7,75.8,73.5,72.6,,243.8,免费评估
10,University of Copenhagen,Denmark,72.7,74.5,74.3,81.0,,243.1,免费评估
11,University of Porto,Portugal,69.2,77.0,60.1,80.8,,239.0,免费评估
12,University of Massachusetts Amherst,United States,56.5,97.7,76.5,68.9,,238.4,免费评估
13,KU Leuven,Belgium,68.4,79.1,64.9,75.5,,235.9,免费评估
14,University of Guelph,Canada,75.3,81.4,68.0,64.4,,234.7,免费评估
15,Nanjing Agricultural University,China,67.8,82.2,47.2,73.7,,233.2,免费评估
16,Polytechnic University of Valencia,Spain,63.6,78.5,53.5,70.0,,222.7,免费评估
17,Aarhus University,Denmark,64.5,84.7,71.0,57.2,,220.7,免费评估
18,China Medical University (Taiwan),China-Taiwan,59.9,78.2,41.8,73.7,,220.1,免费评估
19,University of Bologna,Italy,63.7,73.6,68.9,67.7,,218.8,免费评估
20,"Rutgers, The State University of New Jersey - New Brunswick",United States,54.8,81.6,79.3,65.7,,218.0,免费评估
21,University of Valencia,Spain,56.1,81.1,57.5,68.5,,217.1,免费评估
22,Northwest A&F University,China,67.8,74.8,58.4,62.7,,217.0,免费评估
23,National Taiwan University,China-Taiwan,64.4,69.1,41.0,75.0,,216.7,免费评估
24,Nanchang University,China,55.0,89.0,60.4,60.6,,216.6,免费评估
25,University Putra Malaysia,Malaysia,80.1,60.1,60.3,62.7,,214.9,免费评估
26,Cornell University,United States,71.2,78.2,62.1,50.1,,211.9,免费评估
27,University of Naples Federico II,Italy,58.4,75.5,62.7,65.3,,211.7,免费评估
28,Technical University Munich,Germany,62.3,72.6,61.5,64.2,,211.4,免费评估
29,University College Cork,Ireland,59.7,76.1,64.6,58.7,,207.4,免费评估
30,University of Granada,Spain,52.0,81.1,60.1,59.3,,204.4,免费评估
30,University of Hohenheim,Germany,59.0,76.4,62.4,56.6,,204.4,免费评估
32,Technical University of Denmark,Denmark,57.7,71.0,77.3,59.8,,204.0,免费评估
33,University of Milan,Italy,63.0,69.7,58.8,59.2,,203.6,免费评估
34,University College Dublin,Ireland,52.2,81.9,66.4,54.8,,202.1,免费评估
35,University of Belgrade,Serbia,56.8,74.2,64.9,57.2,,201.3,免费评估
36,University of Barcelona,Spain,47.8,82.8,60.1,57.6,,200.1,免费评估
37,University of Florida,United States,59.8,79.9,63.5,45.9,,198.3,免费评估
37,"University of Maryland, College Park",United States,50.7,79.6,80.1,52.0,,198.3,免费评估
39,The University of Queensland,Australia,51.7,76.7,72.9,54.6,,197.6,免费评估
40,Complutense University of Madrid,Spain,53.5,72.0,49.7,61.9,,197.4,免费评估
40,Universitat de Lleida,Spain,48.4,83.3,54.6,54.8,,197.4,免费评估
42,University of Alberta,Canada,51.7,77.3,67.8,54.1,,196.6,免费评估
43,University of Seville,Spain,48.4,77.0,60.9,58.4,,196.0,免费评估
44,The Ohio State University - Columbus,United States,61.9,68.7,58.1,53.6,,195.8,免费评估
45,Massey University,New Zealand,55.4,72.0,68.6,54.6,,195.7,免费评估
46,Korea University,South Korea,62.4,64.9,47.8,58.7,,195.5,免费评估
47,Texas A&M University,United States,56.0,72.0,64.6,54.4,,195.3,免费评估
47,University of Wisconsin - Madison,United States,60.0,81.4,60.3,41.8,,195.3,免费评估
47,University of Zaragoza,Spain,49.6,79.6,54.0,55.3,,195.3,免费评估
50,Instituto Politecnico de Braganca,Portugal,41.6,86.3,72.3,52.7,,195.1,免费评估
