Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,University of Michigan-Ann Arbor,United States,62.9,76.1,80.1,100.0,100.0,355.0,免费评估
2,University of North Carolina at Chapel Hill,United States,54.3,77.8,58.6,81.6,75.8,301.3,免费评估
3,University of Washington,United States,54.4,83.0,74.8,70.7,77.5,300.5,免费评估
4,Harvard University,United States,68.8,71.6,75.7,77.0,57.0,289.5,免费评估
5,"University of California, Los Angeles",United States,41.2,74.8,76.0,49.1,100.0,280.2,免费评估
6,University of Pennsylvania,United States,46.2,72.8,76.9,63.8,77.5,275.7,免费评估
7,King's College London,United Kingdom,60.8,73.3,78.1,63.8,61.2,274.8,免费评估
8,"University of California, San Francisco",United States,41.6,75.6,71.3,62.4,80.6,274.4,免费评估
9,University of Sao Paulo,Brazil,100.0,62.5,58.6,63.8,31.6,269.7,免费评估
10,University of Florida,United States,47.3,68.3,64.7,54.4,75.8,258.8,免费评估
11,"University at Buffalo, the State University of New York",United States,36.0,96.1,68.1,50.9,57.0,253.7,免费评估
12,New York University,United States,56.5,74.8,83.0,54.4,50.0,252.3,免费评估
13,University of Southern California,United States,43.2,66.7,87.2,56.1,65.2,248.7,免费评估
14,伦敦大学学院University College London,United Kingdom,53.6,75.6,81.1,43.0,59.2,247.6,免费评估
15,University of Alabama at Birmingham,United States,38.3,71.3,65.9,47.1,75.8,245.7,免费评估
16,Augusta University,United States,44.3,84.3,93.0,60.9,35.4,243.4,免费评估
17,University of Bern,Switzerland,62.8,88.2,96.9,45.1,27.4,242.9,免费评估
18,University of Turku,Finland,39.6,78.6,84.9,45.1,59.2,239.5,免费评估
19,KU Leuven,Belgium,43.0,89.6,88.5,30.4,54.8,235.5,免费评估
20,"University of Pittsburgh, Pittsburgh Campus",United States,35.9,70.1,70.6,62.4,52.4,235.0,免费评估
21,Osaka University,Japan,41.2,63.8,60.3,56.1,61.2,234.5,免费评估
22,University of Toronto,Canada,45.7,69.8,74.7,40.8,61.2,232.5,免费评估
23,University of British Columbia,Canada,39.2,78.6,93.2,40.8,54.8,232.1,免费评估
24,曼彻斯特大学The University of Manchester,United Kingdom,46.9,66.7,81.1,23.6,77.5,230.9,免费评估
25,University of Zurich,Switzerland,61.3,84.8,90.2,38.5,27.4,229.9,免费评估
26,University of Gothenburg,Sweden,60.7,79.4,76.0,36.0,35.4,226.6,免费评估
27,"University of Maryland, Baltimore",United States,39.1,87.9,75.1,49.1,35.4,226.4,免费评估
28,McGill University,Canada,32.0,67.4,91.4,52.7,50.0,220.3,免费评估
29,Tokyo Medical and Dental University,Japan,55.9,62.8,65.2,60.9,27.4,220.1,免费评估
30,Boston University,United States,36.7,69.2,80.1,38.5,57.0,217.4,免费评估
31,伯明翰大学University of Birmingham,United Kingdom,38.5,81.0,80.7,43.0,38.7,217.3,免费评估
32,University of Iowa,United States,43.2,66.1,58.8,38.5,57.0,216.5,免费评估
33,University of Copenhagen,Denmark,41.5,85.3,85.4,30.4,41.8,216.1,免费评估
34,Seoul National University,South Korea,66.3,65.1,51.1,73.3,0.0,214.9,免费评估
35,The University of Texas Health Science Center at San Antonio,United States,41.8,83.3,63.4,45.1,31.6,214.5,免费评估
36,Okayama University,Japan,37.2,67.7,66.9,52.7,41.8,212.8,免费评估
37,"University of Minnesota, Twin Cities",United States,44.5,83.3,80.7,33.3,35.4,212.6,免费评估
38,Radboud University Nijmegen,Netherlands,44.9,74.8,89.9,43.0,31.6,212.3,免费评估
39,The University of Adelaide,Australia,42.4,66.4,73.2,33.3,52.4,209.2,免费评估
40,Academic Center for Dentistry Amsterdam,Netherlands,53.6,85.3,78.0,54.4,0.0,208.9,免费评估
40,UNESP,Brazil,82.7,66.7,61.8,47.1,0.0,208.9,免费评估
42,University of Groningen,Netherlands,41.1,81.0,69.0,33.3,38.7,207.9,免费评估
43,University of Geneva,Switzerland,42.5,75.6,84.8,27.2,44.7,207.0,免费评估
44,University of Campinas,Brazil,74.1,66.7,55.6,54.4,0.0,206.4,免费评估
45,Sichuan University,China,51.9,73.9,65.4,66.7,0.0,205.6,免费评估
46,University of Helsinki,Finland,38.8,77.8,82.7,27.2,44.7,205.1,免费评估
47,VU University Amsterdam,Netherlands,51.6,82.2,74.8,56.1,0.0,204.9,免费评估
48,University of Amsterdam,Netherlands,45.7,86.2,78.1,56.1,0.0,203.6,免费评估
49,University of Connecticut,United States,40.8,63.8,65.1,40.8,44.7,203.2,免费评估
50,The University of Hong Kong,China-Hong Kong,57.0,73.3,82.2,27.2,27.4,201.4,免费评估
