Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,斯坦福大学Stanford University,United States,97.7,57.1,96.8,99.9,69.7,94.3,免费评估
2,牛津大学University of Oxford,United Kingdom,90.9,92.6,95.8,90.8,46.6,91.6,免费评估
3,耶鲁大学Yale University,United States,96.1,52.8,94.0,97.9,39.9,91.3,免费评估
4,芝加哥大学The University of Chicago,United States,96.1,52.4,96.4,95.2,32.6,91.2,免费评估
5,哈佛大学Harvard University,United States,87.4,65.6,99.1,97.4,46.2,91.1,免费评估
6,麻省理工学院Massachusetts Institute of Technology,United States,84.1,73.4,92.8,99.8,98.8,90.5,免费评估
7,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",United States,92.4,30.4,98.6,95.1,60.3,89.8,免费评估
8,普林斯顿大学Princeton University,United States,86.6,66.2,88.8,99.9,62.4,88.6,免费评估
9,"加州大学洛杉矶分校University of California,Los Angeles",United States,88.8,34.0,96.5,95.6,55.3,88.2,免费评估
10,"加州大学伯克利分校University of California,Berkeley",United States,82.8,46.8,97.3,99.1,40.3,87.9,免费评估
11,剑桥大学University of Cambridge,United Kingdom,87.5,87.1,91.5,88.2,35.2,87.8,免费评估
12,哥伦比亚大学Columbia University,United States,95.2,62.9,87.2,88.3,43.5,87.3,免费评估
13,宾夕法尼亚大学University of Pennsylvania,United States,88.1,42.2,94.1,91.7,39.5,86.4,免费评估
14,伦敦大学学院University College London,United Kingdom,82.8,85.6,91.5,85.2,34.8,85.3,免费评估
15,伦敦政治经济学院the London Shool of Economics and Political Science,United Kingdom,84.3,82.0,82.6,93.4,39.7,84.8,免费评估
16,康奈尔大学Cornell University,United States,84.9,58.8,81.5,95.8,32.9,83.4,免费评估
17,杜克大学Duke University,United States,76.6,41.8,84.9,96.7,100.0,82.4,免费评估
18,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,United States,80.9,27.6,90.6,88.6,67.5,81.7,免费评估
19,多伦多大学University of Toronto,Canada,81.5,64.5,86.0,83.7,33.2,81.1,免费评估
20,英属哥伦比亚大学University of British Columbia,Canada,75.0,89.7,78.9,93.4,33.6,81.0,免费评估
21,伦敦大学国王学院King's College London,United Kingdom,69.6,90.3,76.4,90.5,69.6,78.7,免费评估
22,纽约大学New York University,United States,82.4,45.2,77.5,88.1,33.5,78.3,免费评估
23,墨尔本大学The University of Melbourne,Australia,73.0,81.0,81.1,79.6,57.8,77.6,免费评估
24,西北大学Northwestern University,United States,69.3,35.6,82.0,96.8,36.5,77.0,免费评估
25,"西雅图华盛顿大学University of Washington,Seattle Campus",United States,73.2,34.6,75.4,93.3,34.0,75.1,免费评估
26,University of Amsterdam,Netherlands,65.7,68.4,76.7,88.9,39.4,74.7,免费评估
27,"加利福尼亚大学圣地亚哥分校University of California,San Diego",United States,61.9,46.8,72.6,98.4,63.0,73.5,免费评估
28,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,72.5,40.2,80.5,77.8,42.5,73.3,免费评估
29,德克萨斯大学奥斯汀分校The University of Texas at Austin,United States,67.6,28.2,77.0,89.2,49.0,72.7,免费评估
30,麦吉尔大学McGill University,Canada,71.9,78.9,74.7,71.8,41.6,72.6,免费评估
31,University of Hong Kong,Hong Kong,65.7,98.7,78.2,63.6,96.3,72.5,免费评估
32,北卡罗来纳州大学教堂山分校University of North Carolina at Chapel Hill,United States,71.1,27.2,77.4,84.2,38.1,72.4,免费评估
33,Humboldt University of Berlin,Germany,66.3,56.3,69.5,89.8,54.3,72.2,免费评估
34,澳大利亚国立大学The Australian National University,Australia,56.6,76.9,83.9,75.4,47.6,71.6,免费评估
35,密歇根州立大学Michigan State University,United States,65.1,45.4,70.2,91.7,38.1,71.3,免费评估
35,Peking University,China,71.3,92.8,66.4,67.9,100.0,71.3,免费评估
37,National University of Singapore,Singapore,67.6,83.7,78.6,66.0,34.1,71.2,免费评估
38,ETH Zurich – Swiss Federal Institute of Technology Zurich,Switzerland,45.4,99.0,67.7,99.4,72.8,70.9,免费评估
39,"明尼苏达大学双城校区University of Minnesota,Twin Cities",United States,64.5,29.5,71.8,85.7,88.9,70.2,免费评估
39,俄亥俄州立大学Ohio State University,United States,64.1,39.8,71.5,89.0,34.3,70.2,免费评估
41,Free University of Berlin,Germany,56.1,60.7,72.0,91.5,39.3,70.1,免费评估
42,约翰霍普金斯大学Johns Hopkins University,United States,55.2,60.7,76.4,79.6,99.9,69.8,免费评估
43,爱丁堡大学The University of Edinburgh,United Kingdom,65.9,80.3,65.3,78.2,32.9,69.1,免费评估
44,KU Leuven,Belgium,52.0,64.5,73.1,78.5,100.0,67.7,免费评估
45,范德堡大学Vanderbilt University,United States,63.7,23.3,64.1,92.1,50.0,67.6,免费评估
46,宾州州立大学Pennsylvania State University,United States,65.5,29.5,66.3,83.5,44.8,67.1,免费评估
47,卡内基梅隆大学Carnegie Mellon University,United States,48.6,62.5,63.7,99.3,33.2,66.9,免费评估
48,乔治城大学Georgetown University,United States,70.5,42.1,52.9,81.4,100.0,66.2,免费评估
49,南加州大学University of Southern California,United States,58.7,34.4,64.7,88.4,38.4,65.8,免费评估
50,Utrecht University,Netherlands,51.6,50.7,66.4,86.7,70.4,65.6,免费评估
51,曼彻斯特大学The University of Manchester,United Kingdom,58.3,70.0,60.6,80.9,33.7,65.0,免费评估
52,圣路易斯华盛顿大学Washington University in St Louis,United States,60.2,37.3,58.4,86.3,37.6,64.0,免费评估
53,"加利福尼亚大学圣塔芭芭拉分校University of California, Santa Barbara",United States,46.7,38.1,57.6,96.3,99.9,63.4,免费评估
54,萨塞克斯大学The University of Sussex,United Kingdom,48.2,77.5,52.1,95.0,33.8,63.0,免费评估
55,University of Mannheim,Germany,43.4,49.9,64.7,86.6,93.4,62.9,免费评估
56,悉尼大学The University of Sydney,Australia,56.8,70.3,60.4,70.7,55.6,62.5,免费评估
57,Indiana University,United States,67.2,34.6,59.0,72.5,-,62.4,免费评估
58,马里兰大学University of Maryland-College Park,United States,49.4,25.7,59.2,94.5,40.0,61.9,免费评估
59,Arizona State University,United States,48.2,26.8,57.9,94.4,46.7,61.3,免费评估
60,杜伦大学Durham University,United Kingdom,44.5,71.4,53.1,92.0,42.6,61.2,免费评估
61,University of Tokyo,Japan,67.2,37.5,71.5,45.0,70.2,61.0,免费评估
62,布朗大学Brown University,United States,64.7,51.1,46.2,78.3,33.9,60.4,免费评估
63,"加利福尼亚大学欧文分校University of California, Irvine",United States,44.7,37.0,54.1,97.9,34.1,60.3,免费评估
64,"加州大学戴维斯分校University of California,Davis",United States,44.0,52.5,56.8,89.2,41.4,60.1,免费评估
65,Maastricht University,Netherlands,46.9,97.4,45.1,84.7,62.0,60.0,免费评估
66,新南威尔士大学The University of New South Wales,Australia,44.6,79.7,62.8,68.4,70.0,59.8,免费评估
67,昆士兰大学The University of Queensland,Australia,41.0,78.1,58.7,80.5,43.3,59.5,免费评估
68,布里斯托大学University of Bristol,United Kingdom,49.1,74.8,50.6,81.0,37.1,59.3,免费评估
69,University of Copenhagen,Denmark,48.9,71.5,48.3,82.9,51.6,59.0,免费评估
69,University of Groningen,Netherlands,39.8,73.1,56.9,79.6,84.7,59.0,免费评估
71,LMU Munich,Germany,47.7,58.8,59.3,73.2,51.1,58.8,免费评估
71,谢菲尔德大学The University of Sheffield,United Kingdom,47.5,64.8,58.5,74.5,33.2,58.8,免费评估
71,Tsinghua University,China,56.8,64.5,54.9,60.4,100.0,58.8,免费评估
74,Heidelberg University,Germany,54.9,51.9,63.1,60.2,53.2,58.7,免费评估
74,华威大学The University of Warwick,United Kingdom,44.2,74.7,54.3,80.7,32.8,58.7,免费评估
76,"弗吉尼亚大学University of Virginia,Main Campus",United States,51.9,30.2,49.4,88.2,43.1,58.4,免费评估
77,约克大学University of York,United Kingdom,45.3,75.4,46.0,87.5,34.0,58.1,免费评估
78,University of Twente,Netherlands,33.3,88.2,42.2,95.3,100.0,57.6,免费评估
79,Aarhus University,Denmark,30.6,77.3,53.8,89.4,70.3,57.4,免费评估
80,Hong Kong University of Science and Technology,Hong Kong,34.1,97.8,48.5,88.2,40.8,57.3,免费评估
81,罗彻斯特大学University of Rochester,United States,40.6,43.5,51.8,91.9,33.1,57.2,免费评估
82,Nanyang Technological University,Singapore,43.0,84.2,51.4,72.5,47.8,56.4,免费评估
83,埃塞克斯大学University of Essex,United Kingdom,42.2,92.5,49.3,73.7,33.4,56.0,免费评估
84,University of Konstanz,Germany,40.8,53.5,44.2,87.0,97.9,55.9,免费评估
85,埃克塞特大学University of Exeter,United Kingdom,36.9,81.6,38.4,97.1,35.0,55.8,免费评估
