Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
85,Leiden University,Netherlands,42.9,54.0,56.4,72.9,49.2,55.8,免费评估
87,Erasmus University Rotterdam,Netherlands,32.9,69.1,49.2,85.3,91.4,55.5,免费评估
87,圣安德鲁斯大学University of St Andrews,United Kingdom,41.8,90.3,39.6,85.4,32.9,55.5,免费评估
87,Stockholm University,Sweden,38.6,65.4,46.6,87.7,36.5,55.5,免费评估
90,普渡大学Purdue University,United States,40.7,58.6,50.1,79.1,58.7,55.2,免费评估
91,达特茅斯学院Dartmouth College,United States,54.9,28.2,33.4,93.1,39.1,55.1,免费评估
91,兰卡斯特大学University of Lancaster,United Kingdom,34.4,72.5,47.5,88.0,37.4,55.1,免费评估
93,佐治亚理工学院Georgia Institute of Technology,United States,36.1,47.0,46.5,94.4,39.7,55.0,免费评估
93,Lund University,Sweden,42.6,63.7,44.2,82.4,56.8,55.0,免费评估
95,University of Oslo,Norway,41.9,57.4,51.0,74.9,44.8,54.4,免费评估
96,"罗格斯大学Rutgers, The State University of New Jersey, New Brunswick",United States,52.8,24.7,51.0,71.1,36.7,54.3,免费评估
96,匹兹堡大学University of Pittsburgh-Pittsburgh Campus,United States,43.1,25.9,47.6,86.7,45.8,54.3,免费评估
96,University of Zurich,Switzerland,40.5,84.4,35.3,89.0,43.4,54.3,免费评估
99,University of Freiburg,Germany,41.4,56.0,49.9,70.4,100.0,54.1,免费评估
100,赫尔大学University of Hull,Finland,49.3,36.3,52.4,68.0,34.2,53.7,免费评估
100,蒙纳什大学Monash University,Australia,46.0,69.6,55.5,56.8,51.8,53.7,免费评估
