Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,萨塞克斯大学University of Sussex,100.0,88.0,90.0,76.4,13.1,9,369,9,82,免费评估
2,兰卡斯特大学Lancaster University,94.9,82.0,89.5,75.2,11.3,-,396,8,88,免费评估
3,利兹大学University of Leeds,94.1,77.0,84.8,67.4,16,10,402,-,-,免费评估
4,布里斯托大学University of Bristol,92.3,80.0,90.0,72.0,12.7,8,411,7,-,免费评估
5,巴斯大学University of Bath,91.8,83.0,88.0,74.6,14.1,7,419,7,74,免费评估
6,斯旺西大学Swansea University,90.5,85.1,93.1,73.3,14.9,4,-,9,95,免费评估
7,朴茨茅斯大学University of Portsmouth,89.7,93.0,89.8,77.4,22.1,4,343,10,90,免费评估
8,肯特大学University of Kent,89.5,91.0,91.3,74.9,8.7,7,291,9,75,免费评估
9,金斯顿大学Kingston University,86.3,96.0,90.5,80.6,17.5,6,-,7,88,免费评估
10,考文垂大学Coventry University,85.9,100.0,99.2,90.4,24.1,3,335,8,76,免费评估
11,西英格兰大学University of the West of England,83.6,85.3,93.8,78.4,32.7,2,360,8,100,免费评估
12,爱丁堡大学The University of Edinburgh,82.8,79.2,76.8,53.2,14.9,9,396,7,-,免费评估
13,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,82.5,94.1,87.2,60.7,21.5,6,-,7,84,免费评估
13,邓迪大学University of Dundee,82.5,81.2,90.0,59.8,21.6,8,-,8,-,免费评估
15,米德塞斯大学Middlesex University,82.2,70.7,82.8,71.3,14,10,-,5,-,免费评估
16,伯明翰大学University of Birmingham,81.9,84.0,91.5,68.6,26.4,9,356,4,83,免费评估
17,诺桑比亚大学Northumbria University,80.8,87.0,89.0,81.0,18.2,6,355,7,60,免费评估
18,罗伯特高登大学The Robert Gordon University,80.0,100.0,95.5,74.5,14.6,3,322,2,90,免费评估
19,约克大学The University of York,79.7,65.3,65.8,46.8,11.8,9,416,7,-,免费评估
20,牛津布鲁克斯大学Oxford Brookes University,79.3,60.0,76.6,63.4,12.1,5,368,8,75,免费评估
21,赫尔大学The University of Hull,79.2,98.0,96.5,80.0,32.2,4,345,8,79,免费评估
22,英国女王大学Queen's University Belfast,78.9,50.5,84.3,42.5,13.4,3,367,10,87,免费评估
23,德比大学University of Derby,78.3,87.0,92.2,78.8,10.9,7,258,3,68,免费评估
24,温切斯特大学University of Winchester,78.0,84.0,87.8,64.9,12.8,5,301,9,59,免费评估
24,曼彻斯特大学The University of Manchester,78.0,83.0,85.3,79.6,14.7,7,-,3,67,免费评估
26,曼彻斯特城市大学Manchester Metropolitan University,77.2,85.9,83.0,74.1,13.9,3,329,6,80,免费评估
27,格罗斯特大学University of Gloucestershire,77.1,80.0,84.0,69.8,-,6,271,9,81,免费评估
28,萨福克学院University Campus Suffolk,76.5,80.0,86.3,59.3,22.4,-,357,7,80,免费评估
29,布拉德福德大学University of Bradford,76.1,72.0,78.9,64.6,20.1,10,292,7,62,免费评估
30,桑德兰大学University of Sunderland,75.8,88.0,91.2,76.6,11.1,8,305,3,47,免费评估
31,蒂赛德大学Teesside University,75.7,72.7,85.3,84.2,19.7,6,391,2,65,免费评估
32,伦敦大学金史密斯学院Goldsmiths University of London,75.2,89.2,82.2,66.5,22.4,6,-,8,81,免费评估
33,东英吉利大学University of East Anglia,74.3,69.3,80.0,70.5,19.5,9,-,5,74,免费评估
33,伯明翰城市大学Birmingham City University,74.3,78.8,80.0,63.8,17.8,4,318,7,83,免费评估
35,格林多大学Glyndwr University,73.6,89.0,93.5,83.6,21.3,-,254,4,70,免费评估
35,伯恩茅斯大学Bournemouth University,73.6,91.0,97.0,77.3,21.9,6,-,2,70,免费评估
37,泰晤士河谷大学Thames Valley University,73.0,76.0,92.7,66.9,16.8,4,-,7,69,免费评估
38,赫特福德大学University of Hertfordshire,72.7,84.8,87.4,59.0,19,3,319,7,77,免费评估
39,切斯特大学University of Chester,72.3,87.0,87.9,74.9,9.4,4,300,3,67,免费评估
40,南安普顿索伦特大学Southampton Solent University,71.0,77.8,86.2,66.3,24.1,3,320,5,82,免费评估
40,中央兰开夏大学University of Central Lancashire,71.0,83.0,84.8,81.0,22.9,8,320,4,52,免费评估
42,剑桥安鲁大学Anglia Ruskin University,70.4,65.0,78.4,74.9,24.2,8,281,4,84,免费评估
43,东伦敦大学University of East London,70.3,68.0,83.0,63.2,25,9,256,8,66,免费评估
44,诺丁汉特伦特大学Nottingham Trent University,69.8,90.0,84.4,70.7,20.5,4,302,9,52,免费评估
45,哈德斯菲尔德大学University of Huddersfield,69.6,87.0,86.2,82.8,31.2,3,307,7,73,免费评估
45,布鲁内尔大学Brunel University,69.6,57.0,59.1,70.5,7.9,10,320,1,-,免费评估
47,谢菲尔德哈莱姆大学Sheffield Hallam University,69.0,81.2,86.0,72.3,17.8,4,297,5,65,免费评估
48,西苏格兰大学University of the West of Scotland,68.8,80.0,81.3,67.3,-,4,385,-,47,免费评估
49,波尔顿大学University of Bolton,67.8,82.6,86.7,81.5,27.1,5,274,3,78,免费评估
50,斯特林大学University of Stirling,67.5,81.8,91.7,53.8,17.6,4,-,2,-,免费评估
51,普利茅斯大学University of Plymouth,67.4,57.0,70.3,67.5,13.3,8,314,4,63,免费评估
52,德蒙福特大学De Montfort University,67.2,85.1,88.5,63.7,22.3,3,303,5,70,免费评估
53,贝德福德大学University of Bedfordshire,67.0,94.0,92.8,74.1,17.6,5,-,-,53,免费评估
54,奇切斯特大学University of Chichester,66.6,76.0,86.3,72.6,13.1,5,284,4,50,免费评估
55,斯塔福德郡大学Staffordshire University,65.5,75.0,86.9,66.8,17,7,286,2,59,免费评估
56,利物浦约翰摩尔斯大学Liverpool John Moores University,64.6,70.0,75.7,68.1,16.2,3,333,6,51,免费评估
56,基尔大学Keele University,64.6,69.7,84.6,58.8,18,4,-,4,-,免费评估
58,南威尔士大学The University of South Wales,63.6,91.1,92.3,71.4,27,4,284,4,63,免费评估
59,伦敦南岸大学London South Bank University,62.9,63.0,79.5,54.5,20.2,6,-,4,-,免费评估
60,阿尔斯特大学University of Ulster,61.4,86.9,83.9,71.3,31.9,3,297,8,56,免费评估
60,新白金汉大学Buckinghamshire New University,61.4,70.3,78.4,57.9,17.1,4,296,5,-,免费评估
62,思克莱德大学University of Strathclyde,61.2,72.7,75.4,41.0,17.1,6,-,3,-,免费评估
63,布莱顿大学University of Brighton,59.6,84.9,88.7,64.1,20.4,3,302,5,47,免费评估
64,卡迪夫都市大学Cardiff Metropolitan University,58.7,77.0,87.0,75.6,26.2,3,236,2,81,免费评估
65,艾芝西尔大学Edge Hill University,55.7,87.1,86.8,75.5,22.6,3,282,-,44,免费评估
66,格林威治大学The University of Greenwich,55.4,68.0,79.9,66.9,22.5,3,262,4,60,免费评估
67,北安普顿大学The University of Northampton,54.4,78.0,85.7,58.6,41.9,3,317,5,73,免费评估
68,林肯大学University of Lincoln,52.9,70.7,79.3,65.4,37.6,3,318,2,86,免费评估
69,索尔福德大学University of Salford,49.0,49.0,68.1,48.6,21.9,4,-,4,59,免费评估
70,"圣马克与圣约翰大学University of St Mark & St John, Plymouth",48.9,92.0,84.0,59.0,23.6,2,215,1,72,免费评估
71,伍斯特大学University of Worcester,48.8,72.3,77.2,55.0,25,2,258,6,62,免费评估
72,哥比亚大学University of Cumbria,40.8,32.0,52.8,50.4,23.7,4,237,6,61,免费评估
73,伦敦都市大学London Metropolitan University,36.1,62.0,70.2,61.4,29.4,2,239,2,-,免费评估
