Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,85%,5.3/9,,96.00%,100.0,免费评估
2,牛津大学University of Oxford,82%,4.1/9,,100.00%,94.3,免费评估
3,帝国理工学院Imperial College London,85%,3.3/9,460.0,82.00%,93.8,免费评估
4,诺丁汉大学University of Nottingham,85%,4.0/9,,81.00%,89.4,免费评估
5,谢菲尔德大学The University of Sheffield,82%,3.2/9,344.0,89.00%,86.8,免费评估
6,伯明翰大学University of Birmingham,77%,3.4/9,381.0,80.00%,85.5,免费评估
7,拉夫堡大学Loughborough University,87%,3.6/9,278.0,75.00%,82.2,免费评估
8,埃克塞特大学University of Exeter,81%,1.7/9,357.0,88.00%,81.8,免费评估
9,伦敦大学玛丽女王学院Queen Mary University of London,84%,2.9/9,324.0,70.00%,80.7,免费评估
10,利兹大学University of Leeds,72%,3.8/9,346.0,70.00%,80.2,免费评估
11,斯旺西大学Swansea University,76%,3.1/9,254.0,88.00%,77.5,免费评估
12,谢菲尔德哈莱姆大学Sheffield Hallam University,89%,1.8/9,288.0,,77.3,免费评估
13,曼彻斯特大学The University of Manchester,67%,3.8/9,368.0,59.00%,76.7,免费评估
14,德蒙福特大学De Montfort University,79%,1.7/9,266.0,71.00%,70.9,免费评估
15,曼彻斯特城市大学Manchester Metropolitan University,68%,1.3/9,287.0,67.00%,65.7,免费评估
16,波尔顿大学University of Bolton,62%,1.7/9,,55.00%,58.7,免费评估
17,哈德斯菲尔德大学University of Huddersfield,70%,,290.0,46.00%,57.6,免费评估
18,Uni of the Arts,57%,,268.0,57.00%,53.4,免费评估
