Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,3.4,422,0.92,0.54,免费评估
2,伦敦大学学院University College London,3.7,384,,0.65,免费评估
3,格拉斯哥大学University of Glasgow,3.0,450,0.76,0.67,免费评估
4,拉夫堡大学Loughborough University,3.5,367,0.81,0.58,免费评估
4,布鲁内尔大学Brunel University,1.5,374,0.84,0.75,免费评估
6,肯特大学University of Kent,3.7,301,0.76,0.72,免费评估
7,兰卡斯特大学Lancaster University,3.6,381,0.73,0.62,免费评估
8,爱丁堡大学The University of Edinburgh,2.8,437,0.78,0.52,免费评估
9,纽卡斯尔大学Newcastle University,3.7,387,0.69,0.63,免费评估
10,班戈大学Bangor University,,262,0.82,1.0,免费评估
11,伦敦大学金史密斯学院Goldsmiths University of London,3.1,300,0.74,0.67,免费评估
12,邓迪大学University of Dundee,3.3,345,0.76,0.48,免费评估
13,赫瑞瓦特大学Heriot Watt University,2.3,336,0.65,0.78,免费评估
14,诺丁汉特伦特大学Nottingham Trent University,1.6,323,0.73,0.73,免费评估
15,利兹大学University of Leeds,3.1,371,0.65,0.59,免费评估
16,雷丁大学University of Reading,3.7,321,0.65,0.59,免费评估
17,法尔茅斯大学Falmouth University,1.7,297,0.78,0.65,免费评估
18,布莱顿大学University of Brighton,3.6,272,0.73,0.55,免费评估
19,伯恩茅斯大学Bournemouth University,3.0,273,0.65,0.7,免费评估
20,龙比亚大学Napier University,1.1,319,,0.71,免费评估
21,西英格兰大学University of the West of England,2.5,288,0.77,0.53,免费评估
22,诺桑比亚大学Northumbria University,2.2,281,0.7,0.67,免费评估
23,威尔士大学卡迪夫学院UWIC,2.8,288,0.75,0.51,免费评估
24,考文垂大学Coventry University,1.8,313,0.7,0.65,免费评估
25,罗伯特高登大学The Robert Gordon University,1.8,321,,0.59,免费评估
26,伦敦艺术大学University of the Arts London,2.8,330,0.62,0.58,免费评估
27,艾芝西尔大学Edge Hill University,,243,0.69,0.91,免费评估
28,伯明翰城市大学Birmingham City University,3.2,271,0.71,0.47,免费评估
29,诺里奇艺术大学Norwich University of the Arts,1.8,284,0.74,0.53,免费评估
30,曼彻斯特大学The University of Manchester,,354,0.72,0.62,免费评估
31,金斯顿大学Kingston University,1.4,253,0.73,0.62,免费评估
32,德蒙福特大学De Montfort University,1.8,275,0.71,0.56,免费评估
33,阿尔斯特大学University of Ulster,2.5,238,0.68,0.57,免费评估
34,朴茨茅斯大学University of Portsmouth,0.8,277,0.78,0.53,免费评估
35,蒂赛德大学Teesside University,,261,0.86,0.51,免费评估
36,林肯大学University of Lincoln,1.1,283,0.74,0.52,免费评估
37,格拉摩根大学University of Glamorgan,,290,0.7,0.67,免费评估
38,曼彻斯特城市大学Manchester Metropolitan University,2.1,262,0.67,0.53,免费评估
39,南安普顿大学University of Southampton,1.5,377,0.57,0.55,免费评估
40,纽波特大学University of Wales Newport,2.8,229,0.64,0.55,免费评估
41,亚伯大学Aberystwyth University,,337,0.76,0.46,免费评估
42,威斯敏斯特大学University of Westminster,3.3,246,0.67,0.4,免费评估
43,切斯特大学University of Chester,0.2,288,0.77,0.51,免费评估
44,巴斯斯巴大学Bath Spa University,1.5,271,0.68,0.53,免费评估
45,格林威治大学The University of Greenwich,,219,0.73,0.68,免费评估
46,牛津布鲁克斯大学Oxford Brookes University,2.2,217,0.73,0.44,免费评估
46,索尔福德大学University of Salford,1.4,212,0.73,0.54,免费评估
48,米德塞斯大学Middlesex University,1.5,220,0.7,0.55,免费评估
49,斯塔福德郡大学Staffordshire University,0.5,236,0.77,0.54,免费评估
50,中央兰开夏大学University of Central Lancashire,0.7,230,0.7,0.6,免费评估
51,伍尔弗汉普顿大学University of Wolverhampton,2.0,214,0.7,0.48,免费评估
52,普利茅斯大学University of Plymouth,2.3,224,0.65,0.48,免费评估
53,利兹都会大学Leeds Metropolitan University,,281,0.77,0.59,免费评估
53,桑德兰大学University of Sunderland,1.8,191,0.69,0.52,免费评估
53,创意艺术大学University for the Creative Arts,1.5,221,0.65,0.57,免费评估
56,谢菲尔德哈莱姆大学Sheffield Hallam University,2.5,270,0.66,0.35,免费评估
56,北安普顿大学The University of Northampton,0.4,265,0.7,0.51,免费评估
58,新白金汉大学Buckinghamshire New University,1.5,230,0.65,0.52,免费评估
59,格罗斯特大学University of Gloucestershire,1.1,251,0.68,0.48,免费评估
60,哈德斯菲尔德大学University of Huddersfield,,272,0.7,0.53,免费评估
61,泰晤士河谷大学Thames Valley University,0.9,223,0.65,0.6,免费评估
62,南安普顿索伦特大学Southampton Solent University,1.3,211,0.65,0.56,免费评估
63,德比大学University of Derby,1.4,230,0.69,0.44,免费评估
63,赫特福德大学University of Hertfordshire,2.5,238,0.55,0.54,免费评估
65,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,,345,,0.39,免费评估
66,利物浦约翰摩尔斯大学Liverpool John Moores University,1.5,217,0.65,0.5,免费评估
67,波尔顿大学University of Bolton,0.3,247,0.74,0.43,免费评估
68,东伦敦大学University of East London,2.1,162,0.65,0.5,免费评估
69,坎特伯雷大学Canterbury Christ Church University,,290,0.71,0.4,免费评估
70,哥比亚大学University of Cumbria,0.6,159,0.71,0.55,免费评估
71,剑桥安鲁大学Anglia Ruskin University,1.5,232,0.58,0.48,免费评估
72,格林多大学Glyndwr University,0.6,258,0.53,0.55,免费评估
73,埃塞克斯大学University of Essex,,194,0.73,0.38,免费评估
74,奇切斯特大学University of Chichester,,210,0.71,0.36,免费评估
75,约克圣约翰大学York St John University,,241,0.59,0.48,免费评估
76,贝德福德大学University of Bedfordshire,,173,0.58,0.54,免费评估
