Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,Stanford University,United States,94.6,63.0,98.8,94.4,79.7,93.0,免费评估
2,Harvard University,United States,91.9,58.7,99.6,92.2,49.3,90.7,免费评估
3,University of Hong Kong,Hong Kong,87.6,96.7,97.9,79.8,98.7,89.5,免费评估
4,牛津大学University of Oxford,United Kingdom,83.6,92.8,88.6,91.8,48.3,87.1,免费评估
5,"University of California, Berkeley",United States,93.5,59.1,94.4,78.9,35.6,85.7,免费评估
6,University of Pennsylvania,United States,87.5,63.3,92.1,81.9,44.3,84.5,免费评估
7,剑桥大学University of Cambridge,United Kingdom,84.7,85.0,87.0,81.5,38.5,83.4,免费评估
8,"University of California, Los Angeles",United States,92.0,33.9,94.6,76.6,54.5,83.3,免费评估
9,University of Wisconsin-Madison,United States,87.6,40.3,91.5,78.6,89.4,82.8,免费评估
10,University of Michigan-Ann Arbor,United States,81.3,34.3,94.2,86.6,35.9,81.9,免费评估
11,Vanderbilt University,United States,82.6,33.2,91.1,86.4,36.4,81.3,免费评估
12,Michigan State University,United States,86.7,44.4,89.3,75.9,37.4,80.1,免费评估
13,Peking University,China,92.2,73.0,85.2,59.0,100.0,79.8,免费评估
14,University of Toronto,Canada,80.8,60.6,80.7,79.6,35.7,77.8,免费评估
15,University of Washington,United States,71.0,37.3,83.0,90.6,35.6,76.5,免费评估
16,Columbia University,United States,84.3,55.3,79.3,72.5,43.4,76.4,免费评估
16,伦敦大学学院University College London,United Kingdom,79.8,75.4,78.3,74.3,36.4,76.4,免费评估
18,伦敦国王学院King's College London,United Kingdom,70.8,87.8,72.5,83.5,43.3,75.4,免费评估
19,University of British Columbia,Canada,72.8,84.4,83.1,70.4,36.7,75.2,免费评估
19,University of Texas at Austin,United States,87.5,35.8,78.9,69.5,52.1,75.2,免费评估
21,New York University,United States,70.2,54.6,85.2,75.7,52.1,74.6,免费评估
22,Penn State (Main campus),United States,84.3,34.5,79.4,70.4,46.6,74.3,免费评估
23,Maastricht University,Netherlands,62.4,96.0,63.5,88.5,100.0,73.4,免费评估
23,National Taiwan Normal University,Taiwan,80.9,54.1,85.0,54.8,100.0,73.4,免费评估
25,University of Melbourne,Australia,75.0,77.9,81.4,60.8,75.0,73.2,免费评估
26,Johns Hopkins University,United States,69.1,31.1,79.8,79.5,99.9,73.1,免费评估
27,University of Minnesota,United States,76.3,25.8,80.1,73.2,65.4,72.5,免费评估
28,University of Southern California,United States,77.3,35.6,71.0,80.7,39.6,72.3,免费评估
29,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,61.1,53.8,64.3,96.2,85.1,71.7,免费评估
30,Ohio State University (Main campus),United States,81.3,40.4,79.8,60.0,36.2,70.8,免费评估
31,University of Illinois at Urbana-Champaign,United States,73.7,29.7,86.8,61.8,61.7,70.7,免费评估
32,University of North Carolina at Chapel Hill,United States,75.2,30.8,70.8,75.7,35.6,69.7,免费评估
33,Arizona State University (Tempe),United States,63.5,39.5,80.9,72.4,44.7,68.9,免费评估
34,Chinese University of Hong Kong,Hong Kong,59.8,89.5,84.3,55.1,73.0,68.3,免费评估
