Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,麻省理工学院Massachusetts Institute of Technology,UnitedStates,53.7,70.7,73.6,61.9,86.6,287.7,免费评估
2,斯坦福大学Stanford University,UnitedStates,42.6,84.9,71.1,45.5,76.4,263.5,免费评估
3,Tianjin University,China,100.0,55.7,41.9,91.1,0.0,255.2,免费评估
4,Zhejiang University,China,97.5,54.7,48.1,92.7,0.0,254.5,免费评估
5,德克萨斯大学奥斯汀分校The University of Texas at Austin,UnitedStates,49.5,65.3,60.9,56.3,64.5,247.9,免费评估
6,佐治亚理工学院Georgia Institute of Technology,UnitedStates,50.0,66.8,65.6,59.8,57.7,247.4,免费评估
7,加利福尼亚理工学院California Institute of Technology,UnitedStates,27.6,82.6,68.1,42.1,76.4,242.3,免费评估
8,Tsinghua University,China,99.6,59.9,55.6,70.6,0.0,241.2,免费评估
9,East China University of Science and Technology,China,93.0,50.3,40.3,89.5,0.0,240.8,免费评估
10,Beijing University of Chemical Technology,China,79.1,52.1,38.4,100.0,0.0,238.9,免费评估
11,"加州大学伯克利分校University of California,Berkeley",UnitedStates,46.7,69.2,72.3,49.7,57.7,237.8,免费评估
12,科罗拉多大学波尔得分校University of Colorado Boulder,UnitedStates,31.1,61.0,64.0,27.2,100.0,232.0,免费评估
13,普林斯顿大学Princeton University,UnitedStates,40.4,72.8,75.5,35.9,64.5,228.8,免费评估
14,Nanyang Technological University,Singapore,59.8,86.1,84.6,60.4,0.0,223.3,免费评估
15,South China University of Technology,China,77.4,63.4,50.4,70.3,0.0,221.2,免费评估
16,National University of Singapore,Singapore,66.7,74.1,76.7,62.2,0.0,218.3,免费评估
17,Swiss Federal Institute of Technology Zurich,Switzerland,51.4,58.5,75.9,45.1,40.8,210.9,免费评估
18,特拉华大学University of Delaware,UnitedStates,32.3,65.1,64.2,34.4,64.5,209.2,免费评估
19,Swiss Federal Institute of Technology Lausanne,Switzerland,38.7,98.5,82.4,50.1,0.0,203.8,免费评估
20,University of Science and Technology of China,China,62.3,69.0,52.5,57.6,0.0,199.4,免费评估
21,Dalian University of Technology,China,77.1,57.8,48.6,51.9,0.0,196.5,免费评估
22,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,UnitedStates,42.3,65.3,67.0,45.9,28.9,195.8,免费评估
23,Shanghai Jiao Tong University,China,65.5,61.5,47.9,59.2,0.0,195.7,免费评估
24,帝国理工学院Imperial College London,UnitedKingdom,64.6,62.8,78.5,52.6,0.0,195.6,免费评估
25,卡内基梅隆大学Carnegie Mellon University,UnitedStates,41.8,58.3,77.1,46.3,28.9,190.7,免费评估
26,Islamic Azad University,Iran,92.7,52.6,49.0,31.6,0.0,186.7,免费评估
27,Technical University of Denmark,Denmark,57.8,61.7,81.8,50.1,0.0,185.9,免费评估
28,China University of Petroleum - Beijing,China,82.0,45.7,47.0,48.2,0.0,185.4,免费评估
29,"明尼苏达大学双城校区University of Minnesota,Twin Cities",UnitedStates,39.4,56.6,62.3,35.9,40.8,185.3,免费评估
30,宾州州立大学Pennsylvania State University,UnitedStates,53.5,59.4,67.7,28.5,28.9,183.9,免费评估
31,圣母诺特丹大学University of Notre Dame,UnitedStates,24.6,69.7,65.9,25.8,50.0,183.3,免费评估
32,西北大学Northwestern University,UnitedStates,34.2,90.9,56.7,45.9,0.0,182.2,免费评估
33,Delft University of Technology,Netherlands,60.5,53.2,82.5,49.7,0.0,179.9,免费评估
34,蒙纳什大学Monash University,Australia,57.9,61.2,82.1,43.0,0.0,178.5,免费评估
35,阿尔伯塔大学University of Alberta,Canada,68.2,48.6,66.5,48.2,0.0,178.4,免费评估
36,NanJing Tech University,China,63.1,52.9,44.4,53.3,0.0,178.2,免费评估
37,牛津大学University of Oxford,UnitedKingdom,28.5,100.0,82.8,32.7,0.0,177.7,免费评估
38,芝加哥大学The University of Chicago,UnitedStates,41.0,77.8,57.5,46.3,0.0,176.6,免费评估
39,King Abdulaziz University,SaudiArabia,54.8,65.3,95.2,37.0,0.0,176.1,免费评估
40,Xian Jiao Tong University,China,65.4,55.2,47.5,45.1,0.0,175.1,免费评估
41,University of Porto,Portugal,59.1,56.1,73.3,44.6,0.0,174.6,免费评估
42,Sichuan University,China,59.1,50.8,41.8,55.7,0.0,174.0,免费评估
43,Seoul National University,SouthKorea,56.6,56.1,47.2,50.5,0.0,172.7,免费评估
44,Huazhong University of Science and Technology,China,59.3,64.3,54.9,37.4,0.0,172.0,免费评估
45,Eindhoven University of Technology,Netherlands,57.1,55.7,74.4,43.0,0.0,170.6,免费评估
46,德克萨斯A&M大学Texas A & M University,UnitedStates,59.6,50.5,73.3,44.6,0.0,169.4,免费评估
47,Polytechnic Institute of Milan,Italy,49.1,64.1,73.8,40.3,0.0,168.2,免费评估
48,康奈尔大学Cornell University,UnitedStates,30.6,56.1,69.5,26.5,40.8,167.9,免费评估
49,科廷大学Curtin University,Australia,54.3,59.9,78.7,37.4,0.0,167.4,免费评估
50,剑桥大学University of Cambridge,UnitedKingdom,52.4,59.7,75.1,39.8,0.0,166.9,免费评估
