Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,74.70%,87.20%,67.00%,629,94.60%,100.0,免费评估
2,帝国理工学院Imperial College London,83.50%,89.00%,65.00%,570,87.00%,97.5,免费评估
3,南安普顿大学University of Southampton,82.10%,85.00%,53.30%,497,93.50%,93.9,免费评估
4,伦敦大学学院University College London,75.60%,85.90%,59.00%,488,88.80%,92.3,免费评估
5,布里斯托大学University of Bristol,78.30%,86.80%,52.30%,459,91.50%,91.4,免费评估
6,萨里大学University of Surrey,88.20%,93.30%,36.30%,445,88.60%,89.9,免费评估
7,英国女王大学Queen's University Belfast,81.40%,81.60%,47.30%,415,93.30%,89.5,免费评估
8,利兹大学University of Leeds,89.80%,93.40%,41.80%,423,84.40%,89.3,免费评估
9,格拉斯哥大学University of Glasgow,70.00%,81.60%,47.20%,516,85.70%,89.2,免费评估
10,曼彻斯特大学The University of Manchester,81.60%,88.60%,37.00%,447,90.30%,88.9,免费评估
11,爱丁堡大学The University of Edinburgh,73.70%,81.00%,50.30%,512,80.20%,88.8,免费评估
12,巴斯大学University of Bath,81.00%,87.80%,28.60%,453,93.90%,88.4,免费评估
13,University of Strathclyde,76.90%,87.90%,41.70%,476,81.10%,87.5,免费评估
14,诺丁汉大学University of Nottingham,82.20%,86.80%,40.80%,394,87.50%,86.9,免费评估
14,谢菲尔德大学The University of Sheffield,78.50%,82.30%,42.60%,383,92.10%,86.9,免费评估
16,伯明翰大学University of Birmingham,83.90%,82.30%,32.10%,406,90.70%,86.5,免费评估
17,邓迪大学University of Dundee,79.00%,84.10%,34.10%,,90%*,86.3,免费评估
17,兰卡斯特大学Lancaster University,77.30%,85.80%,41.60%,391,88.90%,86.3,免费评估
19,赫瑞瓦特大学Heriot Watt University,64.90%,76.70%,47.80%,420,92.70%,86.2,免费评估
20,埃克塞特大学University of Exeter,66.60%,73.60%,36.40%,458,92.00%,85.5,免费评估
21,卡迪夫大学Cardiff University,77.80%,81.80%,30.20%,424,88.60%,85.2,免费评估
22,纽卡斯尔大学Newcastle University,79.50%,91.20%,39.40%,370,81.00%,84.2,免费评估
23,拉夫堡大学Loughborough University,80.10%,87.30%,23.80%,381,89.70%,83.8,免费评估
24,布鲁内尔大学Brunel University,90.40%,95.20%,26.40%,354,80.80%,83.7,免费评估
25,斯旺西大学Swansea University,72.60%,81.40%,45.50%,338,86.20%,83.2,免费评估
26,阿伯丁大学University of Aberdeen,64.20%,73.30%,28.40%,412,95.50%,82.9,免费评估
26,Northumbria University,89.50%,89.60%,30.70%,350,78.00%,82.9,免费评估
28,约克大学The University of York,88.50%,86.90%,21.40%,369,81.60%,82.4,免费评估
29,利物浦大学The University of Liverpool,81.80%,86.90%,30.40%,387,74.10%,81.6,免费评估
30,班戈大学Bangor University,91.40%,91.20%,31.90%,301,75.80%,81.3,免费评估
31,肯特大学University of Kent,78.60%,86.30%,27.30%,322,86.90%,81.2,免费评估
32,西英格兰大学University of the West of England,90.10%,88.00%,10.60%,295,89.10%,80.2,免费评估
33,赫尔大学The University of Hull,89.30%,89.70%,16.50%,330,78.60%,79.9,免费评估
34,雷丁大学University of Reading,78.60%,80.00%,16.30%,330,89.50%,79.7,免费评估
35,阿斯顿大学Aston University,67.30%,64.30%,25.80%,367,90.50%,79.4,免费评估
35,贝德福德大学University of Bedfordshire,83.50%,90.30%,9.10%,,76.90%,79.4,免费评估
37,埃塞克斯大学University of Essex,74.40%,80.60%,34.30%,342,,79.3,免费评估
38,阿尔斯特大学University of Ulster,81.50%,90.80%,22.80%,312,76.70%,78.6,免费评估
39,格林多大学Glyndwr University,82.60%,85.80%,20.10%,,70%*,77.9,免费评估
40,赫特福德大学University of Hertfordshire,87.30%,86.80%,16.50%,295,76.90%,77.7,免费评估
41,谢菲尔德哈莱姆大学Sheffield Hallam University,84.40%,87.50%,17.80%,278,79.20%,77.4,免费评估
42,朴茨茅斯大学University of Portsmouth,75.70%,82.30%,7.20%,347,84.40%,77.3,免费评估
43,Manchester Metropolitan University,76.00%,82.90%,16.30%,334,78.90%,77.1,免费评估
44,考文垂大学Coventry University,86.70%,91.70%,10.30%,292,77.60%,77.0,免费评估
44,伦敦城市大学City University London,73.30%,79.90%,20.20%,379,72.40%,77.0,免费评估
46,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,76.30%,84.20%,4.70%,393,76.70%,76.9,免费评估
47,萨塞克斯大学University of Sussex,63.40%,72.00%,24.00%,404,75.00%,76.7,免费评估
48,罗伯特高登大学The Robert Gordon University,64.10%,74.30%,8.80%,387,84.40%,76.2,免费评估
49,伦敦大学玛丽女王学院Queen Mary University of London,63.80%,72.80%,41.90%,335,69.50%,76.0,免费评估
49,哈德斯菲尔德大学University of Huddersfield,83.20%,84.00%,10.20%,337,72.30%,76.0,免费评估
51,德比大学University of Derby,83.10%,85.90%,6.70%,291,80.40%,75.9,免费评估
52,普利茅斯大学University of Plymouth,72.80%,74.40%,13.30%,332,74.30%,74.1,免费评估
52,德蒙福特大学De Montfort University,77.00%,81.50%,12.50%,261,79.60%,74.1,免费评估
54,桑德兰大学University of Sunderland,69.60%,63.10%,,246,100.00%,73.4,免费评估
55,剑桥安鲁大学Anglia Ruskin University,88.60%,87.30%,9.10%,269,65.90%,73.1,免费评估
55,南安普顿索伦特大学Southampton Solent University,87.10%,82.60%,,239*,79.20%,73.1,免费评估
57,利物浦约翰摩尔斯大学Liverpool John Moores University,66.20%,70.00%,8.70%,375,71.90%,72.7,免费评估
58,伦敦南岸大学London South Bank University,76.00%,77.30%,19.60%,285,63.20%,71.6,免费评估
59,布莱顿大学University of Brighton,65.50%,66.20%,7.40%,,78.30%,71.5,免费评估
60,伯明翰城市大学Birmingham City University,81.60%,82.80%,,335,60.80%,71.0,免费评估
61,中央兰开夏大学University of Central Lancashire,69.00%,70.10%,11.70%,321,63.20%,69.6,免费评估
62,东伦敦大学University of East London,98.90%,96.70%,2.30%,260*,45.50%,69.4,免费评估
63,索尔福德大学University of Salford,71.40%,69.90%,4.40%,345,60.30%,69.0,免费评估
