Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,87.7,46.7,561,0.0,100.0,免费评估
2,剑桥大学University of Cambridge,91.6,35.0,577,80.0,98.0,免费评估
3,巴斯大学University of Bath,87.9,21.7,468,0.0,88.0,免费评估
4,谢菲尔德大学The University of Sheffield,84.5,40.0,442,72.0,87.8,免费评估
4,曼彻斯特大学The University of Manchester,83.3,46.7,407,0.0,87.8,免费评估
6,埃克塞特大学University of Exeter,87.3,23.3,459,73.8,87.1,免费评估
7,杜伦大学Durham University,81.1,16.7,529,83.2,86.7,免费评估
8,布里斯托大学University of Bristol,78.8,30.0,431,90.5,85.1,免费评估
9,伯明翰大学University of Birmingham,84.6,28.3,422,0.0,84.8,免费评估
10,圣安德鲁斯大学University of St Andrews,82.7,6.7,516,0.0,82.7,免费评估
11,伦敦大学学院University College London,76.7,21.7,478,71.4,81.0,免费评估
12,诺丁汉大学University of Nottingham,77.0,33.3,423,0.0,80.3,免费评估
13,利兹大学University of Leeds,83.0,8.3,451,0.0,79.7,免费评估
14,格拉斯哥大学University of Glasgow,85.5,1.7,531,34.4,77.9,免费评估
15,爱丁堡大学The University of Edinburgh,77.2,16.7,445,0.0,77.1,免费评估
16,朴茨茅斯大学University of Portsmouth,73.8,,309,75.4,68.4,免费评估
