Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,Harvard University,United States,92.3,80.3,98.9,99.6,88.1,95.7,免费评估
2,剑桥大学University of Cambridge,United Kingdom,92.8,92.4,98.7,98.2,40.8,95.0,免费评估
3,牛津大学University of Oxford,United Kingdom,91.8,91.2,99.4,97.1,55.2,94.8,免费评估
4,Massachusetts Institute of Technology,United States,96.2,79.9,90.4,100.0,51.6,93.6,免费评估
5,Stanford University,United States,92.7,65.9,93.9,99.9,77.1,93.1,免费评估
6,Johns Hopkins University,United States,89.2,72.1,97.5,94.2,90.9,92.0,免费评估
6,Yale University,United States,90.8,63.1,98.6,93.6,97.9,92.0,免费评估
8,California Institute of Technology,United States,91.2,54.8,91.6,99.9,89.0,91.6,免费评估
9,Princeton University,United States,87.2,70.8,89.4,99.9,82.5,90.9,免费评估
10,Tsinghua University,China,87.9,45.2,94.1,95.8,70.3,88.7,免费评估
11,"University of California, Berkeley",United States,84.8,63.7,88.8,99.6,45.4,88.5,免费评估
12,伦敦大学学院University College London,United Kingdom,82.4,95.7,92.5,91.9,34.7,88.3,免费评估
13,"University of California, San Diego",United States,80.5,48.2,96.2,95.7,100.0,88.2,免费评估
14,ETH Zurich,Switzerland,82.9,97.9,86.1,93.0,49.1,87.6,免费评估
14,帝国理工学院Imperial College London,United Kingdom,79.6,97.6,90.9,92.9,34.9,87.6,免费评估
16,University of Chicago,United States,78.8,66.5,87.7,98.8,38.8,86.3,免费评估
17,Cornell University,United States,83.0,64.3,88.6,95.0,35.0,86.2,免费评估
18,Columbia University,United States,84.9,75.4,77.4,98.8,41.7,85.9,免费评估
19,Peking University,China,90.9,44.3,91.9,86.1,76.8,85.6,免费评估
20,Duke University,United States,83.5,63.6,81.8,93.0,96.3,85.2,免费评估
21,University of Pennsylvania,United States,80.3,55.5,86.4,96.0,54.9,85.0,免费评估
22,"University of California, Los Angeles",United States,76.7,52.9,92.8,94.7,43.0,84.8,免费评估
23,Wageningen University & Research,Netherlands,76.7,81.2,83.6,90.3,100.0,84.3,免费评估
24,University of Toronto,Canada,75.0,78.6,86.9,87.3,68.3,82.7,免费评估
25,爱丁堡大学The University of Edinburgh,United Kingdom,71.4,89.1,77.9,93.9,38.9,81.6,免费评估
