Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
26,University of British Columbia,Canada,73.4,93.1,80.6,87.4,37.3,80.9,免费评估
27,National University of Singapore,Singapore,78.9,94.0,81.7,78.0,82.8,80.6,免费评估
28,New York University,United States,69.1,77.0,75.8,92.5,78.0,80.0,免费评估
29,Karolinska Institute,Sweden,56.9,78.3,89.1,90.4,68.2,79.4,免费评估
30,Washington University in St Louis,United States,67.4,46.4,75.9,98.3,45.8,78.4,免费评估
31,"University of California, Davis",United States,78.4,58.4,87.8,75.8,60.7,78.1,免费评估
32,University of Michigan-Ann Arbor,United States,66.0,60.9,76.0,93.3,53.8,77.6,免费评估
33,École Polytechnique Fédérale de Lausanne,Switzerland,58.9,98.3,65.4,95.6,88.3,77.2,免费评估
34,LMU Munich,Germany,64.9,64.4,72.9,89.3,91.9,76.3,免费评估
35,Uppsala University,Sweden,59.6,83.0,71.5,87.0,99.0,75.2,免费评估
36,伦敦国王学院King's College London,United Kingdom,55.6,92.0,67.3,94.1,56.0,75.0,免费评估
37,University of Melbourne,Australia,62.4,86.6,67.7,87.3,68.0,74.5,免费评估
38,Heidelberg University,Germany,67.7,67.7,69.9,86.8,33.4,74.2,免费评估
39,The University of Tokyo,Japan,86.9,34.0,85.2,60.6,53.8,72.5,免费评估
40,Kyoto University,Japan,83.3,30.1,85.7,60.5,98.9,72.4,免费评估
41,McGill University,Canada,64.5,87.4,69.8,78.8,30.6,71.9,免费评估
42,University of Hong Kong,Hong Kong,66.4,99.4,72.1,72.0,44.3,71.8,免费评估
43,University of Queensland,Australia,51.1,90.1,62.5,89.3,88.6,71.5,免费评估
44,Paris Sciences et Lettres – PSL Research University Paris,France,66.1,79.2,52.7,89.1,62.4,71.3,免费评估
45,University of Wisconsin-Madison,United States,66.9,40.2,68.4,80.6,50.0,69.7,免费评估
46,Sorbonne University,France,71.3,65.9,52.2,85.1,35.1,69.6,免费评估
47,Australian National University,Australia,42.0,91.8,55.3,91.8,75.0,67.7,免费评估
48,Ghent University,Belgium,57.5,71.2,56.0,79.9,96.6,66.9,免费评估
49,Northwestern University,United States,50.5,55.3,58.1,90.2,42.5,66.6,免费评估
50,University of North Carolina at Chapel Hill,United States,44.8,38.9,58.8,96.8,45.1,66.4,免费评估
51,University of Sydney,Australia,53.0,80.1,55.7,79.3,90.7,65.9,免费评估
52,University of Science and Technology of China,China,46.8,38.4,52.4,93.6,100.0,65.4,免费评估
53,University of Texas at Austin,United States,48.3,37.7,53.2,93.8,52.6,64.9,免费评估
54,Korea Advanced Institute of Science and Technology (KAIST),South Korea,46.3,32.2,57.2,89.8,100.0,64.8,免费评估
54,曼彻斯特大学The University of Manchester,United Kingdom,51.6,85.1,47.9,85.9,40.7,64.8,免费评估
56,KU Leuven,Belgium,46.2,68.6,52.6,84.3,100.0,64.3,免费评估
56,Technical University of Munich,Germany,48.1,61.6,55.2,82.4,97.8,64.3,免费评估
58,University of Göttingen,Germany,55.7,62.7,54.1,81.4,31.8,64.2,免费评估
59,University of Freiburg,Germany,45.1,77.3,49.4,85.0,100.0,64.0,免费评估
60,University of Geneva,Switzerland,36.3,98.6,41.3,93.9,92.3,63.9,免费评估
60,University of Minnesota,United States,49.3,32.8,57.1,85.6,88.3,63.9,免费评估
60,"Nanyang Technological University, Singapore",Singapore,37.9,89.9,43.5,92.2,100.0,63.9,免费评估
63,Lund University,Sweden,43.7,89.0,54.6,80.8,70.8,63.8,免费评估
63,Michigan State University,United States,59.3,55.6,58.5,75.3,36.0,63.8,免费评估
65,Utrecht University,Netherlands,43.8,54.8,50.7,92.4,48.4,63.6,免费评估
66,Boston University,United States,51.2,62.4,36.4,96.5,31.3,63.3,免费评估
66,University of Zurich,Switzerland,43.7,97.6,45.1,87.2,41.9,63.3,免费评估
68,"University of California, Santa Barbara",United States,43.0,49.9,44.9,97.1,49.7,63.1,免费评估
68,Humboldt University of Berlin,Germany,57.5,63.3,46.8,81.8,44.2,63.1,免费评估
70,University of Helsinki,Finland,47.7,57.6,54.2,84.1,33.4,62.6,免费评估
70,University of Tübingen,Germany,43.8,63.3,58.8,81.6,45.7,62.6,免费评估
72,格拉斯哥大学University of Glasgow,United Kingdom,41.9,89.2,38.1,93.9,34.2,62.4,免费评估
72,Stockholm University,Sweden,44.4,91.6,33.2,95.1,36.6,62.4,免费评估
74,University of Illinois at Urbana-Champaign,United States,51.4,45.0,60.0,76.9,50.3,62.2,免费评估
75,阿伯丁大学University of Aberdeen,United Kingdom,29.8,91.1,41.2,96.0,64.5,61.5,免费评估
76,Osaka University,Japan,62.5,31.3,69.3,61.1,57.7,61.4,免费评估
77,University of Southern California,United States,36.7,64.4,42.9,94.5,45.0,60.9,免费评估
78,Monash University,Australia,46.7,73.2,51.5,73.7,100.0,60.8,免费评估
79,利兹大学University of Leeds,United Kingdom,37.8,77.5,39.2,93.8,36.4,60.7,免费评估
79,University of Western Australia,Australia,33.7,92.1,43.8,88.7,55.7,60.7,免费评估
81,Emory University,United States,44.1,54.5,44.7,88.3,49.9,60.6,免费评估
82,邓迪大学University of Dundee,United Kingdom,29.1,86.9,35.5,98.2,73.7,60.5,免费评估
83,Aarhus University,Denmark,42.4,77.1,52.2,75.5,74.4,60.1,免费评估
83,Swedish University of Agricultural Sciences,Sweden,50.2,48.8,48.5,80.6,44.0,60.1,免费评估
85,UNSW Sydney,Australia,33.3,90.6,50.6,81.2,60.6,59.8,免费评估
86,University of Groningen,Netherlands,38.2,70.8,48.1,82.7,64.6,59.6,免费评估
87,Seoul National University,South Korea,69.8,28.3,71.6,48.2,66.6,59.5,免费评估
88,University of Colorado Boulder,United States,31.7,36.0,45.1,98.4,43.0,59.4,免费评估
89,The Hong Kong University of Science and Technology,Hong Kong,41.3,98.6,41.0,76.7,95.8,59.2,免费评估
89,Montpellier University,France,47.6,61.7,46.9,79.3,32.7,59.2,免费评估
90,布里斯托大学University of Bristol,United Kingdom,39.8,67.2,37.4,91.6,33.0,59.1,免费评估
91,Vanderbilt University,United States,47.3,47.6,36.6,89.4,40.8,58.9,免费评估
91,Zhejiang University,China,57.5,39.9,63.9,57.3,99.8,58.9,免费评估
93,University of Lausanne,Switzerland,36.8,95.8,31.2,88.6,68.6,58.6,免费评估
94,Technical University of Denmark,Denmark,29.2,94.3,36.5,90.8,63.7,58.5,免费评估
95,埃克塞特大学University of Exeter,United Kingdom,29.9,70.5,36.1,96.6,43.3,58.3,免费评估
95,Pennsylvania State University (Main campus),United States,45.7,43.3,52.7,76.1,55.3,58.3,免费评估
95,University of Vienna,Austria,44.7,91.5,34.3,82.5,32.7,58.3,免费评估
98,Arizona State University (Tempe),United States,30.8,53.7,38.6,97.1,41.2,58.1,免费评估
98,东英吉利大学University of East Anglia,United Kingdom,28.7,84.8,36.1,94.2,37.9,58.1,免费评估
