Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,88%,4.0/9,499,78.00%,100.0,免费评估
2,杜伦大学Durham University,88%,4.6/9,411,75.00%,97.8,免费评估
3,伦敦大学学院University College London,90%,3.9/9,416,71.00%,95.1,免费评估
4,牛津大学University of Oxford,85%,4.3/9,493,60.00%,94.3,免费评估
5,约克大学The University of York,92%,3.6/9,367,61.00%,89.7,免费评估
6,谢菲尔德大学The University of Sheffield,84%,3.6/9,365,64.00%,86.8,免费评估
7,雷丁大学University of Reading,87%,4.6/9,307,54.00%,86.2,免费评估
8,埃克塞特大学University of Exeter,85%,3.2/9,356,64.00%,85.4,免费评估
9,莱斯特大学University of Leicester,84%,3.7/9,355,58.00%,84.8,免费评估
10,南安普顿大学University of Southampton,84%,3.7/9,335,57.00%,83.9,免费评估
11,格拉斯哥大学University of Glasgow,88%,2.5/9,379,58.00%,83.7,免费评估
12,The Queen's,82%,3.6/9,335,59.00%,82.9,免费评估
13,利物浦大学The University of Liverpool,76%,3.8/9,383,57.00%,82.4,免费评估
14,卡迪夫大学Cardiff University,80%,2.9/9,334,66.00%,81.9,免费评估
15,诺丁汉大学University of Nottingham,78%,3.3/9,339,63.00%,81.6,免费评估
16,爱丁堡大学The University of Edinburgh,77%,3.3/9,413,51.00%,80.4,免费评估
17,伯明翰大学University of Birmingham,77%,2.6/9,387,60.00%,79.7,免费评估
18,华威大学The University of Warwick,80%,,445,72.00%,78.7,免费评估
19,阿伯丁大学University of Aberdeen,84%,2.5/9,293,,78.4,免费评估
20,曼彻斯特大学The University of Manchester,78%,3.0/9,337,49.00%,76.5,免费评估
21,纽卡斯尔大学Newcastle University,78%,2.8/9,313,53.00%,75.5,免费评估
22,布拉德福德大学University of Bradford,73%,3.1/9,245,64.00%,74.9,免费评估
23,邓迪大学University of Dundee,85%,,374,60.00%,74.4,免费评估
24,布里斯托大学University of Bristol,61%,2.8/9,399,60.00%,73.7,免费评估
24,肯特大学University of Kent,82%,1.3/9,283,62.00%,73.7,免费评估
24,罗伯特高登大学The Robert Gordon University,68%,,389,82.00%,73.7,免费评估
27,赫尔大学The University of Hull,88%,,278,66.00%,73.4,免费评估
28,Central Lancs,81%,1.4/9,267,62.00%,73.2,免费评估
29,诺丁汉特伦特大学Nottingham Trent University,73%,1.7/9,265,70.00%,72.6,免费评估
30,Trinity St David,76%,2.8/9,246,52.00%,71.5,免费评估
31,西英格兰大学University of the West of England,84%,,279,65.00%,71.3,免费评估
32,斯塔福德郡大学Staffordshire University,84%,,241,67.00%,69.9,免费评估
33,伯恩茅斯大学Bournemouth University,76%,2.1/9,246,52.00%,69.2,免费评估
34,林肯大学University of Lincoln,82%,,291,58.00%,68.5,免费评估
35,基尔大学Keele University,81%,,282,60.00%,68.4,免费评估
36,格拉摩根大学University of Glamorgan,73%,,296,65.00%,66.7,免费评估
37,切斯特大学University of Chester,80%,,239,56.00%,64.7,免费评估
38,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,73%,,316,52.00%,63.5,免费评估
39,德比大学University of Derby,79%,,219,55.00%,63.2,免费评估
40,斯旺西大学Swansea University,82%,,315,36.00%,62.9,免费评估
41,德蒙福特大学De Montfort University,64%,,214,70.00%,60.4,免费评估
42,蒂赛德大学Teesside University,75%,,243,48.00%,59.9,免费评估
43,利物浦约翰摩尔斯大学Liverpool John Moores University,68%,,245,56.00%,59.5,免费评估
44,温切斯特大学University of Winchester,73%,1.2/9,249,30.00%,57.8,免费评估
45,伍斯特大学University of Worcester,75%,,196,42.00%,56.4,免费评估
46,伦敦南岸大学London South Bank University,67%,,193,53.00%,55.6,免费评估
47,Canterbury CC,73%,,231,33.00%,53.9,免费评估
