Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,83.0,3.8,441.0,67,100.0,免费评估
2,伦敦大学学院University College London,,4.3,360.0,70,95.7,免费评估
3,爱丁堡大学The University of Edinburgh,73.0,2.8,438.0,76,94.9,免费评估
4,格拉斯哥大学University of Glasgow,83.0,3.3,,65,91.4,免费评估
5,布鲁内尔大学Brunel University,85.0,1.2,374.0,73,91.0,免费评估
6,兰卡斯特大学Lancaster University,78.0,4.0,360.0,61,90.5,免费评估
7,拉夫堡大学Loughborough University,82.0,4.0,324.0,56,88.7,免费评估
8,纽卡斯尔大学Newcastle University,75.0,4.1,358.0,57,88.4,免费评估
9,雷丁大学University of Reading,63.0,4.2,368.0,69,86.8,免费评估
10,利兹大学University of Leeds,69.0,3.3,380.0,58,85.2,免费评估
11,邓迪大学University of Dundee,75.0,3.8,330.0,53,84.5,免费评估
12,罗汉普顿大学Roehampton University,71.0,,301.0,100,83.3,免费评估
13,伦敦大学金史密斯学院Goldsmiths University of London,73.0,3.5,337.0,51,83.1,免费评估
14,肯特大学University of Kent,59.0,4.3,342.0,69,83.0,免费评估
15,伯恩茅斯大学Bournemouth University,78.0,3.1,281.0,60,82.6,免费评估
16,赫瑞瓦特大学Heriot Watt University,66.0,2.5,306.0,80,82.4,免费评估
17,亚伯大学Aberystwyth University,84.0,,347.0,55,80.9,免费评估
18,班戈大学Bangor University,78.0,,294.0,79,80.7,免费评估
19,法尔茅斯大学Falmouth University,82.0,1.4,289.0,56,79.5,免费评估
20,布莱顿大学University of Brighton,72.0,4.1,318.0,40,79.4,免费评估
21,艾芝西尔大学Edge Hill University,78.0,,253.0,84,79.1,免费评估
22,罗伯特高登大学The Robert Gordon University,72.0,1.7,319.0,57,77.9,免费评估
23,诺丁汉特伦特大学Nottingham Trent University,72.0,1.4,304.0,62,77.7,免费评估
24,威斯敏斯特大学University of Westminster,71.0,3.5,304.0,44,77.6,免费评估
25,威尔士大学卡迪夫学院UWIC,78.0,2.8,287.0,41,77.5,免费评估
26,林肯大学University of Lincoln,78.0,0.9,300.0,54,77.0,免费评估
27,金斯顿大学Kingston University,74.0,1.0,313.0,56,76.4,免费评估
28,"Arts University College, Bournemouth",77.0,0.3,294.0,58,75.3,免费评估
29,诺桑比亚大学Northumbria University,68.0,2.3,292.0,55,75.2,免费评估
29,西英格兰大学University of the West of England,75.0,2.5,277.0,45,75.2,免费评估
31,Uni of the Arts,64.0,3.1,277.0,56,74.5,免费评估
32,伯明翰城市大学Birmingham City University,66.0,3.7,282.0,44,74.0,免费评估
32,蒂赛德大学Teesside University,82.0,,285.0,49,74.0,免费评估
34,龙比亚大学Napier University,62.0,0.9,324.0,64,73.0,免费评估
35,诺里奇艺术大学Norwich University of the Arts,73.0,1.5,294.0,44,72.9,免费评估
36,考文垂大学Coventry University,66.0,1.7,320.0,48,72.4,免费评估
37,曼彻斯特大学The University of Manchester,70.0,2.1,287.0,45,72.2,免费评估
37,谢菲尔德哈莱姆大学Sheffield Hallam University,67.0,2.7,282.0,45,72.2,免费评估
37,南安普顿大学University of Southampton,66.0,1.2,350.0,44,72.2,免费评估
40,牛津布鲁克斯大学Oxford Brookes University,76.0,2.0,260.0,40,72.0,免费评估
41,德蒙福特大学De Montfort University,70.0,1.7,260.0,54,71.8,免费评估
42,阿尔斯特大学University of Ulster,70.0,2.6,265.0,41,71.5,免费评估
43,德比大学University of Derby,74.0,1.2,275.0,45,71.2,免费评估
43,普利茅斯大学University of Plymouth,67.0,2.3,287.0,44,71.2,免费评估
45,埃塞克斯大学University of Essex,77.0,,228.0,60,70.9,免费评估
46,巴斯斯巴大学Bath Spa University,72.0,1.1,289.0,44,70.8,免费评估
47,桑德兰大学University of Sunderland,74.0,1.6,242.0,45,70.2,免费评估
48,切斯特大学University of Chester,71.0,0.2,278.0,53,69.6,免费评估
49,哈德斯菲尔德大学University of Huddersfield,75.0,,262.0,52,69.5,免费评估
50,赫尔大学The University of Hull,81.0,,243.0,44,69.2,免费评估
51,纽波特大学University of Wales Newport,64.0,2.8,257.0,43,69.0,免费评估
52,利兹都会大学Leeds Metropolitan University,74.0,0.9,251.0,45,68.9,免费评估
53,坎特伯雷大学Canterbury Christ Church University,74.0,,260.0,50,68.8,免费评估
54,中央兰开夏大学University of Central Lancashire,74.0,0.5,234.0,51,68.4,免费评估
55,格林威治大学The University of Greenwich,75.0,,201.0,62,68.1,免费评估
56,朴茨茅斯大学University of Portsmouth,77.0,0.4,262.0,39,68.0,免费评估
57,剑桥安鲁大学Anglia Ruskin University,69.0,1.3,263.0,42,67.7,免费评估
58,新白金汉大学Buckinghamshire New University,68.0,1.3,263.0,44,67.6,免费评估
58,米德塞斯大学Middlesex University,71.0,1.2,221.0,51,67.6,免费评估
60,格拉摩根大学University of Glamorgan,69.0,,280.0,49,67.2,免费评估
61,赫特福德大学University of Hertfordshire,68.0,2.5,213.0,44,67.0,免费评估
62,University for Creative Arts,66.0,1.3,254.0,47,66.8,免费评估
63,格罗斯特大学University of Gloucestershire,69.0,0.8,273.0,41,66.7,免费评估
63,索尔福德大学University of Salford,71.0,1.1,251.0,41,66.7,免费评估
63,斯塔福德郡大学Staffordshire University,74.0,0.3,226.0,48,66.7,免费评估
66,北安普顿大学The University of Northampton,71.0,0.2,261.0,44,66.2,免费评估
67,哥比亚大学University of Cumbria,62.0,0.4,304.0,47,65.7,免费评估
68,南安普顿索伦特大学Southampton Solent University,62.0,1.0,283.0,43,64.6,免费评估
69,贝德福德大学University of Bedfordshire,75.0,,219.0,41,64.0,免费评估
70,奇切斯特大学University of Chichester,74.0,,275.0,29,63.8,免费评估
71,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,66.0,,316.0,30,63.1,免费评估
72,东伦敦大学University of East London,60.0,1.9,222.0,46,62.7,免费评估
73,格林多大学Glyndwr University,66.0,0.3,228.0,47,62.4,免费评估
74,伦敦南岸大学London South Bank University,66.0,,233.0,44,61.1,免费评估
75,利物浦约翰摩尔斯大学Liverpool John Moores University,60.0,1.2,236.0,43,61.0,免费评估
76,波尔顿大学University of Bolton,62.0,0.1,235.0,42,58.9,免费评估
77,伍斯特大学University of Worcester,54.0,,261.0,51,58.8,免费评估
78,约克圣约翰大学York St John University,59.0,,245.0,44,58.5,免费评估
79,伦敦都市大学London Metropolitan University,59.0,0.4,215.0,41,56.2,免费评估
