Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,91,1.6,545,75,100.0,免费评估
2,牛津大学University of Oxford,87,1.5,568,79,98.5,免费评估
3,杜伦大学Durham University,84,1.2,500,81,91.8,免费评估
4,埃克塞特大学University of Exeter,86,1.2,477,69,90.4,免费评估
5,圣安德鲁斯大学University of St Andrews,84,0.9,504,77,89.5,免费评估
6,伦敦大学学院University College London,82,1.3,465,77,89.4,免费评估
7,伦敦国王学院King's College London,85,1.3,472,61,88.1,免费评估
8,华威大学The University of Warwick,85,1.2,460,66,87.8,免费评估
9,布里斯托大学University of Bristol,82,1.0,452,64,84.1,免费评估
10,诺丁汉大学University of Nottingham,82,0.8,415,68,81.7,免费评估
11,爱丁堡大学The University of Edinburgh,76,0.7,493,73,81.5,免费评估
12,格拉斯哥大学University of Glasgow,88,0.5,458,48,80.5,免费评估
12,利物浦大学The University of Liverpool,84,0.7,379,58,79.5,免费评估
14,曼彻斯特大学The University of Manchester,81,1.1,408,46,79.0,免费评估
15,伯明翰大学University of Birmingham,80,0.9,388,56,78.5,免费评估
16,雷丁大学University of Reading,87,0.7,386,42,78.1,免费评估
17,纽卡斯尔大学Newcastle University,78,0.7,408,59,77.0,免费评估
18,伦敦大学皇家霍洛威学院Royal Holloway University of London,79,0.6,383,58,75.5,免费评估
19,肯特大学University of Kent,80,0.2,350,71,74.5,免费评估
20,利兹大学University of Leeds,81,0.4,402,48,73.9,免费评估
21,斯旺西大学Swansea University,78,0.4,313,39,66.8,免费评估
22,罗汉普顿大学Roehampton University,72,,281,29,57.2,免费评估
