Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,南安普顿大学University of Southampton,87.1%,84.4%,65.7%,177,100.0%,100.0,免费评估
2,罗伯特高登大学The Robert Gordon University,99.1%,94.5%,4.9%,215,100.0%,99.1,免费评估
3,东英吉利大学University of East Anglia,89.0%,90.6%,24.9%,183,97.0%,95.7,免费评估
3,卡迪夫大学Cardiff University,83.1%,85.3%,36.8%,168,98.7%,95.7,免费评估
5,伯明翰大学University of Birmingham,76.8%,74.1%,63.7%,178,94.6%,95.2,免费评估
6,索尔福德大学University of Salford,96.7%,95.4%,3.8%,160,100.0%,94.9,免费评估
7,诺丁汉大学University of Nottingham,77.2%,77.1%,40.6%,169,98.3%,94.8,免费评估
7,利物浦大学The University of Liverpool,86.7%,86.9%,35.3%,152,98.4%,94.8,免费评估
9,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,92.1%,91.8%,8.1%,208,93.3%,94.4,免费评估
10,阿尔斯特大学University of Ulster,85.4%,84.4%,27.7%,155,98.8%,94.2,免费评估
11,布拉德福德大学University of Bradford,93.4%,92.8%,9.5%,165,97.7%,94.1,免费评估
12,伍斯特大学University of Worcester,92.8%,89.9%,2.6%,149,100.0%,93.3,免费评估
13,牛津布鲁克斯大学Oxford Brookes University,83.4%,82.8%,3.0%,160,100.0%,92.7,免费评估
14,利兹贝克特大学Leeds Beckett University,92.1%,93.0%,3.5%,136,100.0%,92.6,免费评估
15,哈德斯菲尔德大学University of Huddersfield,90.2%,86.5%,13.2%,139,98.6%,92.3,免费评估
16,考文垂大学Coventry University,85.0%,85.8%,4.5%,151,99.3%,92.2,免费评估
17,中央兰开夏大学University of Central Lancashire,85.5%,86.2%,8.3%,137,100.0%,92.0,免费评估
18,伍尔弗汉普顿大学University of Wolverhampton,81.9%,77.3%,11.0%,164,,91.9,免费评估
19,布鲁内尔大学Brunel University,78.7%,79.8%,18.2%,144,99.0%,91.7,免费评估
19,西英格兰大学University of the West of England,85.0%,85.0%,8.2%,144,98.8%,91.7,免费评估
21,谢菲尔德哈莱姆大学Sheffield Hallam University,89.7%,89.3%,3.7%,145,97.9%,91.6,免费评估
22,曼彻斯特城市大学Manchester Metropolitan University,81.4%,80.7%,12.0%,160,97.0%,91.5,免费评估
22,基尔大学Keele University,78.5%,82.5%,20.9%,137,98.9%,91.5,免费评估
24,伦敦南岸大学London South Bank University,80.0%,76.2%,13.7%,159,,91.2,免费评估
24,蒂赛德大学Teesside University,89.4%,89.0%,2.4%,125,100.0%,91.2,免费评估
26,伯恩茅斯大学Bournemouth University,79.6%,74.4%,4.7%,148,100.0%,91.1,免费评估
27,"Kingston/St George's, London",74.3%,73.8%,2.6%,158,100.0%,91.0,免费评估
28,诺桑比亚大学Northumbria University,93.6%,92.5%,14.0%,157,91.9%,90.8,免费评估
29,赫特福德大学University of Hertfordshire,92.1%,92.0%,4.0%,133,96.9%,90.7,免费评估
30,布莱顿大学University of Brighton,96.7%,95.8%,4.8%,131,95.1%,90.4,免费评估
31,约克圣约翰大学York St John University,88.6%,86.4%,1.9%,154,94.6%,90.0,免费评估
32,普利茅斯大学University of Plymouth,79.2%,77.2%,9.5%,149,96.7%,89.9,免费评估
33,玛格丽特女王大学Queen Margaret University,62.1%,58.3%,1.5%,193*,96.8%,89.5,免费评估
34,伦敦国王学院King's College London,75.8%,77.0%,34.6%,161,90.2%,89.1,免费评估
35,东伦敦大学University of East London,89.8%,88.0%,7.6%,124,91.2%,86.8,免费评估
36,哥比亚大学University of Cumbria,59.8%,50.5%,0.7%,129,100.0%,86.0,免费评估
