Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,86.0%,86.3%,52.5%,648.0,87.4%,100.0,免费评估
2,英国女王大学Queen's University Belfast,88.2%,94.9%,60.0%,411.0,99.5%,97.8,免费评估
3,Cardiff University,89.8%,94.3%,36.8%,501.0,97.3%,97.6,免费评估
4,阿尔斯特大学University of Ulster,94.0%,97.4%,42.5%,375.0,97.1%,96.3,免费评估
5,阿斯顿大学Aston University,91.4%,93.7%,39.1%,405.0,99.0%,95.9,免费评估
6,曼彻斯特大学The University of Manchester,84.2%,89.1%,57.1%,440.0,93.4%,95.7,免费评估
7,诺丁汉大学University of Nottingham,81.4%,87.8%,51.2%,455.0,96.7%,95.1,免费评估
8,基尔大学Keele University,92.2%,97.4%,20.9%,391.0,100.0%,94.3,免费评估
9,东英吉利大学University of East Anglia,85.7%,91.7%,38.1%,413.0,96.8%,94.1,免费评估
10,巴斯大学University of Bath,77.6%,79.7%,56.2%,438.0,96.4%,93.2,免费评估
11,伦敦国王学院King's College London,80.8%,90.8%,46.8%,415.0,89.8%,92.9,免费评估
12,纽卡斯尔大学Newcastle University,82.0%,89.9%,47.8%,457.0,77.3%,92.6,免费评估
13,思克莱德大学University of Strathclyde,69.2%,80.1%,52.2%,508.0,94.8%,92.5,免费评估
13,布拉德福德大学University of Bradford,89.5%,91.5%,43.7%,438.0,68.8%,92.5,免费评估
13,肯特大学University of Kent,85.7%,90.7%,42.3%,332.0,99.1%,92.5,免费评估
16,伦敦大学学院University College London,73.7%,80.4%,51.3%,460.0,95.8%,92.4,免费评估
17,雷丁大学University of Reading,82.1%,92.7%,34.2%,371.0,99.0%,92.1,免费评估
17,利兹大学University of Leeds,80.6%,91.8%,40.9%,406.0,89.5%,92.1,免费评估
19,阿伯丁大学University of Aberdeen,83.4%,93.0%,34.7%,412.0,84.1%,91.7,免费评估
20,朴茨茅斯大学University of Portsmouth,90.5%,94.8%,24.3%,347.0,89.5%,91.4,免费评估
21,格拉斯哥大学University of Glasgow,71.4%,83.8%,33.4%,477.0,91.3%,90.2,免费评估
22,利物浦大学The University of Liverpool,83.7%,91.5%,31.7%,420.0,74.2%,90.1,免费评估
23,哈德斯菲尔德大学University of Huddersfield,82.2%,86.8%,13.2%,383.0,98.1%,89.2,免费评估
24,罗伯特高登大学The Robert Gordon University,78.8%,84.2%,4.9%,450.0,99.3%,89.1,免费评估
25,邓迪大学University of Dundee,69.4%,74.1%,55.4%,497.0,72.7%,88.9,免费评估
26,布莱顿大学University of Brighton,83.5%,87.3%,4.8%,395.0,96.9%,88.8,免费评估
27,利物浦约翰摩尔斯大学Liverpool John Moores University,82.9%,89.6%,6.0%,366.0,99.1%,88.7,免费评估
28,赫特福德大学University of Hertfordshire,86.2%,86.8%,10.9%,333.0,91.1%,87.6,免费评估
29,伯明翰大学University of Birmingham,77.5%,87.3%,19.2%,407.0,,87.5,免费评估
30,布拉德福德大学University of Bradford,80.4%,87.9%,9.5%,359.0,93.6%,87.3,免费评估
31,桑德兰大学University of Sunderland,79.3%,83.3%,7.5%,335.0,96.9%,86.0,免费评估
32,中央兰开夏大学University of Central Lancashire,69.0%,86.2%,8.3%,383.0,99.2%,85.7,免费评估
33,莱斯特大学University of Leicester,79.9%,93.1%,,418.0,69.8%,85.3,免费评估
34,德蒙福特大学De Montfort University,73.2%,81.3%,13.0%,323.0,95.6%,84.5,免费评估
35,爱丁堡大学The University of Edinburgh,75.0%,85.6%,49.8%,,59.2%,84.0,免费评估
36,格林威治大学The University of Greenwich,81.1%,91.3%,2.7%,330.0,73.2%,83.8,免费评估
37,赫尔大学The University of Hull,74.2%,88.4%,16.7%,,69.7%,82.7,免费评估
38,金斯顿大学Kingston University,79.1%,84.8%,2.6%,297.0,79.6%,82.3,免费评估
39,玛格丽特女王大学Queen Margaret University,79.9%,81.8%,1.5%,327.0,71.4%,81.7,免费评估
40,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,78.8%,85.8%,8.1%,350.0,52.9%,80.9,免费评估
41,Coventry University,82.8%,93.4%,4.5%,258.0,52.0%,79.9,免费评估
42,威斯敏斯特大学University of Westminster,73.0%,82.7%,21.2%,259.0,,79.4,免费评估
43,伦敦都市大学London Metropolitan University,82.9%,87.5%,5.2%,210.0,45.3%,77.0,免费评估
44,东伦敦大学University of East London,73.3%,84.4%,7.6%,234.0,43.7%,75.1,免费评估
