Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,89,0.8,555,69.0,100.0,免费评估
2,牛津大学University of Oxford,87,1.1,507,53.0,96.0,免费评估
3,伦敦大学亚非学院SOAS University of London,78,1.3,454,63.0,94.8,免费评估
4,利兹大学University of Leeds,75,0.6,413,67.0,81.8,免费评估
5,诺丁汉大学University of Nottingham,68,0.5,379,81.0,80.1,免费评估
6,爱丁堡大学The University of Edinburgh,62,0.6,470,71.0,79.7,免费评估
7,谢菲尔德大学The University of Sheffield,77,0.4,397,65.0,79.4,免费评估
8,曼彻斯特大学The University of Manchester,69,0.6,385,,73.8,免费评估
9,威斯敏斯特大学University of Westminster,64,0.5,316,,64.8,免费评估
10,利物浦约翰摩尔斯大学Liverpool John Moores University,80,,231,32.0,58.0,免费评估
11,牛津布鲁克斯大学Oxford Brookes University,64,,355,33.0,56.6,免费评估
