Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,圣安德鲁斯大学University of St Andrews,93.6%,92.5%,44.2%,203,77.2%,100.0,免费评估
2,剑桥大学University of Cambridge,,,57.3%,207,83.3%,99.1,免费评估
3,杜伦大学Durham University,84.6%,79.7%,55.0%,193,85.0%,98.6,免费评估
4,牛津大学University of Oxford,,,41.1%,210,80.4%,98.2,免费评估
5,布里斯托大学University of Bristol,78.3%,80.4%,61.3%,180,84.8%,97.0,免费评估
6,兰卡斯特大学Lancaster University,81.4%,81.6%,46.5%,157,87.3%,94.8,免费评估
7,伦敦政治经济学院The London School of Economics and Political Science,77.7%,72.6%,46.9%,179,87.7%,94.6,免费评估
8,埃克塞特大学University of Exeter,80.7%,82.0%,43.7%,167,82.6%,94.1,免费评估
9,格拉斯哥大学University of Glasgow,80.3%,79.3%,42.4%,182,78.3%,93.6,免费评估
9,伯明翰大学University of Birmingham,80.3%,81.4%,42.0%,157,85.8%,93.6,免费评估
11,纽卡斯尔大学Newcastle University,82.3%,83.8%,43.1%,159,80.5%,93.5,免费评估
11,拉夫堡大学Loughborough University,88.9%,92.1%,24.3%,149,83.3%,93.5,免费评估
13,伦敦大学学院University College London,81.7%,77.3%,52.3%,171,73.3%,93.2,免费评估
14,曼彻斯特大学The University of Manchester,85.3%,84.9%,36.6%,161,77.9%,93.1,免费评估
15,诺丁汉大学University of Nottingham,81.1%,84.8%,39.6%,154,81.2%,92.6,免费评估
16,伦敦大学皇家霍洛威学院Royal Holloway University of London,86.8%,88.8%,45.8%,137,72.4%,92.3,免费评估
17,南安普顿大学University of Southampton,84.8%,83.6%,45.8%,153,71.8%,92.2,免费评估
17,亚伯大学Aberystwyth University,87.2%,88.0%,38.6%,115,83.8%,92.2,免费评估
19,利兹大学University of Leeds,76.8%,78.5%,42.3%,162,82.9%,92.1,免费评估
20,邓迪大学University of Dundee,81.5%,87.4%,28.3%,168,74.8%,91.2,免费评估
21,斯旺西大学Swansea University,82.6%,86.0%,39.4%,129,80.2%,91.1,免费评估
22,阿伯丁大学University of Aberdeen,78.9%,79.2%,38.2%,186,68.3%,90.8,免费评估
22,谢菲尔德大学The University of Sheffield,84.2%,86.2%,31.1%,150,75.0%,90.8,免费评估
24,斯特林大学University of Stirling,82.5%,82.2%,30.3%,164,73.8%,90.6,免费评估
25,爱丁堡大学The University of Edinburgh,79.4%,77.6%,38.2%,175,69.3%,90.2,免费评估
26,东英吉利大学University of East Anglia,81.2%,80.8%,47.4%,147,66.6%,89.6,免费评估
27,约克大学The University of York,83.0%,80.5%,23.9%,150,77.2%,89.5,免费评估
28,利物浦大学The University of Liverpool,83.9%,87.2%,26.3%,140,74.8%,89.4,免费评估
29,赫尔大学The University of Hull,87.6%,86.2%,31.7%,117,70.4%,88.4,免费评估
30,卡迪夫大学Cardiff University,76.2%,79.1%,36.8%,148,73.3%,88.3,免费评估
31,萨塞克斯大学University of Sussex,75.0%,76.2%,35.8%,147,76.6%,88.1,免费评估
32,莱斯特大学University of Leicester,80.5%,80.3%,29.7%,127,77.0%,87.8,免费评估
33,利物浦大学The University of Liverpool,83.2%,80.9%,1.6%,108,94.6%,87.3,免费评估
33,伦敦国王学院King's College London,77.4%,78.0%,40.0%,154,64.0%,87.3,免费评估
35,考文垂大学Coventry University,91.0%,92.1%,2.0%,124,73.8%,87.2,免费评估
36,格林威治大学The University of Greenwich,82.9%,77.7%,7.4%,,79.2%,87.0,免费评估
37,朴茨茅斯大学University of Portsmouth,85.4%,86.0%,14.9%,113,76.3%,86.6,免费评估
