Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,University of Strathclyde,85.20%,86.80%,44.30%,213,79.10%,100.0,免费评估
2,巴斯大学University of Bath,86.00%,87.20%,41.80%,183,83.10%,98.1,免费评估
3,兰卡斯特大学Lancaster University,86.70%,89.20%,42.60%,161,88.90%,97.9,免费评估
4,利兹大学University of Leeds,86.40%,89.50%,39.30%,175,84.50%,97.7,免费评估
5,拉夫堡大学Loughborough University,84.70%,89.70%,32.60%,155,95.30%,96.3,免费评估
6,华威大学The University of Warwick,75.30%,77.70%,40.40%,184,86.80%,94.8,免费评估
7,英国女王大学Queen's University Belfast,81.50%,82.90%,32.70%,160,92.80%,94.7,免费评估
8,伦敦政治经济学院The London School of Economics and Political Science,64.10%,64.00%,52.30%,194,90.30%,93.9,免费评估
9,诺丁汉大学University of Nottingham,80.60%,85.50%,32.60%,158,86.50%,93.6,免费评估
10,格拉斯哥大学University of Glasgow,71.10%,81.20%,22.10%,210,89.30%,93.5,免费评估
11,埃克塞特大学University of Exeter,80.10%,82.80%,24.40%,175,88.90%,93.4,免费评估
12,杜伦大学Durham University,78.90%,81.10%,23.10%,166,91.80%,92.5,免费评估
13,伯明翰大学University of Birmingham,78.40%,81.00%,29.10%,155,89.50%,92.1,免费评估
14,阿伯丁大学University of Aberdeen,76.40%,82.70%,24.90%,182,80.50%,91.7,免费评估
15,斯特林大学University of Stirling,82.10%,84.10%,25.20%,166,78.20%,91.6,免费评估
16,阿尔斯特大学University of Ulster,80.60%,81.50%,40.40%,130,80.50%,91.2,免费评估
16,萨塞克斯大学University of Sussex,77.60%,82.20%,23.70%,133,100.00%,91.2,免费评估
18,东英吉利大学University of East Anglia,82.20%,86.20%,28.10%,146,79.90%,91.1,免费评估
19,邓迪大学University of Dundee,81.60%,77.70%,12.10%,169,92.20%,91.0,免费评估
19,斯旺西大学Swansea University,84.00%,83.40%,22.00%,131,91.90%,91.0,免费评估
19,谢菲尔德大学The University of Sheffield,79.70%,80.70%,26.80%,149,86.70%,91.0,免费评估
22,纽卡斯尔大学Newcastle University,77.40%,79.90%,20.70%,165,88.60%,90.9,免费评估
23,伦敦大学玛丽女王学院Queen Mary University of London,77.30%,83.90%,31.30%,159,74.90%,90.4,免费评估
24,雷丁大学University of Reading,75.80%,76.80%,29.30%,150,87.30%,90.2,免费评估
24,肯特大学University of Kent,77.00%,79.40%,24.80%,149,88.60%,90.2,免费评估
26,曼彻斯特大学The University of Manchester,75.50%,78.20%,33.30%,167,74.00%,90.1,免费评估
27,赫瑞瓦特大学Heriot Watt University,78.70%,81.70%,18.80%,154,86.60%,89.9,免费评估
28,罗伯特高登大学The Robert Gordon University,88.50%,86.60%,2.60%,180,72.80%,89.7,免费评估
29,诺丁汉特伦特大学Nottingham Trent University,88.80%,90.20%,4.60%,135,82.00%,88.6,免费评估
30,莱斯特大学University of Leicester,78.50%,81.80%,24.30%,137,79.20%,88.2,免费评估
31,南安普顿大学University of Southampton,74.70%,79.00%,24.00%,146,82.30%,88.1,免费评估
31,阿斯顿大学Aston University,83.40%,84.50%,19.70%,141,72.40%,88.1,免费评估
33,利物浦大学The University of Liverpool,81.00%,82.70%,20.10%,151,71.40%,87.9,免费评估
34,萨里大学University of Surrey,79.10%,81.40%,15.80%,168,70.70%,87.8,免费评估
35,利物浦约翰摩尔斯大学Liverpool John Moores University,94.70%,92.50%,,128,74.80%,87.7,免费评估
