Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,4.5,466.0,0.89,0.81,免费评估
2,牛津大学University of Oxford,4.5,462.0,0.81,0.79,免费评估
3,伦敦国王学院King's College London,4.5,455.0,0.79,0.82,免费评估
4,曼彻斯特大学The University of Manchester,4.7,423.0,0.8,0.79,免费评估
5,皇家音乐学院Royal College of Music,3.4,,0.81,0.93,免费评估
6,约克大学The University of York,4.5,427.0,0.78,0.77,免费评估
7,诺丁汉大学University of Nottingham,3.7,439.0,0.82,0.74,免费评估
8,南安普顿大学University of Southampton,4.6,371.0,0.83,0.67,免费评估
9,布里斯托大学University of Bristol,3.1,384.0,0.82,0.81,免费评估
10,伯明翰大学University of Birmingham,4.7,437.0,0.77,0.67,免费评估
11,谢菲尔德大学The University of Sheffield,4.4,355.0,0.82,0.69,免费评估
12,纽卡斯尔大学Newcastle University,4.0,358.0,0.8,0.74,免费评估
13,苏格兰皇家音乐学院Royal Conservatoire of Scotland,2.3,,,0.9,免费评估
14,班戈大学Bangor University,3.3,305.0,0.86,0.72,免费评估
15,英国女王大学Queen's University Belfast,3.7,347.0,0.81,0.68,免费评估
16,卡迪夫大学Cardiff University,2.9,354.0,0.83,0.7,免费评估
17,伦敦大学皇家霍洛威学院Royal Holloway University of London,5.2,347.0,0.75,0.65,免费评估
18,爱丁堡大学The University of Edinburgh,3.0,435.0,0.77,0.67,免费评估
19,皇家音乐学院Royal College of Music,2.5,312.0,0.72,0.97,免费评估
20,伦敦大学亚非学院SOAS University of London,3.9,,,0.67,免费评估
21,杜伦大学Durham University,3.3,412.0,0.7,0.77,免费评估
22,英国皇家北方音乐学院Royal Northern College of Music,1.8,,0.77,0.88,免费评估
23,基尔大学Keele University,3.1,287.0,0.81,0.73,免费评估
24,利兹大学University of Leeds,3.1,357.0,0.78,0.66,免费评估
25,伦敦大学金史密斯学院Goldsmiths University of London,3.5,334.0,0.71,0.75,免费评估
26,格拉斯哥大学University of Glasgow,3.6,425.0,0.67,0.68,免费评估
27,萨里大学University of Surrey,3.1,374.0,0.74,0.61,免费评估
27,伯明翰城市大学Birmingham City University,2.3,307.0,0.71,0.87,免费评估
29,萨塞克斯大学University of Sussex,3.1,357.0,0.75,0.61,免费评估
30,哈德斯菲尔德大学University of Huddersfield,3.3,284.0,0.77,0.64,免费评估
31,伦敦城市大学City University London,3.5,280.0,,0.66,免费评估
31,巴斯斯巴大学Bath Spa University,1.8,310.0,0.81,0.65,免费评估
33,阿尔斯特大学University of Ulster,1.4,310.0,0.72,0.87,免费评估
34,赫尔大学The University of Hull,1.8,261.0,0.81,0.7,免费评估
35,利物浦大学The University of Liverpool,2.5,348.0,0.75,0.62,免费评估
36,兰卡斯特大学Lancaster University,3.6,323.0,0.7,0.63,免费评估
37,东英吉利大学University of East Anglia,1.6,269.0,0.76,0.75,免费评估
38,布鲁内尔大学Brunel University,2.4,334.0,0.68,0.73,免费评估
39,德蒙福特大学De Montfort University,2.6,198.0,0.77,0.67,免费评估
40,思克莱德大学University of Strathclyde,,380.0,0.71,0.76,免费评估
41,格拉摩根大学University of Glamorgan,,292.0,0.73,0.82,免费评估
42,阿伯丁大学University of Aberdeen,2.1,308.0,,0.57,免费评估
43,考文垂大学Coventry University,2.2,273.0,0.73,0.58,免费评估
43,龙比亚大学Napier University,0.4,344.0,,0.67,免费评估
45,牛津布鲁克斯大学Oxford Brookes University,2.1,229.0,0.77,0.56,免费评估
46,坎特伯雷大学Canterbury Christ Church University,1.8,243.0,0.73,0.58,免费评估
47,索尔福德大学University of Salford,1.3,212.0,0.76,0.61,免费评估
48,普利茅斯大学University of Plymouth,2.3,162.0,0.77,0.52,免费评估
49,威斯敏斯特大学University of Westminster,1.6,284.0,0.65,0.63,免费评估
50,法尔茅斯大学Falmouth University,,271.0,0.75,0.61,免费评估
51,赫特福德大学University of Hertfordshire,1.1,258.0,0.74,0.5,免费评估
51,米德塞斯大学Middlesex University,,244.0,0.7,0.73,免费评估
51,剑桥安鲁大学Anglia Ruskin University,1.3,235.0,0.71,0.59,免费评估
54,罗汉普顿大学Roehampton University,,240.0,0.67,0.73,免费评估
55,伍尔弗汉普顿大学University of Wolverhampton,,211.0,0.73,0.63,免费评估
56,泰晤士河谷大学Thames Valley University,0.6,204.0,0.7,0.65,免费评估
57,奇切斯特大学University of Chichester,,234.0,0.76,0.53,免费评估
58,金斯顿大学Kingston University,0.6,232.0,0.71,0.54,免费评估
59,约克圣约翰大学York St John University,,226.0,0.72,0.52,免费评估
60,布莱顿大学University of Brighton,3.6,239.0,0.61,0.33,免费评估
61,中央兰开夏大学University of Central Lancashire,,215.0,0.67,0.6,免费评估
62,埃塞克斯大学University of Essex,,215.0,0.7,0.45,免费评估
62,新白金汉大学Buckinghamshire New University,,264.0,0.66,0.45,免费评估
64,德比大学University of Derby,,226.0,0.61,0.5,免费评估
