Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,54.0%,203,80.6%,100.0,免费评估
2,牛津大学University of Oxford,,,41.3%,217,76.6%,95.3,免费评估
3,曼彻斯特大学The University of Manchester,,,48.9%,151,84.1%,95.2,免费评估
4,杜伦大学Durham University,84.2%,73.6%,34.6%,199,86.3%,94.6,免费评估
5,埃克塞特大学University of Exeter,82.3%,81.8%,35.1%,175,84.5%,92.8,免费评估
6,伯明翰大学University of Birmingham,78.1%,74.1%,33.7%,165,95.1%,92.2,免费评估
7,肯特大学University of Kent,85.6%,85.1%,41.9%,123*,87.0%,92.0,免费评估
8,华威大学The University of Warwick,84.0%,78.3%,45.2%,163,72.1%,91.8,免费评估
9,爱丁堡大学The University of Edinburgh,81.0%,79.5%,30.3%,183*,75.4%,89.9,免费评估
10,布里斯托大学University of Bristol,76.6%,71.7%,36.0%,169,75.5%,88.4,免费评估
11,伦敦大学学院University College London,62.7%,55.9%,43.7%,187,81.6%,88.0,免费评估
12,朴茨茅斯大学University of Portsmouth,91.4%,86.9%,32.2%,110,76.1%,87.9,免费评估
13,利兹大学University of Leeds,85.9%,85.6%,30.6%,161,64.8%,87.7,免费评估
14,巴斯大学University of Bath,77.4%,81.9%,27.4%,146,83.7%,87.4,免费评估
15,卡迪夫大学Cardiff University,86.8%,82.5%,32.5%,141,66.0%,86.8,免费评估
16,班戈大学Bangor University,86.4%,80.6%,39.6%,,56.4%*,86.6,免费评估
17,雷丁大学University of Reading,84.7%,80.6%,41.7%,125,58.1%,85.3,免费评估
17,诺丁汉特伦特大学Nottingham Trent University,94.5%,95.1%,7.6%,,60.7%,85.3,免费评估
19,伦敦大学皇家霍洛威学院Royal Holloway University of London,78.9%,68.6%,48.3%,,56.1%*,84.1,免费评估
