Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,86.9,46.7,545,0.0,100.0,免费评估
2,东英吉利大学University of East Anglia,88.7,56.7,433,67.2,97.5,免费评估
3,格拉斯哥大学University of Glasgow,88.7,58.3,490,51.6,97.4,免费评估
4,剑桥大学University of Cambridge,87.6,26.7,582,66.7,96.2,免费评估
5,伯明翰大学University of Birmingham,82.5,43.3,412,100.0,95.4,免费评估
6,伦敦大学学院University College London,84.1,46.7,489,71.9,95.3,免费评估
6,约克大学The University of York,86.6,53.3,431,66.7,95.3,免费评估
8,圣安德鲁斯大学University of St Andrews,85.9,35.0,501,75.0,95.1,免费评估
9,考陶尔德艺术学院Courtauld Institute of Art,76.3,53.3,492,83.3,93.6,免费评估
10,萨塞克斯大学University of Sussex,82.8,53.3,454,46.9,90.4,免费评估
11,曼彻斯特大学The University of Manchester,81.7,53.3,437,54.6,90.3,免费评估
12,埃塞克斯大学University of Essex,85.2,41.7,399,0.0,89.8,免费评估
13,华威大学The University of Warwick,85.5,33.3,476,47.5,88.9,免费评估
14,雷丁大学University of Reading,85.6,30.0,384,64.9,87.7,免费评估
14,利兹大学University of Leeds,85.0,31.7,402,60.6,87.7,免费评估
16,诺丁汉大学University of Nottingham,82.4,38.3,413,60.0,87.6,免费评估
17,伦敦大学亚非学院SOAS University of London,81.7,36.7,404,65.2,87.4,免费评估
18,伦敦大学金史密斯学院Goldsmiths University of London,83.9,30.0,414,52.2,85.7,免费评估
19,牛津布鲁克斯大学Oxford Brookes University,87.2,28.3,367,43.1,84.2,免费评估
20,爱丁堡大学The University of Edinburgh,75.8,30.0,459,59.7,83.3,免费评估
21,莱斯特大学University of Leicester,85.3,20.0,379,43.8,81.8,免费评估
22,布里斯托大学University of Bristol,75.1,25.0,469,56.1,81.6,免费评估
23,普利茅斯大学University of Plymouth,83.2,21.7,305,51.7,79.4,免费评估
24,布莱顿大学University of Brighton,81.4,45.0,300,29.4,79.0,免费评估
25,曼彻斯特城市大学Manchester Metropolitan University,83.0,21.7,342,30.8,77.1,免费评估
26,亚伯大学Aberystwyth University,81.1,11.7,333,0.0,74.7,免费评估
27,金斯顿大学Kingston University,74.0,23.3,328,44.8,73.4,免费评估
