Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,赫瑞瓦特大学Heriot Watt University,166.0,4.36,3.05,92.0,100.0,免费评估
2,伦敦大学学院University College London,152.0,3.99,3.25,,99.5,免费评估
3,拉夫堡大学Loughborough University,138.0,4.27,3.28,96.0,99.1,免费评估
4,阿尔斯特大学University of Ulster,141.0,4.33,2.94,94.0,98.0,免费评估
5,雷丁大学University of Reading,125.0,3.85,3.22,96.0,96.9,免费评估
6,伦敦南岸大学London South Bank University,113.0,4.03,2.59,96.0,95.5,免费评估
7,诺丁汉大学University of Nottingham,132.0,3.97,2.65,,95.2,免费评估
8,牛津布鲁克斯大学Oxford Brookes University,113.0,4.23,2.89,94.0,95.1,免费评估
9,"Northumbria University, Newcastle",136.0,3.87,2.52,90.0,94.8,免费评估
10,"Bristol, University of the West of England",114.0,4.38,2.71,92.0,94.6,免费评估
11,罗伯特高登大学The Robert Gordon University,128.0,4.08,1.89,92.0,94.6,免费评估
12,利物浦约翰摩尔斯大学Liverpool John Moores University,135.0,4.05,2.49,88.0,94.4,免费评估
13,考文垂大学Coventry University,122.0,4.25,2.62,88.0,94.4,免费评估
14,龙比亚大学Napier University,140.0,4.17,2.5,84.0,94.3,免费评估
15,谢菲尔德哈莱姆大学Sheffield Hallam University,107.0,3.98,3.13,94.0,94.3,免费评估
16,诺丁汉特伦特大学Nottingham Trent University,114.0,4.07,2.34,96.0,94.0,免费评估
17,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,142.0,3.71,2.52,80.0,93.3,免费评估
18,索尔福德大学University of Salford,122.0,3.76,2.69,84.0,93.2,免费评估
19,"University of Westminster, London",121.0,3.74,2.8,86.0,93.1,免费评估
20,"Aston University, Birmingham",130.0,4.1,2.83,76.0,93.0,免费评估
21,朴茨茅斯大学University of Portsmouth,116.0,4.13,,96.0,92.7,免费评估
22,普利茅斯大学University of Plymouth,110.0,4.23,2.45,82.0,92.3,免费评估
23,南威尔士大学The University of South Wales,120.0,3.8,,92.0,91.7,免费评估
24,格林威治大学The University of Greenwich,122.0,3.62,2.2,84.0,91.5,免费评估
25,剑桥安鲁大学Anglia Ruskin University,104.0,4.12,2.11,86.0,91.3,免费评估
26,利兹贝克特大学Leeds Beckett University,99.0,3.73,2.3,90.0,91.2,免费评估
27,德比大学University of Derby,104.0,4.34,2.29,82.0,91.0,免费评估
28,Solent University (Southampton),,4.34,,86.0,90.9,免费评估
29,伍尔弗汉普顿大学University of Wolverhampton,94.0,4.1,2.09,86.0,90.6,免费评估
30,中央兰开夏大学University of Central Lancashire,115.0,3.8,2.23,80.0,90.5,免费评估
31,伯明翰城市大学Birmingham City University,115.0,3.27,2.66,80.0,90.2,免费评估
32,布莱顿大学University of Brighton,103.0,3.5,,88.0,89.2,免费评估
33,波尔顿大学University of Bolton,,4.01,1.38,78.0,88.8,免费评估
34,东伦敦大学University of East London,95.0,4.19,2.41,70.0,88.0,免费评估
35,金斯顿大学Kingston University,104.0,3.21,,80.0,87.2,免费评估
36,圣大卫三一学院University of Wales Trinity Saint David,100.0,3.42,,72.0,85.7,免费评估
