Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,212,4.03,3.0,82.0,100.0,免费评估
2,牛津大学University of Oxford,207,4.06,2.87,72.0,97.6,免费评估
3,曼彻斯特大学The University of Manchester,160,4.2,3.12,82.0,97.2,免费评估
4,萨塞克斯大学University of Sussex,149,4.18,2.91,86.0,96.8,免费评估
5,伦敦政治经济学院The London School of Economics and Political Science,191,3.73,2.84,78.0,96.5,免费评估
6,埃克塞特大学University of Exeter,166,4.26,2.99,,96.3,免费评估
7,圣安德鲁斯大学University of St Andrews,199,4.35,2.67,62.0,96.0,免费评估
8,伦敦大学学院University College London,176,4.08,2.91,68.0,95.5,免费评估
9,伯明翰大学University of Birmingham,142,4.15,3.37,,94.8,免费评估
10,杜伦大学Durham University,171,3.9,2.96,72.0,94.3,免费评估
11,爱丁堡大学The University of Edinburgh,159,3.96,3.02,64.0,93.4,免费评估
12,阿伯丁大学University of Aberdeen,182,4.16,2.76,52.0,92.9,免费评估
13,南安普顿大学University of Southampton,141,3.83,3.23,,92.8,免费评估
14,伦敦大学亚非学院SOAS University of London,168,4.11,2.8,58.0,92.7,免费评估
15,肯特大学University of Kent,130,3.92,2.63,78.0,91.9,免费评估
16,布里斯托大学University of Bristol,149,4.19,2.17,68.0,91.6,免费评估
17,英国女王大学Queen's University Belfast,145,3.95,3.07,50.0,90.5,免费评估
18,布鲁内尔大学Brunel University,129,4.65,2.62,46.0,90.2,免费评估
19,罗汉普顿大学Roehampton University,103,4.36,2.65,62.0,90.1,免费评估
20,伦敦大学金史密斯学院Goldsmiths University of London,129,4.0,2.88,56.0,90.0,免费评估
21,普利茅斯大学University of Plymouth,119,4.14,2.77,62.0,89.2,免费评估
22,利物浦约翰摩尔斯大学Liverpool John Moores University,138,3.98,2.49,64.0,89.2,免费评估
23,中央兰开夏大学University of Central Lancashire,141,3.98,2.09,,88.3,免费评估
24,诺丁汉特伦特大学Nottingham Trent University,129,4.08,,68.0,87.7,免费评估
25,牛津布鲁克斯大学Oxford Brookes University,126,4.03,2.38,52.0,87.6,免费评估
26,Wrexham Glyndwr,120,4.2,,62.0,86.7,免费评估
27,圣大卫三一学院University of Wales Trinity Saint David,100,3.95,2.26,,85.7,免费评估
28,伯明翰城市大学Birmingham City University,135,4.08,2.02,48.0,84.9,免费评估
29,伯恩茅斯大学Bournemouth University,108,4.01,,,83.3,免费评估
30,剑桥安鲁大学Anglia Ruskin University,94,4.2,,,83.1,免费评估
31,北安普顿大学The University of Northampton,104,4.09,,46.0,82.6,免费评估
32,Suffolk,106,4.14,,36.0,81.3,免费评估
