Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,阿斯顿大学Aston University,428.0,4.61,2.5,100.0,100.0,免费评估
2,卡迪夫大学Cardiff University,467.0,4.09,2.65,96.0,99.8,免费评估
3,曼彻斯特大学The University of Manchester,438.0,4.18,2.55,94.0,98.3,免费评估
4,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,439.0,3.83,2.65,94.0,97.8,免费评估
5,阿尔斯特大学University of Ulster,392.0,4.5,2.59,94.0,97.6,免费评估
6,赫特福德大学University of Hertfordshire,,4.12,2.43,,96.2,免费评估
7,布拉德福德大学University of Bradford,392.0,4.15,2.22,94.0,95.7,免费评估
8,伦敦城市大学City University London,394.0,4.12,2.03,96.0,95.5,免费评估
9,谢菲尔德大学The University of Sheffield,383.0,4.76,2.4,80.0,94.6,免费评估
10,利物浦大学The University of Liverpool,365.0,4.1,2.2,68.0,89.6,免费评估
11,剑桥安鲁大学Anglia Ruskin University,289.0,4.1,1.65,90.0,89.6,免费评估
12,普利茅斯大学University of Plymouth,316.0,4.07,1.15,,87.2,免费评估
