Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,,4.2/9,533.0,91.00%,100.0,免费评估
2,剑桥大学University of Cambridge,,4.6/9,,79.00%,93.4,免费评估
3,帝国理工学院Imperial College London,,4.8/9,442.0,70.00%,91.8,免费评估
4,巴斯大学University of Bath,79%,4.2/9,448.0,89.00%,91.6,免费评估
5,拉夫堡大学Loughborough University,90%,3.1/9,401.0,80.00%,90.9,免费评估
6,华威大学The University of Warwick,80%,4.0/9,455.0,83.00%,90.7,免费评估
7,圣安德鲁斯大学University of St Andrews,85%,2.8/9,426.0,80.00%,88.5,免费评估
8,兰卡斯特大学Lancaster University,81%,4.0/9,411.0,77.00%,88.2,免费评估
9,埃克塞特大学University of Exeter,89%,3.0/9,394.0,69.00%,87.8,免费评估
10,伦敦政治经济学院The London School of Economics and Political Science,71%,4.2/9,465.0,86.00%,87.4,免费评估
11,伦敦城市大学City University London,81%,2.9/9,422.0,83.00%,87.1,免费评估
12,诺丁汉大学University of Nottingham,76%,3.6/9,407.0,80.00%,84.8,免费评估
13,思克莱德大学University of Strathclyde,80%,3.8/9,398.0,67.00%,84.6,免费评估
14,阿斯顿大学Aston University,80%,3.1/9,390.0,76.00%,84.4,免费评估
15,莱斯特大学University of Leicester,86%,2.9/9,318.0,74.00%,84.1,免费评估
16,伦敦国王学院King's College London,71%,4.2/9,434.0,75.00%,83.5,免费评估
17,利兹大学University of Leeds,75%,3.6/9,413.0,73.00%,83.2,免费评估
18,萨塞克斯大学University of Sussex,79%,3.0/9,335.0,81.00%,82.6,免费评估
19,伯明翰大学University of Birmingham,78%,3.2/9,395.0,71.00%,82.2,免费评估
20,卡迪夫大学Cardiff University,74%,4.5/9,386.0,65.00%,82.0,免费评估
21,杜伦大学Durham University,76%,3.0/9,393.0,75.00%,81.7,免费评估
22,谢菲尔德大学The University of Sheffield,78%,3.1/9,377.0,70.00%,81.4,免费评估
23,曼彻斯特大学The University of Manchester,72%,3.8/9,412.0,69.00%,81.0,免费评估
24,雷丁大学University of Reading,80%,2.5/9,374.0,68.00%,80.6,免费评估
25,肯特大学University of Kent,79%,2.6/9,310.0,78.00%,80.0,免费评估
25,南安普顿大学University of Southampton,73%,2.9/9,407.0,74.00%,80.0,免费评估
27,纽卡斯尔大学Newcastle University,74%,2.5/9,368.0,80.00%,79.6,免费评估
28,格拉斯哥大学University of Glasgow,78%,2.6/9,388.0,65.00%,79.4,免费评估
29,阿伯丁大学University of Aberdeen,79%,2.2/9,341.0,72.00%,78.7,免费评估
30,东英吉利大学University of East Anglia,80%,2.4/9,323.0,68.00%,78.3,免费评估
31,萨里大学University of Surrey,72%,2.5/9,363.0,78.00%,77.8,免费评估
32,爱丁堡大学The University of Edinburgh,73%,2.5/9,409.0,66.00%,77.2,免费评估
33,利物浦大学The University of Liverpool,74%,2.5/9,379.0,66.00%,76.8,免费评估
34,伯恩茅斯大学Bournemouth University,79%,1.6/9,310.0,77.00%,76.5,免费评估
35,罗伯特高登大学The Robert Gordon University,78%,1.8/9,281.0,79.00%,76.3,免费评估
36,伦敦大学皇家霍洛威学院Royal Holloway University of London,69%,3.0/9,348.0,75.00%,76.0,免费评估
37,牛津布鲁克斯大学Oxford Brookes University,80%,1.5/9,319.0,69.00%,75.8,免费评估
38,约克大学The University of York,71%,2.5/9,346.0,73.00%,75.5,免费评估
39,德蒙福特大学De Montfort University,85%,2.1/9,227.0,62.00%,75.4,免费评估
40,赫尔大学The University of Hull,80%,2.1/9,256.0,69.00%,75.0,免费评估
41,赫瑞瓦特大学Heriot Watt University,72%,2.4/9,331.0,72.00%,74.6,免费评估
42,The Queen's,70%,3.0/9,361.0,64.00%,74.5,免费评估
43,布莱顿大学University of Brighton,76%,2.8/9,269.0,66.00%,74.4,免费评估
44,班戈大学Bangor University,78%,3.2/9,241.0,58.00%,73.8,免费评估
44,基尔大学Keele University,75%,2.3/9,273.0,70.00%,73.8,免费评估
46,伦敦大学亚非学院SOAS University of London,,2.0/9,326.0,,73.7,免费评估
