Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,圣安德鲁斯大学University of St Andrews,90.4%,86.3%,38.4%,207,83.2%,100.0,免费评估
2,牛津大学University of Oxford,,,61.1%,226,85.6%,99.8,免费评估
3,华威大学The University of Warwick,83.5%,83.0%,52.7%,186,80.7%,98.0,免费评估
4,伦敦大学学院University College London,,,57.0%,195,91.2%,97.9,免费评估
5,埃塞克斯大学University of Essex,78.4%,81.7%,69.6%,129,85.7%,96.4,免费评估
6,剑桥大学University of Cambridge,,,38.2%,210,82.4%,96.3,免费评估
7,谢菲尔德大学The University of Sheffield,,,48.3%,159,81.2%,94.5,免费评估
8,兰卡斯特大学Lancaster University,79.6%,79.1%,53.0%,153,79.4%,94.3,免费评估
9,约克大学The University of York,84.5%,81.2%,36.9%,156,83.6%,94.2,免费评估
10,伦敦政治经济学院The London School of Economics and Political Science,64.6%,62.3%,54.6%,199,90.7%,93.4,免费评估
11,埃克塞特大学University of Exeter,80.0%,79.3%,29.8%,179,84.2%,93.3,免费评估
12,萨塞克斯大学University of Sussex,84.8%,85.5%,33.6%,142,80.8%,92.9,免费评估
12,布里斯托大学University of Bristol,,,30.4%,184,71.0%,92.9,免费评估
14,拉夫堡大学Loughborough University,88.6%,89.1%,22.5%,138,81.7%,92.6,免费评估
15,巴斯大学University of Bath,77.2%,76.8%,27.4%,174,88.4%,92.3,免费评估
16,杜伦大学Durham University,73.2%,64.2%,27.0%,199,85.4%,90.7,免费评估
17,亚伯大学Aberystwyth University,87.2%,81.7%,40.2%,111,72.3%,90.6,免费评估
18,雷丁大学University of Reading,83.3%,75.7%,37.0%,142,71.9%,90.2,免费评估
19,利兹大学University of Leeds,79.5%,78.5%,25.1%,158,79.3%,90.1,免费评估
20,曼彻斯特大学The University of Manchester,,,28.4%,162,78.1%,89.8,免费评估
20,伯明翰大学University of Birmingham,75.8%,72.3%,31.1%,153,83.9%,89.8,免费评估
22,University of Strathclyde,74.8%,76.9%,41.6%,198,56.3%,89.6,免费评估
22,爱丁堡大学The University of Edinburgh,69.9%,69.8%,44.5%,188,69.4%,89.6,免费评估
24,萨里大学University of Surrey,87.6%,83.5%,12.5%,174,65.6%,89.5,免费评估
24,伦敦国王学院King's College London,,,29.0%,183,76.0%,89.5,免费评估
24,肯特大学University of Kent,81.7%,80.1%,27.8%,135,77.9%,89.5,免费评估
24,格拉斯哥大学University of Glasgow,74.4%,74.5%,30.5%,190,70.1%,89.5,免费评估
28,哈德斯菲尔德大学University of Huddersfield,97.2%,88.5%,9.5%,119,70.1%,89.4,免费评估
28,阿斯顿大学Aston University,83.4%,81.3%,38.6%,122,69.2%,89.4,免费评估
30,东英吉利大学University of East Anglia,79.7%,76.7%,35.5%,156,67.7%,89.3,免费评估
31,诺丁汉大学University of Nottingham,75.1%,70.2%,30.8%,157,81.4%,89.1,免费评估
32,伦敦大学亚非学院SOAS University of London,,,30.5%,157,69.8%,89.0,免费评估
32,纽卡斯尔大学Newcastle University,80.7%,76.8%,22.0%,158,75.2%,89.0,免费评估
34,邓迪大学University of Dundee,86.0%,88.0%,10.8%,176,62.1%,88.9,免费评估
35,斯特林大学University of Stirling,83.7%,81.0%,33.8%,158,55.8%,88.6,免费评估
35,"伦敦大学伯克贝克学院Birkbeck, University Of London",85.5%,75.5%,31.3%,91,83.1%,88.6,免费评估
37,伦敦大学皇家霍洛威学院Royal Holloway University of London,80.6%,78.4%,30.5%,142,69.9%,88.5,免费评估
38,西英格兰大学University of the West of England,90.7%,90.0%,13.8%,123,65.9%,88.1,免费评估
38,朴茨茅斯大学University of Portsmouth,83.5%,79.7%,32.2%,107,74.0%,88.1,免费评估
40,基尔大学Keele University,83.3%,81.9%,24.0%,126,71.3%,87.8,免费评估
41,南安普顿大学University of Southampton,75.9%,74.9%,37.0%,132,73.1%,87.7,免费评估
41,伦敦大学玛丽女王学院Queen Mary University of London,75.4%,71.7%,28.1%,145,79.1%,87.7,免费评估
43,斯旺西大学Swansea University,85.2%,86.3%,18.5%,113,73.5%,87.6,免费评估
44,考文垂大学Coventry University,89.0%,86.9%,5.6%,117,76.4%,87.4,免费评估
45,英国女王大学Queen's University Belfast,80.0%,74.8%,35.0%,147,59.2%,87.0,免费评估
46,格林威治大学The University of Greenwich,92.2%,90.0%,8.6%,122,61.7%,86.8,免费评估
47,布拉德福德大学University of Bradford,79.7%,81.5%,12.7%,131,77.3%,86.4,免费评估
47,卡迪夫大学Cardiff University,76.5%,72.3%,30.4%,146,67.3%,86.4,免费评估
49,阿伯丁大学University of Aberdeen,74.6%,72.9%,18.4%,176,68.2%,86.2,免费评估
50,德蒙福特大学De Montfort University,85.2%,87.7%,10.7%,99,75.5%,86.0,免费评估
50,布鲁内尔大学Brunel University,76.8%,74.2%,32.4%,119,71.8%,86.0,免费评估
52,牛津布鲁克斯大学Oxford Brookes University,82.4%,78.2%,17.8%,122,66.5%,85.0,免费评估
53,林肯大学University of Lincoln,86.0%,84.1%,7.7%,120,64.9%,84.8,免费评估
53,莱斯特大学University of Leicester,78.1%,73.6%,20.0%,134,68.6%,84.8,免费评估
55,普利茅斯大学University of Plymouth,84.9%,78.6%,25.8%,103,60.1%,84.6,免费评估
56,Manchester Metropolitan University,84.7%,78.5%,18.0%,126,57.1%,84.3,免费评估
57,奇切斯特大学University of Chichester,87.0%,84.7%,15.8%,84,,84.1,免费评估
58,伯恩茅斯大学Bournemouth University,82.7%,79.1%,15.1%,108,,83.6,免费评估
59,索尔福德大学University of Salford,90.8%,77.9%,4.8%,113,60.0%,83.4,免费评估
59,利物浦大学The University of Liverpool,,,12.0%,146,55.3%,83.4,免费评估
61,威斯敏斯特大学University of Westminster,83.4%,82.7%,14.3%,111,55.8%,82.7,免费评估
61,谢菲尔德哈莱姆大学Sheffield Hallam University,81.7%,79.3%,14.4%,109,61.4%,82.7,免费评估
63,Northumbria University,79.9%,73.0%,12.7%,138,59.0%,82.6,免费评估
64,诺丁汉特伦特大学Nottingham Trent University,84.2%,79.2%,,118,65.6%,82.4,免费评估
65,赫尔大学The University of Hull,71.7%,67.2%,10.8%,135,75.3%,82.1,免费评估
66,利物浦霍普大学Liverpool Hope University,82.3%,84.6%,7.0%,108,57.1%,81.5,免费评估
67,伦敦城市大学City University London,75.3%,73.4%,24.6%,111,57.0%,81.1,免费评估
67,米德塞斯大学Middlesex University,78.1%,81.4%,14.9%,89,63.6%*,81.1,免费评估
69,东伦敦大学University of East London,83.3%,81.5%,13.7%,,45.5%,80.7,免费评估
69,中央兰开夏大学University of Central Lancashire,81.6%,78.9%,12.0%,115*,51.0%,80.7,免费评估
71,阿尔斯特大学University of Ulster,88.1%,78.5%,20.9%,107,36.6%,80.6,免费评估
72,伦敦大学金史密斯学院Goldsmiths University of London,,,16.8%,111,63.8%,79.9,免费评估
73,伦敦都市大学London Metropolitan University,84.7%,80.2%,1.2%,84,61.3%,79.8,免费评估
74,利兹贝克特大学Leeds Beckett University,80.8%,80.5%,,93,61.4%,79.3,免费评估
75,德比大学University of Derby,76.5%,65.2%,13.5%,109*,,78.4,免费评估
76,温切斯特大学University of Winchester,83.5%,80.1%,,114,44.6%,78.3,免费评估
77,坎特伯雷大学Canterbury Christ Church University,84.0%,78.4%,3.2%,94,46.5%,77.7,免费评估
78,金斯顿大学Kingston University,75.9%,70.7%,,101,49.3%,75.1,免费评估
79,切斯特大学University of Chester,74.5%,69.2%,,108,48.8%,74.9,免费评估
80,北安普顿大学The University of Northampton,79.1%,78.4%,,80,43.6%,74.5,免费评估
81,布莱顿大学University of Brighton,71.0%,66.4%,13.1%,98,45.5%,74.4,免费评估
