Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Nanyang Technological University,Singapore,56.7,100.0,84.8,100.0,,273.7,免费评估
2,Swiss Federal Institute of Technology Lausanne,Switzerland,49.3,100.0,87.7,88.9,,255.7,免费评估
3,Stanford University,UnitedStates,55.4,87.9,75.1,94.1,,252.5,免费评估
4,Massachusetts Institute of Technology (MIT),UnitedStates,61.5,76.9,75.2,96.9,,250.3,免费评估
5,"University of California, Berkeley",UnitedStates,71.9,73.2,76.1,89.3,,249.7,免费评估
6,Tsinghua University,China,100.0,72.5,58.6,57.7,,242.0,免费评估
7,University of Chicago,UnitedStates,63.6,71.3,71.9,80.0,,229.3,免费评估
8,Technical University of Denmark,Denmark,68.9,70.1,79.6,71.3,,226.3,免费评估
9,Georgia Institute of Technology,UnitedStates,53.2,74.2,71.8,80.6,,222.3,免费评估
10,帝国理工学院Imperial College London,UnitedKingdom,60.9,72.7,80.8,71.9,,221.7,免费评估
11,Northwestern University,UnitedStates,29.1,97.7,82.3,73.1,,216.4,免费评估
12,The University of Texas at Austin,UnitedStates,60.0,76.7,57.7,66.2,,214.4,免费评估
13,University of Science and Technology of China,China,78.2,70.8,52.9,54.6,,214.3,免费评估
14,Huazhong University of Science and Technology,China,67.8,75.8,52.1,59.2,,213.2,免费评估
15,Seoul National University,SouthKorea,60.0,66.1,53.6,74.3,,211.1,免费评估
15,Peking University,China,56.2,74.6,57.1,68.8,,211.1,免费评估
17,牛津大学University of Oxford,UnitedKingdom,41.3,91.4,82.8,59.2,,208.5,免费评估
18,Ulsan National Institute of Science and Technology,SouthKorea,38.7,82.3,55.0,75.5,,207.4,免费评估
19,California Institute of Technology,UnitedStates,33.6,83.9,73.5,74.9,,207.2,免费评估
19,Zhejiang University,China,75.2,69.4,52.4,52.1,,207.2,免费评估
21,剑桥大学University of Cambridge,UnitedKingdom,50.3,74.2,78.3,66.2,,206.4,免费评估
22,South China University of Technology,China,63.8,76.9,52.5,53.8,,204.9,免费评估
23,Shanghai Jiao Tong University,China,74.6,69.4,56.1,46.8,,202.0,免费评估
24,National University of Singapore,Singapore,58.3,80.8,74.9,47.8,,201.8,免费评估
25,Xian Jiao Tong University,China,80.2,72.3,48.3,37.5,,199.6,免费评估
26,University of Washington,UnitedStates,33.0,90.1,84.7,59.2,,199.3,免费评估
27,Fudan University,China,46.5,78.2,64.1,60.0,,197.5,免费评估
28,Karlsruhe Institute of Technology (KIT),Germany,70.9,64.7,78.8,45.9,,197.3,免费评估
29,Korea Advanced Institute of Science and Technology,SouthKorea,59.2,64.2,52.6,61.4,,195.3,免费评估
30,Monash University,Australia,42.3,76.4,82.2,59.2,,194.4,免费评估
31,Soochow University (China),China,38.2,90.2,62.6,53.0,,194.0,免费评估
32,University of Erlangen-Nuremberg,Germany,33.0,73.0,76.5,72.5,,193.8,免费评估
33,University of Michigan-Ann Arbor,UnitedStates,55.5,75.3,71.2,48.7,,193.7,免费评估
34,Tianjin University,China,72.7,71.8,52.4,38.6,,193.6,免费评估
35,King Abdullah University of Science and Technology,SaudiArabia,37.6,81.2,94.7,54.6,,192.4,免费评估
36,Pohang University of Science and Technology,SouthKorea,36.8,71.6,57.5,71.3,,191.2,免费评估
37,Dalian University of Technology,China,58.3,70.8,54.3,50.4,,190.4,免费评估
38,Sungkyunkwan University,SouthKorea,38.0,79.7,59.8,57.7,,187.4,免费评估
39,The University of New South Wales,Australia,55.7,83.3,77.1,32.4,,186.9,免费评估
40,Swiss Federal Institute of Technology Zurich,Switzerland,49.0,73.2,78.9,48.7,,186.7,免费评估
41,The Hong Kong University of Science and Technology,China-HongKong,31.9,98.1,53.1,44.9,,185.5,免费评估
42,University of Wisconsin - Madison,UnitedStates,46.8,72.3,65.6,53.0,,185.2,免费评估
43,"University of California, Santa Barbara",UnitedStates,24.3,79.5,84.0,63.5,,184.1,免费评估
44,University of Wollongong,Australia,37.4,83.5,89.3,44.9,,183.8,免费评估
45,University of Massachusetts Amherst,UnitedStates,23.6,94.9,77.1,49.6,,183.5,免费评估
46,Hanyang University,SouthKorea,50.3,70.1,60.4,49.6,,182.1,免费评估
47,Harbin Institute of Technology,China,70.4,66.8,54.7,33.8,,182.0,免费评估
48,KTH Royal Institute of Technology,Sweden,57.1,64.7,84.6,42.9,,181.7,免费评估
49,Princeton University,UnitedStates,52.8,69.6,76.3,43.9,,181.6,免费评估
50,"University of Maryland, College Park",UnitedStates,43.4,72.7,73.9,48.7,,179.6,免费评估
