Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,86.0%,91.3%,67.0%,642,96.6%,100.0,免费评估
2,帝国理工学院Imperial College London,86.5%,94.3%,61.5%,563,93.3%,97.4,免费评估
3,巴斯大学University of Bath,86.4%,92.3%,52.9%,507,95.6%,95.3,免费评估
4,南安普顿大学University of Southampton,89.2%,93.8%,52.3%,468,90.5%,94.1,免费评估
5,谢菲尔德大学The University of Sheffield,84.8%,88.6%,43.1%,463,94.2%,92.1,免费评估
6,爱丁堡大学The University of Edinburgh,77.2%,90.1%,50.3%,473,93.2%,91.8,免费评估
6,邓迪大学University of Dundee,87.4%,92.2%,46.2%,431,89.6%,91.8,免费评估
8,格拉斯哥大学University of Glasgow,77.3%,86.2%,47.2%,480,92.2%,90.8,免费评估
9,布拉德福德大学University of Bradford,75.8%,83.8%,52.3%,511,87.9%,90.6,免费评估
10,斯旺西大学Swansea University,82.1%,85.3%,45.5%,339,97.3%,89.3,免费评估
10,利兹大学University of Leeds,86.9%,90.6%,32.0%,416,88.8%,89.3,免费评估
12,纽卡斯尔大学Newcastle University,81.8%,89.8%,40.9%,385,90.8%,89.0,免费评估
13,Cardiff University,75.2%,89.1%,35.0%,432,94.8%,88.8,免费评估
14,诺丁汉大学University of Nottingham,79.7%,86.3%,40.8%,417,89.2%,88.6,免费评估
14,赫瑞瓦特大学Heriot Watt University,77.9%,85.4%,47.8%,417,87.6%,88.6,免费评估
16,拉夫堡大学Loughborough University,84.5%,90.3%,26.9%,391,92.6%,88.4,免费评估
17,伯明翰大学University of Birmingham,85.6%,91.1%,21.9%,420,90.1%,88.3,免费评估
18,诺桑比亚大学Northumbria University,85.6%,79.4%,30.7%,343,100.0%,88.1,免费评估
19,曼彻斯特大学The University of Manchester,79.0%,84.3%,36.4%,414,87.7%,87.3,免费评估
20,萨里大学University of Surrey,80.0%,90.5%,30.8%,421,84.3%,87.1,免费评估
21,思克莱德大学University of Strathclyde,77.5%,86.1%,35.7%,429,84.8%,86.9,免费评估
22,阿伯丁大学University of Aberdeen,77.1%,78.4%,28.4%,402,96.4%,86.7,免费评估
23,埃克塞特大学University of Exeter,70.8%,79.3%,36.4%,432,92.4%,86.4,免费评估
24,英国女王大学Queen's University Belfast,75.0%,90.3%,31.3%,368,88.5%,85.8,免费评估
25,利物浦大学The University of Liverpool,74.4%,82.5%,32.1%,381,88.5%,85.1,免费评估
26,阿伯泰邓迪大学University of Abertay Dundee,90.0%,93.4%,16.3%,320,79.2%,84.3,免费评估
27,阿尔斯特大学University of Ulster,87.3%,92.6%,,280,94.0%,83.9,免费评估
27,Coventry University,88.9%,93.8%,10.3%,292,84.7%,83.9,免费评估
29,西苏格兰大学University of the West of Scotland,93.6%,92.3%,9.0%,260,82.7%,83.4,免费评估
30,布鲁内尔大学Brunel University,77.9%,89.0%,23.7%,340,76.7%,82.3,免费评估
30,利物浦约翰摩尔斯大学Liverpool John Moores University,79.2%,86.0%,,345,90.7%,82.3,免费评估
30,布拉德福德大学University of Bradford,80.1%,87.2%,17.8%,298,83.9%,82.3,免费评估
33,德比大学University of Derby,79.5%,80.0%,6.7%,236,100.0%,81.8,免费评估
34,伦敦大学学院University College London,55.3%,72.7%,23.1%,494,88.2%,81.6,免费评估
35,诺丁汉特伦特大学Nottingham Trent University,81.2%,88.1%,,281,87.9%,80.9,免费评估
35,伦敦城市大学City University London,76.2%,78.3%,20.2%,342,80.2%,80.9,免费评估
37,西英格兰大学University of the West of England,86.4%,86.9%,10.6%,276,76.2%,80.5,免费评估
38,索尔福德大学University of Salford,81.3%,83.6%,19.6%,284,75.8%,80.3,免费评估
39,布莱顿大学University of Brighton,80.6%,85.6%,5.1%,303,81.1%,80.2,免费评估
40,普利茅斯大学University of Plymouth,86.2%,88.0%,,284,79.1%,80.1,免费评估
41,南威尔士大学The University of South Wales,79.3%,82.9%,,284,88.0%,80.0,免费评估
41,蒂赛德大学Teesside University,85.2%,90.3%,5.8%,320,70.5%,80.0,免费评估
43,朴茨茅斯大学University of Portsmouth,76.3%,84.2%,9.1%,297,82.4%,79.8,免费评估
43,格林威治大学The University of Greenwich,87.8%,92.2%,5.5%,304,67.6%,79.8,免费评估
45,剑桥安鲁大学Anglia Ruskin University,79.2%,81.8%,5.2%,260,85.7%,79.4,免费评估
46,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,62.5%,74.4%,9.1%,370,85.7%,78.3,免费评估
47,东伦敦大学University of East London,81.2%,86.4%,2.3%,274*,73.0%,77.8,免费评估
48,龙比亚大学Napier University,66.0%,82.9%,7.7%,327,75.3%,76.8,免费评估
49,伦敦南岸大学London South Bank University,77.9%,83.7%,19.6%,274,60.9%,76.4,免费评估
50,金斯顿大学Kingston University,75.4%,84.2%,2.9%,285,62.0%,74.5,免费评估
51,利兹贝克特大学Leeds Beckett University,60.7%,72.8%,5.6%,212,88.5%,74.3,免费评估
52,波尔顿大学University of Bolton,70.7%,82.7%,,220*,66.7%,72.6,免费评估
53,泰晤士河谷大学Thames Valley University,80.0%,88.4%,,224,50.0%,71.8,免费评估
