Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,245.0,4.1,3.65,84,100.0,免费评估
2,牛津大学University of Oxford,235.0,3.96,3.58,80,97.8,免费评估
3,帝国理工学院Imperial College London,216.0,4.12,3.43,80,97.1,免费评估
4,萨里大学University of Surrey,187.0,4.52,3.08,86,96.8,免费评估
5,谢菲尔德大学The University of Sheffield,159.0,4.44,3.15,96,96.4,免费评估
6,伯明翰大学University of Birmingham,161.0,4.13,3.11,86,93.9,免费评估
7,拉夫堡大学Loughborough University,161.0,4.17,3.08,86,93.7,免费评估
8,斯旺西大学Swansea University,124.0,4.13,3.29,94,92.7,免费评估
9,埃克塞特大学University of Exeter,135.0,4.2,3.18,88,92.2,免费评估
10,曼彻斯特大学The University of Manchester,180.0,4.11,3.19,74,92.2,免费评估
11,伦敦大学玛丽女王学院Queen Mary University of London,146.0,4.04,3.07,70,89.8,免费评估
12,伯恩茅斯大学Bournemouth University,122.0,4.23,2.31,70,86.2,免费评估
13,谢菲尔德哈莱姆大学Sheffield Hallam University,133.0,3.87,2.55,58,84.8,免费评估
14,哈德斯菲尔德大学University of Huddersfield,127.0,3.95,2.48,68,84.7,免费评估
15,朴茨茅斯大学University of Portsmouth,113.0,3.73,2.46,74,83.9,免费评估
16,利物浦约翰摩尔斯大学Liverpool John Moores University,133.0,4.25,2.69,48,83.5,免费评估
17,德比大学University of Derby,107.0,3.97,1.67,64,82.6,免费评估
18,圣大卫三一学院University of Wales Trinity Saint David,,4.35,1.75,40,81.8,免费评估
19,剑桥安鲁大学Anglia Ruskin University,91.0,4.31,,46,78.1,免费评估
20,波尔顿大学University of Bolton,108.0,4.21,,40,77.8,免费评估
