Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,583.0,4.31,3.2,88.0,100.0,免费评估
2,杜伦大学Durham University,585.0,4.17,2.98,86.0,98.1,免费评估
3,牛津大学University of Oxford,548.0,4.07,2.88,78.0,95.4,免费评估
4,萨里大学University of Surrey,458.0,4.78,3.01,,95.3,免费评估
5,纽卡斯尔大学Newcastle University,419.0,4.32,3.04,86.0,94.4,免费评估
6,圣安德鲁斯大学University of St Andrews,487.0,4.47,2.84,78.0,94.3,免费评估
7,华威大学The University of Warwick,444.0,4.37,3.09,,94.0,免费评估
8,伯明翰大学University of Birmingham,416.0,4.35,2.9,82.0,93.6,免费评估
9,伦敦大学学院University College London,487.0,3.87,3.0,76.0,93.2,免费评估
10,埃克塞特大学University of Exeter,459.0,4.07,2.84,78.0,92.6,免费评估
11,巴斯大学University of Bath,424.0,4.22,2.81,82.0,92.6,免费评估
12,南安普顿大学University of Southampton,411.0,4.1,3.23,76.0,92.3,免费评估
13,约克大学The University of York,419.0,4.32,3.16,,92.2,免费评估
14,布里斯托大学University of Bristol,446.0,4.09,2.89,76.0,92.2,免费评估
15,兰卡斯特大学Lancaster University,417.0,3.82,3.14,78.0,92.1,免费评估
16,"伦敦大学伯克贝克学院Birkbeck, University Of London",,4.32,2.94,,91.9,免费评估
17,King's College London,423.0,4.18,3.0,72.0,91.7,免费评估
18,肯特大学University of Kent,345.0,4.11,3.24,80.0,91.5,免费评估
19,诺丁汉大学University of Nottingham,395.0,3.99,2.92,78.0,91.4,免费评估
20,英国女王大学Queen's University Belfast,384.0,4.32,3.23,68.0,91.2,免费评估
21,利兹大学University of Leeds,425.0,4.08,2.91,74.0,90.9,免费评估
22,爱丁堡大学The University of Edinburgh,478.0,3.82,2.96,68.0,90.4,免费评估
23,赫瑞瓦特大学Heriot Watt University,443.0,4.07,2.82,72.0,90.4,免费评估
24,曼彻斯特大学The University of Manchester,400.0,4.17,3.16,66.0,90.4,免费评估
25,阿伯丁大学University of Aberdeen,449.0,3.92,2.71,,90.3,免费评估
26,谢菲尔德大学The University of Sheffield,386.0,4.07,2.98,70.0,89.9,免费评估
27,雷丁大学University of Reading,331.0,4.24,2.96,,89.3,免费评估
28,东英吉利大学University of East Anglia,397.0,4.38,3.08,62.0,89.3,免费评估
29,莱斯特大学University of Leicester,370.0,4.38,2.49,72.0,89.0,免费评估
30,斯特林大学University of Stirling,390.0,3.85,3.0,68.0,88.6,免费评估
31,阿斯顿大学Aston University,335.0,4.21,2.8,74.0,88.5,免费评估
32,利物浦大学The University of Liverpool,364.0,4.31,2.95,62.0,88.1,免费评估
33,伦敦大学皇家霍洛威学院Royal Holloway University of London,340.0,4.08,3.13,62.0,87.9,免费评估
34,亚伯大学Aberystwyth University,276.0,4.51,2.25,78.0,87.4,免费评估
35,Cardiff,372.0,3.91,3.21,60.0,87.2,免费评估
36,伦敦大学玛丽女王学院Queen Mary University of London,328.0,3.82,3.04,68.0,87.1,免费评估
37,埃塞克斯大学University of Essex,321.0,4.28,3.2,60.0,87.1,免费评估
38,曼彻斯特城市大学Manchester Metropolitan University,326.0,4.25,3.07,60.0,86.5,免费评估
39,朴茨茅斯大学University of Portsmouth,270.0,3.9,2.89,72.0,86.5,免费评估
40,格拉斯哥大学University of Glasgow,394.0,4.21,2.71,56.0,86.4,免费评估
41,赫尔大学The University of Hull,299.0,3.8,2.8,70.0,85.8,免费评估
42,斯旺西大学Swansea University,261.0,4.11,2.77,70.0,85.7,免费评估
43,诺丁汉特伦特大学Nottingham Trent University,308.0,4.32,2.64,66.0,85.0,免费评估
44,萨塞克斯大学University of Sussex,,4.15,,72.0,84.6,免费评估
45,阿尔斯特大学University of Ulster,311.0,3.74,2.42,,84.3,免费评估
46,思克莱德大学University of Strathclyde,464.0,4.34,,52.0,84.3,免费评估
47,考文垂大学Coventry University,291.0,4.55,,70.0,84.1,免费评估
48,利兹贝克特大学Leeds Beckett University,,3.68,,76.0,83.9,免费评估
49,切斯特大学University of Chester,255.0,3.99,2.08,68.0,83.2,免费评估
50,班戈大学Bangor University,295.0,4.33,3.13,34.0,81.5,免费评估
51,威斯敏斯特大学University of Westminster,292.0,4.0,,,80.5,免费评估
52,中央兰开夏大学University of Central Lancashire,274.0,4.03,,54.0,79.1,免费评估
