Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,646.0,4.05,3.35,94.0,100.0,免费评估
2,巴斯大学University of Bath,544.0,4.29,2.6,92.0,93.7,免费评估
3,帝国理工学院Imperial College London,555.0,4.09,3.05,74.0,91.5,免费评估
4,南安普顿大学University of Southampton,483.0,4.18,2.7,88.0,91.0,免费评估
5,布里斯托大学University of Bristol,532.0,3.59,3.0,84.0,90.5,免费评估
6,谢菲尔德大学The University of Sheffield,446.0,3.91,3.0,86.0,89.9,免费评估
7,拉夫堡大学Loughborough University,429.0,4.08,2.85,84.0,88.9,免费评估
8,萨里大学University of Surrey,453.0,4.05,2.9,80.0,88.8,免费评估
9,利兹大学University of Leeds,437.0,4.35,2.95,72.0,88.2,免费评估
10,曼彻斯特大学The University of Manchester,444.0,4.13,2.9,74.0,87.6,免费评估
11,西英格兰大学University of the West of England,317.0,4.15,2.55,94.0,86.5,免费评估
12,格拉斯哥大学University of Glasgow,476.0,3.49,2.4,86.0,85.7,免费评估
13,伯明翰大学University of Birmingham,,3.8,2.8,,85.3,免费评估
14,诺丁汉大学University of Nottingham,410.0,3.99,2.95,68.0,84.9,免费评估
15,布鲁内尔大学Brunel University,373.0,4.19,2.5,78.0,84.5,免费评估
16,思克莱德大学University of Strathclyde,470.0,3.97,2.52,68.0,84.3,免费评估
17,英国女王大学Queen's University Belfast,380.0,4.12,2.75,68.0,83.5,免费评估
18,德蒙福特大学De Montfort University,,3.99,2.45,,83.3,免费评估
19,利物浦大学The University of Liverpool,404.0,3.7,2.7,72.0,83.0,免费评估
20,斯旺西大学Swansea University,345.0,3.95,2.5,78.0,82.6,免费评估
21,伦敦大学玛丽女王学院Queen Mary University of London,382.0,4.08,2.3,72.0,81.9,免费评估
22,哈德斯菲尔德大学University of Huddersfield,,3.93,2.3,,81.2,免费评估
23,索尔福德大学University of Salford,316.0,3.86,2.45,76.0,80.6,免费评估
24,阿斯顿大学Aston University,374.0,3.9,2.3,70.0,80.4,免费评估
25,普利茅斯大学University of Plymouth,256.0,4.07,2.05,86.0,79.9,免费评估
26,赫特福德大学University of Hertfordshire,334.0,3.7,2.4,74.0,79.7,免费评估
27,伦敦城市大学City University London,353.0,4.01,2.45,62.0,79.3,免费评估
28,波尔顿大学University of Bolton,,3.92,2.1,,79.0,免费评估
29,朴茨茅斯大学University of Portsmouth,291.0,3.97,2.35,68.0,78.1,免费评估
30,考文垂大学Coventry University,304.0,4.37,1.9,68.0,77.9,免费评估
31,西苏格兰大学University of the West of Scotland,345.0,3.65,,84.0,77.1,免费评估
32,赫尔大学The University of Hull,,4.22,,72.0,76.9,免费评估
33,金斯顿大学Kingston University,313.0,3.75,1.95,64.0,74.8,免费评估
34,布莱顿大学University of Brighton,336.0,3.81,2.7,38.0,73.9,免费评估
35,南威尔士大学The University of South Wales,319.0,3.84,1.55,64.0,73.2,免费评估
36,利物浦约翰摩尔斯大学Liverpool John Moores University,193.0,4.15,2.7,46.0,73.0,免费评估
37,斯塔福德郡大学Staffordshire University,222.0,3.93,,74.0,72.5,免费评估
38,曼彻斯特城市大学Manchester Metropolitan University,296.0,4.05,2.15,42.0,71.8,免费评估
39,高地与群岛大学University of the Highlands and Islands,,4.05,,54.0,70.5,免费评估
40,谢菲尔德哈莱姆大学Sheffield Hallam University,277.0,3.49,,66.0,70.4,免费评估
