Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,牛津大学University of Oxford,United Kingdom,100.0,72.7,73.1,100.0,,287.4,免费评估
2,Utrecht University,Netherlands,77.0,77.3,89.2,76.0,,248.1,免费评估
3,剑桥大学University of Cambridge,United Kingdom,82.0,69.9,74.3,77.3,,244.1,免费评估
4,杜伦大学Durham University,United Kingdom,70.5,77.9,76.0,72.6,,236.2,免费评估
5,伦敦大学学院University College London,United Kingdom,77.4,70.6,67.6,67.1,,228.6,免费评估
6,Stockholm University,Sweden,64.7,76.1,93.7,68.7,,228.2,免费评估
7,The Australian National University,Australia,78.6,69.9,64.2,65.0,,226.4,免费评估
8,University of Wageningen,Netherlands,61.7,78.3,84.3,66.9,,223.7,免费评估
9,The University of Queensland,Australia,67.0,71.3,74.8,67.3,,220.5,免费评估
9,University of Copenhagen,Denmark,69.1,69.7,87.8,64.1,,220.5,免费评估
11,Swiss Federal Institute of Technology Zurich,Switzerland,63.7,71.0,94.5,64.8,,218.4,免费评估
12,University of British Columbia,Canada,68.0,68.6,70.9,65.6,,216.4,免费评估
13,University of Colorado at Boulder,United States,66.8,72.3,73.8,62.1,,216.0,免费评估
14,利兹大学University of Leeds,United Kingdom,69.4,66.6,72.7,65.2,,215.7,免费评估
15,University of Bern,Switzerland,63.3,70.2,96.3,61.5,,214.2,免费评估
16,埃克塞特大学University of Exeter,United Kingdom,62.3,72.5,73.5,64.3,,213.9,免费评估
17,Université Grenoble Alpes,France,57.3,77.5,89.5,61.0,,213.7,免费评估
18,University of Washington,United States,61.2,76.3,71.4,59.6,,211.3,免费评估
19,The University of Melbourne,Australia,67.7,66.6,69.1,62.6,,210.7,免费评估
20,南安普顿大学University of Southampton,United Kingdom,61.8,68.6,79.7,62.6,,209.0,免费评估
21,Columbia University,United States,59.1,72.5,80.8,58.7,,206.5,免费评估
22,曼彻斯特大学The University of Manchester,United Kingdom,65.9,70.4,61.4,57.7,,206.4,免费评估
22,University of Toronto,Canada,68.3,64.0,68.3,60.6,,206.4,免费评估
24,University of Zurich,Switzerland,55.5,74.4,90.6,57.5,,205.6,免费评估
25,"University of California, Berkeley",United States,58.4,74.6,72.5,58.0,,205.5,免费评估
26,布里斯托大学University of Bristol,United Kingdom,61.9,70.8,80.7,56.5,,205.4,免费评估
27,Aarhus University,Denmark,57.4,68.4,95.9,59.4,,204.4,免费评估
28,谢菲尔德大学The University of Sheffield,United Kingdom,63.4,66.8,68.7,60.3,,204.2,免费评估
29,National University of Singapore,Singapore,71.8,62.3,68.4,56.3,,204.0,免费评估
30,The Ohio State University - Columbus,United States,61.0,69.7,74.1,58.2,,203.7,免费评估
31,爱丁堡大学The University of Edinburgh,United Kingdom,62.1,66.6,71.7,59.9,,202.9,免费评估
32,东英吉利大学University of East Anglia,United Kingdom,44.4,90.1,81.7,51.4,,202.2,免费评估
33,伦敦大学皇家霍洛威学院Royal Holloway University of London,United Kingdom,55.8,72.5,74.2,58.0,,201.2,免费评估
34,亚伯大学Aberystwyth University,United Kingdom,56.4,74.4,76.6,55.0,,201.1,免费评估
35,Lund University,Sweden,58.5,69.3,85.5,55.8,,200.6,免费评估
35,VU University Amsterdam,Netherlands,57.8,65.6,90.9,58.9,,200.6,免费评估
37,Arizona State University,United States,58.8,69.9,61.0,57.7,,198.6,免费评估
38,"University of Minnesota, Twin Cities",United States,57.7,66.3,77.1,57.7,,197.2,免费评估
39,Ghent University,Belgium,59.7,64.9,85.5,54.3,,196.0,免费评估
40,University of Helsinki,Finland,56.2,65.4,82.2,57.5,,195.5,免费评估
41,University of Bergen,Norway,54.9,69.7,92.7,52.2,,195.3,免费评估
42,University of Wisconsin - Madison,United States,60.8,65.9,66.4,55.3,,195.2,免费评估
43,"University of California, Santa Barbara",United States,49.4,76.5,73.1,54.0,,194.5,免费评估
44,Wuhan University,China,61.2,65.4,66.5,53.7,,193.7,免费评估
45,纽卡斯尔大学Newcastle University,United Kingdom,55.5,74.0,64.6,51.1,,193.5,免费评估
46,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,57.1,73.6,57.9,50.3,,192.6,免费评估
47,Peking University,China,53.0,72.5,81.2,50.6,,192.3,免费评估
48,Beijing Normal University,China,60.8,66.1,76.2,50.0,,192.1,免费评估
49,University of Oslo,Norway,51.3,78.1,77.2,47.1,,191.9,免费评估
50,"University of California, Los Angeles",United States,55.3,73.4,61.0,44.7,,185.6,免费评估
50,University of Florida,United States,57.0,62.0,61.5,54.3,,185.6,免费评估
