Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,,1.5,,90.0,100.0,免费评估
2,牛津大学University of Oxford,86.0,1.3,582.0,88.0,99.8,免费评估
3,巴斯大学University of Bath,82.0,1.3,470.0,87.0,93.5,免费评估
4,华威大学The University of Warwick,81.0,1.3,482.0,82.0,92.2,免费评估
5,伦敦政治经济学院The London School of Economics and Political Science,74.0,1.3,511.0,90.0,91.0,免费评估
6,拉夫堡大学Loughborough University,87.0,0.9,441.0,80.0,90.8,免费评估
7,兰卡斯特大学Lancaster University,83.0,1.3,400.0,84.0,90.6,免费评估
8,埃克塞特大学University of Exeter,84.0,0.9,521.0,82.0,89.5,免费评估
10,伦敦国王学院King's College London,79.0,1.3,457.0,74.0,88.4,免费评估
11,卡迪夫大学Cardiff University,78.0,1.4,416.0,75.0,87.8,免费评估
12,思克莱德大学University of Strathclyde,83.0,1.2,450.0,63.0,87.0,免费评估
13,伦敦城市大学City University London,82.0,0.9,447.0,72.0,85.5,免费评估
14,诺丁汉大学University of Nottingham,77.0,1.1,412.0,78.0,84.8,免费评估
15,利兹大学University of Leeds,76.0,1.1,427.0,74.0,84.1,免费评估
16,杜伦大学Durham University,81.0,0.9,397.0,71.0,83.2,免费评估
17,阿斯顿大学Aston University,77.0,0.9,406.0,77.0,83.0,免费评估
18,格拉斯哥大学University of Glasgow,79.0,0.8,441.0,66.0,81.9,免费评估
19,南安普顿大学University of Southampton,78.0,0.9,400.0,71.0,81.7,免费评估
20,伦敦大学亚非学院SOAS University of London,,0.5,467.0,,81.4,免费评估
21,曼彻斯特大学The University of Manchester,73.0,1.2,406.0,70.0,81.3,免费评估
22,谢菲尔德大学The University of Sheffield,77.0,0.9,397.0,69.0,81.1,免费评估
23,雷丁大学University of Reading,79.0,0.7,369.0,75.0,80.5,免费评估
24,爱丁堡大学The University of Edinburgh,74.0,0.7,444.0,66.0,78.7,免费评估
25,萨塞克斯大学University of Sussex,75.0,0.9,367.0,70.0,78.6,免费评估
26,利物浦大学The University of Liverpool,78.0,0.7,381.0,65.0,78.4,免费评估
27,伯明翰大学University of Birmingham,67.0,1.0,426.0,76.0,78.1,免费评估
28,赫瑞瓦特大学Heriot Watt University,78.0,0.7,360.0,70.0,77.9,免费评估
29,萨里大学University of Surrey,75.0,0.7,390.0,69.0,77.8,免费评估
30,纽卡斯尔大学Newcastle University,72.0,0.7,392.0,76.0,77.5,免费评估
31,阿伯丁大学University of Aberdeen,80.0,0.9,386.0,63.0,77.3,免费评估
34,罗伯特高登大学The Robert Gordon University,84.0,,328.0,87.0,76.8,免费评估
36,伦敦大学学院University College London,80.0,,413.0,69.0,75.6,免费评估
37,约克大学The University of York,70.0,0.7,389.0,71.0,75.1,免费评估
38,赫尔大学The University of Hull,78.0,0.6,294.0,70.0,75.0,免费评估
39,基尔大学Keele University,76.0,0.7,296.0,70.0,74.9,免费评估
40,林肯大学University of Lincoln,85.0,0.7,355.0,64.0,74.8,免费评估
42,伦敦大学皇家霍洛威学院Royal Holloway University of London,72.0,0.9,384.0,57.0,74.7,免费评估
43,斯特林大学University of Stirling,79.0,0.6,346.0,54.0,74.5,免费评估
44,哈珀亚当斯大学Harper Adams University,,,288.0,85.0,74.2,免费评估
45,布鲁内尔大学Brunel University,75.0,0.7,364.0,60.0,74.1,免费评估
46,英国女王大学Queen's University Belfast,84.0,1.0,373.0,54.0,73.8,免费评估
49,埃塞克斯大学University of Essex,75.0,0.8,325.0,57.0,73.2,免费评估
50,伦敦大学玛丽女王学院Queen Mary University of London,72.0,0.9,375.0,51.0,73.0,免费评估
51,邓迪大学University of Dundee,82.0,,354.0,61.0,72.6,免费评估
52,布拉德福德大学University of Bradford,79.0,0.8,253.0,53.0,72.0,免费评估
53,布莱顿大学University of Brighton,77.0,0.9,270.0,51.0,71.9,免费评估
54,牛津布鲁克斯大学Oxford Brookes University,78.0,0.4,316.0,60.0,71.8,免费评估
55,朴茨茅斯大学University of Portsmouth,76.0,0.5,294.0,63.0,71.6,免费评估
56,诺桑比亚大学Northumbria University,76.0,0.2,334.0,64.0,71.2,免费评估
57,伯恩茅斯大学Bournemouth University,73.0,0.4,333.0,62.0,70.3,免费评估
58,龙比亚大学Napier University,76.0,0.2,300.0,67.0,70.1,免费评估
59,西英格兰大学University of the West of England,75.0,0.3,291.0,63.0,69.8,免费评估
60,谢菲尔德哈莱姆大学Sheffield Hallam University,76.0,0.4,299.0,58.0,69.6,免费评估
61,哈德斯菲尔德大学University of Huddersfield,74.0,0.4,294.0,69.0,69.4,免费评估
63,普利茅斯大学University of Plymouth,81.0,,286.0,67.0,69.1,免费评估
65,考文垂大学Coventry University,79.0,0.2,277.0,55.0,68.8,免费评估
66,诺丁汉特伦特大学Nottingham Trent University,69.0,0.4,298.0,69.0,68.6,免费评估
67,格拉摩根大学University of Glamorgan,80.0,0.3,274.0,48.0,68.2,免费评估
68,格林威治大学The University of Greenwich,83.0,0.3,245.0,42.0,68.0,免费评估
69,巴斯斯巴大学Bath Spa University,80.0,,293.0,51.0,67.7,免费评估
70,阿尔斯特大学University of Ulster,78.0,0.5,270.0,44.0,67.6,免费评估
71,索尔福德大学University of Salford,72.0,0.7,265.0,51.0,67.5,免费评估
72,斯塔福德郡大学Staffordshire University,76.0,0.5,222.0,56.0,67.4,免费评估
73,金斯顿大学Kingston University,74.0,0.7,291.0,62.0,67.0,免费评估
76,斯旺西大学Swansea University,68.0,0.6,327.0,48.0,66.3,免费评估
77,切斯特大学University of Chester,74.0,,257.0,67.0,66.0,免费评估
78,亚伯大学Aberystwyth University,72.0,0.4,296.0,61.0,65.9,免费评估
81,Leeds Trinity University College,80.0,,224.0,56.0,65.7,免费评估
82,皇家农学院Royal Agricultural University,74.0,,277.0,61.0,65.6,免费评估
83,奇切斯特大学University of Chichester,82.0,,237.0,45.0,65.3,免费评估
84,桑德兰大学University of Sunderland,80.0,,273.0,43.0,65.1,免费评估
85,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,75.0,0.3,335.0,37.0,65.0,免费评估
86,西苏格兰大学University of the West of Scotland,74.0,0.4,264.0,43.0,64.7,免费评估
87,约克圣约翰大学York St John University,80.0,,246.0,45.0,64.4,免费评估
88,蒂赛德大学Teesside University,76.0,,268.0,58.0,63.9,免费评估
90,卡迪夫都市大学Cardiff Metropolitan University,74.0,0.1,267.0,50.0,63.7,免费评估
91,伦敦南岸大学London South Bank University,79.0,0.3,188.0,40.0,63.2,免费评估
92,阿伯泰邓迪大学University of Abertay Dundee,,,272.0,51.0,63.0,免费评估
94,玛格利特女王学校Queen Margaret's School,,,286.0,63.0,62.8,免费评估
97,北安普顿大学The University of Northampton,76.0,0.3,218.0,42.0,62.4,免费评估
98,利物浦约翰摩尔斯大学Liverpool John Moores University,73.0,0.1,284.0,45.0,62.0,免费评估
99,格罗斯特大学University of Gloucestershire,66.0,0.1,274.0,61.0,61.7,免费评估
100,南安普顿索伦特大学Southampton Solent University,71.0,,251.0,53.0,61.1,免费评估
101,罗汉普顿大学Roehampton University,74.0,,217.0,51.0,61.0,免费评估
102,波尔顿大学University of Bolton,76.0,0.1,214.0,41.0,60.9,免费评估
103,纽波特大学University of Wales Newport,82.0,,228.0,54.0,60.8,免费评估
105,伍斯特大学University of Worcester,73.0,,289.0,39.0,60.6,免费评估
106,利兹都会大学Leeds Metropolitan University,67.0,0.2,254.0,52.0,60.4,免费评估
107,艾芝西尔大学Edge Hill University,71.0,,246.0,48.0,59.8,免费评估
108,德比大学University of Derby,70.0,,261.0,47.0,59.6,免费评估
109,新白金汉大学Buckinghamshire New University,71.0,0.2,201.0,47.0,59.5,免费评估
110,西伦敦大学University of West London,76.0,,186.0,41.0,59.1,免费评估
111,东伦敦大学University of East London,73.0,,190.0,46.0,58.4,免费评估
112,剑桥安鲁大学Anglia Ruskin University,68.0,,213.0,53.0,58.0,免费评估
114,贝德福德大学University of Bedfordshire,72.0,0.2,170.0,36.0,56.2,免费评估
115,伦敦都市大学London Metropolitan University,63.0,0.2,222.0,40.0,53.9,免费评估
116,哥比亚大学University of Cumbria,60.0,,213.0,40.0,50.4,免费评估
117,伦敦艺术大学University of the Arts London,54.0,,199.0,51.0,49.0,免费评估
