Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,华威大学The University of Warwick,85.0,4.4,431,67,100.0,免费评估
2,伦敦大学玛丽女王学院Queen Mary University of London,84.0,5.7,389,57,97.2,免费评估
3,格拉斯哥大学University of Glasgow,87.0,5.0,401,50,95.5,免费评估
4,埃克塞特大学University of Exeter,86.0,4.4,417,51,94.4,免费评估
5,兰卡斯特大学Lancaster University,73.0,4.0,362,75,91.6,免费评估
6,伦敦大学皇家霍洛威学院Royal Holloway University of London,77.0,4.4,391,58,91.2,免费评估
6,"中央演讲与戏剧学院Central School of Speech & Drama, U of London",80.0,2.6,330,80,91.2,免费评估
8,曼彻斯特大学The University of Manchester,70.0,5.3,412,58,91.0,免费评估
9,伯明翰大学University of Birmingham,78.0,2.9,390,68,90.7,免费评估
10,布里斯托大学University of Bristol,57.0,5.0,444,59,86.2,免费评估
11,萨塞克斯大学University of Sussex,84.0,,377,69,86.0,免费评估
12,拉夫堡大学Loughborough University,82.0,2.2,384,53,85.9,免费评估
13,萨里大学University of Surrey,64.0,3.0,361,74,84.7,免费评估
14,肯特大学University of Kent,76.0,4.3,329,53,84.6,免费评估
15,苏格兰皇家音乐学院Royal Conservatoire of Scotland,,,318,74,83.5,免费评估
16,东英吉利大学University of East Anglia,86.0,,428,46,83.1,免费评估
17,赫尔大学The University of Hull,83.0,2.4,309,55,82.7,免费评估
17,利兹大学University of Leeds,69.0,3.4,369,57,82.7,免费评估
19,亚伯大学Aberystwyth University,81.0,3.7,287,48,81.1,免费评估
20,雷丁大学University of Reading,76.0,3.6,338,45,80.9,免费评估
21,伦敦大学金史密斯学院Goldsmiths University of London,69.0,3.2,377,48,80.0,免费评估
22,埃塞克斯大学University of Essex,78.0,2.4,292,56,79.8,免费评估
23,阿伯丁大学University of Aberdeen,83.0,3.0,290,44,79.5,免费评估
24,英国女王大学Queen's University Belfast,76.0,2.6,356,41,78.4,免费评估
25,罗汉普顿大学Roehampton University,71.0,4.2,284,47,77.4,免费评估
26,米德塞斯大学Middlesex University,72.0,2.9,261,60,77.2,免费评估
27,哈德斯菲尔德大学University of Huddersfield,76.0,,277,72,76.8,免费评估
28,诺丁汉大学University of Nottingham,77.0,3.0,339,35,76.6,免费评估
29,"Arts University College, Bournemouth",76.0,0.3,330,57,76.3,免费评估
30,布莱顿大学University of Brighton,69.0,4.1,271,49,76.0,免费评估
30,Trinity St David,82.0,,284,59,76.0,免费评估
32,玛格利特女王学校Queen Margaret's School,,0.1,348,58,75.6,免费评估
33,考文垂大学Coventry University,66.0,2.2,299,58,74.6,免费评估
34,德蒙福特大学De Montfort University,75.0,2.8,263,47,74.5,免费评估
35,奇切斯特大学University of Chichester,77.0,1.3,330,42,74.3,免费评估
36,格拉摩根大学University of Glamorgan,72.0,1.3,300,53,73.6,免费评估
37,蒂赛德大学Teesside University,82.0,,266,54,73.3,免费评估
38,切斯特大学University of Chester,72.0,1.4,271,57,73.0,免费评估
39,格罗斯特大学University of Gloucestershire,83.0,,282,47,72.7,免费评估
40,诺丁汉特伦特大学Nottingham Trent University,72.0,,312,57,72.2,免费评估
41,哥比亚大学University of Cumbria,76.0,,297,52,71.9,免费评估
41,Bishop Grosseteste University College,,,213,70,71.9,免费评估
43,斯塔福德郡大学Staffordshire University,81.0,1.1,240,46,71.4,免费评估
44,威尔士大学卡迪夫学院UWIC,78.0,,227,60,70.8,免费评估
44,格林威治大学The University of Greenwich,80.0,,222,58,70.8,免费评估
46,普利茅斯大学University of Plymouth,69.0,1.9,282,47,70.4,免费评估
47,艾芝西尔大学Edge Hill University,77.0,,292,46,70.1,免费评估
48,利物浦约翰摩尔斯大学Liverpool John Moores University,77.0,,277,48,70.0,免费评估
49,布鲁内尔大学Brunel University,69.0,2.2,308,38,69.8,免费评估
50,温切斯特大学University of Winchester,72.0,1.5,270,44,69.7,免费评估
51,伯明翰城市大学Birmingham City University,83.0,,198,53,69.2,免费评估
52,曼彻斯特城市大学Manchester Metropolitan University,74.0,1.4,246,45,68.9,免费评估
52,诺桑比亚大学Northumbria University,71.0,,286,52,68.9,免费评估
54,赫特福德大学University of Hertfordshire,71.0,0.9,244,54,68.6,免费评估
54,金斯顿大学Kingston University,77.0,1.4,248,40,68.6,免费评估
56,巴斯斯巴大学Bath Spa University,73.0,,294,47,68.5,免费评估
57,西英格兰大学University of the West of England,77.0,,285,42,68.3,免费评估
58,纽波特大学University of Wales Newport,69.0,,261,58,68.0,免费评估
59,西苏格兰大学University of the West of Scotland,,,281,47,67.1,免费评估
60,University College Falmouth,70.0,,279,47,66.1,免费评估
61,创意艺术大学University for the Creative Arts,69.0,,273,48,65.4,免费评估
62,威斯敏斯特大学University of Westminster,69.0,,276,45,64.9,免费评估
63,剑桥安鲁大学Anglia Ruskin University,73.0,,259,42,64.7,免费评估
64,波尔顿大学University of Bolton,81.0,,258,29,64.4,免费评估
64,林肯大学University of Lincoln,63.0,1.0,284,44,64.4,免费评估
66,索尔福德大学University of Salford,63.0,1.1,280,44,64.3,免费评估
67,贝德福德大学University of Bedfordshire,71.0,2.2,197,37,63.9,免费评估
67,桑德兰大学University of Sunderland,76.0,0.9,238,33,63.9,免费评估
69,伦敦艺术大学University of the Arts London,62.0,,267,55,63.8,免费评估
70,伍斯特大学University of Worcester,73.0,,297,32,63.7,免费评估
71,Newman University College,78.0,,212,39,63.4,免费评估
72,北安普顿大学The University of Northampton,72.0,0.9,241,35,63.0,免费评估
73,朴茨茅斯大学University of Portsmouth,69.0,0.4,270,36,62.8,免费评估
74,伦敦南岸大学London South Bank University,66.0,,226,53,62.7,免费评估
75,中央兰开夏大学University of Central Lancashire,70.0,,242,43,62.4,免费评估
76,利兹都会大学Leeds Metropolitan University,61.0,,253,54,62.3,免费评估
78,约克圣约翰大学York St John University,63.0,1.5,289,31,61.8,免费评估
79,谢菲尔德哈莱姆大学Sheffield Hallam University,71.0,,269,33,61.5,免费评估
80,坎特伯雷大学Canterbury Christ Church University,72.0,,272,30,61.3,免费评估
81,南安普顿索伦特大学Southampton Solent University,63.0,,283,42,61.2,免费评估
82,阿尔斯特大学University of Ulster,70.0,,258,34,60.7,免费评估
83,伦敦都市大学London Metropolitan University,62.0,0.8,258,39,60.2,免费评估
84,格林多大学Glyndwr University,67.0,,214,38,57.9,免费评估
85,德比大学University of Derby,65.0,,258,33,57.8,免费评估
86,新白金汉大学Buckinghamshire New University,62.0,,203,36,54.2,免费评估
87,东伦敦大学University of East London,44.0,1.5,186,40,49.4,免费评估
