Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,圣安德鲁斯大学University of St Andrews,533.0,4.31,3.23,85.0,100.0,免费评估
2,杜伦大学Durham University,548.0,4.17,2.98,,98.4,免费评估
3,伯明翰大学University of Birmingham,374.0,4.39,3.37,90.0,98.0,免费评估
4,牛津大学University of Oxford,560.0,3.45,3.07,80.0,96.7,免费评估
5,埃克塞特大学University of Exeter,450.0,4.0,3.25,80.0,95.8,免费评估
6,爱丁堡大学The University of Edinburgh,501.0,3.73,2.91,80.0,95.7,免费评估
7,剑桥大学University of Cambridge,,3.83,3.02,,95.4,免费评估
8,利兹大学University of Leeds,388.0,4.26,2.91,75.0,93.0,免费评估
9,伦敦大学亚非学院SOAS University of London,404.0,4.04,2.78,65.0,90.4,免费评估
10,曼彻斯特大学The University of Manchester,378.0,3.56,3.16,65.0,90.2,免费评估
11,威斯敏斯特大学University of Westminster,299.0,3.97,1.99,65.0,83.8,免费评估
