Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,思克莱德大学University of Strathclyde,216.0,4.62,3.28,100.0,100.0,免费评估
2,班戈大学Bangor University,194.0,4.28,3.29,100.0,97.6,免费评估
3,埃克塞特大学University of Exeter,175.0,4.18,3.12,98.0,96.0,免费评估
4,利兹大学University of Leeds,164.0,4.07,3.27,100.0,95.4,免费评估
5,邓迪大学University of Dundee,,4.19,3.31,100.0,95.3,免费评估
6,布拉德福德大学University of Bradford,139.0,4.23,3.22,100.0,93.4,免费评估
7,利物浦大学The University of Liverpool,139.0,4.31,3.09,96.0,93.3,免费评估
8,卡迪夫大学Cardiff University,141.0,3.84,3.42,96.0,93.2,免费评估
9,斯旺西大学Swansea University,122.0,3.95,3.49,,92.7,免费评估
10,西英格兰大学University of the West of England,133.0,4.48,3.06,98.0,92.6,免费评估
11,蒂赛德大学Teesside University,140.0,4.72,2.77,98.0,92.6,免费评估
12,德比大学University of Derby,159.0,4.44,,100.0,92.5,免费评估
13,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,162.0,3.83,3.11,92.0,92.3,免费评估
14,谢菲尔德哈莱姆大学Sheffield Hallam University,147.0,4.36,2.81,96.0,92.1,免费评估
15,罗伯特高登大学The Robert Gordon University,158.0,4.26,,100.0,92.1,免费评估
16,阿尔斯特大学University of Ulster,142.0,3.92,3.24,86.0,91.5,免费评估
17,赫特福德大学University of Hertfordshire,134.0,4.17,2.99,96.0,91.5,免费评估
18,伦敦城市大学City University London,128.0,4.71,3.06,88.0,91.5,免费评估
19,哥比亚大学University of Cumbria,150.0,4.24,2.5,98.0,91.5,免费评估
20,索尔福德大学University of Salford,136.0,4.17,2.63,96.0,90.7,免费评估
21,朴茨茅斯大学University of Portsmouth,154.0,4.18,,94.0,90.7,免费评估
22,"Kingston/St George's, University of London",130.0,3.82,2.82,98.0,90.5,免费评估
23,玛格丽特女王大学Queen Margaret University,148.0,4.12,2.41,94.0,90.3,免费评估
24,Suffolk,127.0,4.42,,98.0,90.2,免费评估
25,伯明翰城市大学Birmingham City University,138.0,3.84,,96.0,89.4,免费评估
26,波尔顿大学University of Bolton,119.0,4.61,,,88.8,免费评估
27,卡迪夫都市大学Cardiff Metropolitan University,130.0,4.07,,,88.3,免费评估
28,坎特伯雷大学Canterbury Christ Church University,109.0,3.66,2.56,98.0,88.2,免费评估
29,莱斯特大学University of Leicester,81.0,4.29,,,85.0,免费评估
30,曼彻斯特城市大学Manchester Metropolitan University,,4.29,2.88,56.0,83.2,免费评估
