Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,牛津大学University of Oxford,United Kingdom,98.8,93.9,93.4,94.2,95.8,免费评估
2,剑桥大学University of Cambridge,United Kingdom,100.0,94.7,91.7,90.6,95.0,免费评估
3,Columbia University,United States,96.6,67.1,99.1,98.5,94.8,免费评估
4,Stanford University,United States,92.9,85.9,92.2,92.0,91.8,免费评估
5,McGill University,Canada,98.0,81.4,89.2,87.1,91.4,免费评估
6,Johns Hopkins University,United States,89.2,73.7,92.9,97.8,90.7,免费评估
7,伦敦大学学院University College London,United Kingdom,88.9,67.2,91.6,96.6,89.3,免费评估
8,The University of Melbourne,Australia,87.1,100.0,85.4,88.1,88.2,免费评估
8,University of Toronto,Canada,82.7,82.7,88.7,98.5,88.2,免费评估
10,The University of Sydney,Australia,82.1,99.1,87.7,89.1,87.0,免费评估
11,University of Copenhagen,Denmark,75.1,86.8,91.0,100.0,86.5,免费评估
12,The University of Tokyo,Japan,86.6,83.7,86.6,86.6,86.3,免费评估
13,The University of Western Australia,Australia,84.7,90.0,90.0,82.7,86.1,免费评估
14,The Australian National University,Australia,87.1,97.3,89.9,75.4,85.9,免费评估
15,曼彻斯特大学The University of Manchester,United Kingdom,91.7,73.1,87.5,78.9,85.6,免费评估
16,伦敦国王学院King's College London,United Kingdom,80.2,61.6,96.5,90.6,85.0,免费评估
17,University of Michigan,United States,80.8,68.3,91.0,91.5,84.8,免费评估
18,The University of Auckland,New Zealand,90.9,99.2,79.3,72.3,84.2,免费评估
18,布里斯托大学University of Bristol,United Kingdom,85.8,69.0,91.2,80.8,84.2,免费评估
18,University of Zurich,Switzerland,83.4,51.9,89.2,93.3,84.2,免费评估
21,Universitat de Barcelona,Spain,87.2,71.4,90.0,76.8,83.7,免费评估
22,Duke University,United States,76.5,65.0,96.2,89.6,83.6,免费评估
23,University of British Columbia,Canada,77.7,79.3,89.0,88.6,83.4,免费评估
24,Monash University,Australia,78.6,78.4,91.0,84.4,83.1,免费评估
25,University of Pennsylvania,United States,66.3,86.9,94.5,95.8,82.8,免费评估
26,"University of California, Davis",United States,71.2,80.2,91.0,92.4,82.4,免费评估
27,Università di Padova,Italy,77.8,65.3,91.5,85.0,81.8,免费评估
28,爱丁堡大学The University of Edinburgh,United Kingdom,80.4,62.2,91.9,80.8,81.6,免费评估
29,University of Otago,New Zealand,78.1,98.1,87.5,73.1,81.2,免费评估
30,The University of New South Wales (UNSW Sydney),Australia,73.9,83.8,87.2,85.5,81.1,免费评估
31,Baylor College of Medicine,United States,78.8,60.3,94.5,77.5,80.6,免费评估
31,University of Lausanne,Switzerland,79.5,55.7,92.8,80.2,80.6,免费评估
33,Peking University,China,80.2,87.5,79.9,78.2,80.4,免费评估
34,Université de Montréal,Canada,71.3,80.3,88.6,85.5,80.1,免费评估
35,McMaster University,Canada,63.7,70.3,96.0,91.1,79.3,免费评估
36,利兹大学University of Leeds,United Kingdom,68.9,73.1,95.3,80.8,78.9,免费评估
37,National University of Singapore (NUS),Singapore,83.1,72.3,88.7,64.1,78.7,免费评估
38,Ludwig-Maximilians-Universität München,Germany,76.4,60.3,87.8,80.2,78.6,免费评估
39,University of Florida,United States,73.6,45.5,87.0,90.1,78.3,免费评估
40,The University of Adelaide,Australia,73.3,74.4,87.8,77.5,78.1,免费评估
41,"University of Illinois, Chicago (UIC)",United States,80.3,63.3,86.8,71.5,78.0,免费评估
42,Pennsylvania State University,United States,74.8,49.2,87.1,85.0,77.9,免费评估
43,University of Washington,United States,62.8,63.4,94.6,90.1,77.6,免费评估
44,诺丁汉大学University of Nottingham,United Kingdom,62.5,68.2,94.6,87.6,77.4,免费评估
45,Northwestern University,United States,61.8,64.8,93.9,90.6,77.3,免费评估
46,KU Leuven,Belgium,70.7,68.0,87.7,80.8,77.2,免费评估
46,The University of Texas Southwestern Medical Center at Dallas,United States,72.1,5.3,98.5,92.9,77.2,免费评估
46,Universidad Nacional Autónoma de México (UNAM),Mexico,76.6,77.0,80.9,74.6,77.2,免费评估
49,The Ohio State University,United States,70.9,53.9,88.0,85.5,77.1,免费评估
50,University of Wisconsin-Madison,United States,65.9,58.2,90.3,89.1,77.0,免费评估
