Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,牛津大学University of Oxford,United Kingdom,96.4,73.7,86.3,100.0,,287.3,免费评估
2,University of Montpellier,France,95.4,68.1,86.1,99.0,,279.6,免费评估
3,The University of Queensland,Australia,95.3,71.8,75.3,96.2,,278.3,免费评估
4,"University of California, Berkeley",United States,91.1,78.3,69.2,94.8,,278.0,免费评估
5,"University of California, Davis",United States,100.0,69.0,61.3,94.3,,275.5,免费评估
6,University of British Columbia,Canada,90.1,74.3,80.9,88.7,,269.3,免费评估
7,University of Wageningen,Netherlands,91.1,76.7,85.7,78.4,,263.4,免费评估
8,James Cook University,Australia,86.8,76.9,76.2,82.2,,261.2,免费评估
9,剑桥大学University of Cambridge,United Kingdom,84.7,70.9,82.6,85.9,,258.1,免费评估
10,Swedish University of Agricultural Sciences,Sweden,87.4,73.9,82.6,77.2,,255.0,免费评估
11,University of Florida,United States,92.6,65.3,67.4,81.4,,252.9,免费评估
12,University of Helsinki,Finland,86.6,69.6,79.7,78.2,,250.3,免费评估
13,Cornell University,United States,83.7,68.5,66.2,84.6,,250.1,免费评估
14,"The Imperial College of Science, Technology and Medicine",United Kingdom,72.9,75.7,86.9,80.6,,246.6,免费评估
15,University of Copenhagen,Denmark,80.0,74.5,91.0,73.3,,246.0,免费评估
16,"University of Minnesota, Twin Cities",United States,79.4,74.3,69.4,77.5,,245.0,免费评估
17,University of Washington,United States,82.3,70.7,63.8,79.1,,244.9,免费评估
18,埃克塞特大学University of Exeter,United Kingdom,76.1,76.1,80.2,73.3,,241.6,免费评估
19,University of Wisconsin - Madison,United States,78.7,70.1,61.2,78.5,,239.5,免费评估
20,Duke University,United States,71.6,78.7,71.5,74.6,,239.1,免费评估
21,Swiss Federal Institute of Technology Zurich,Switzerland,73.3,78.3,85.1,69.7,,238.4,免费评估
22,The University of Melbourne,Australia,77.8,72.4,67.2,73.8,,237.5,免费评估
22,The University of Western Australia,Australia,80.1,70.3,75.9,71.9,,237.5,免费评估
24,The Australian National University,Australia,77.7,70.3,69.1,75.4,,237.2,免费评估
25,Oregon State University,United States,85.1,68.3,60.6,71.4,,236.9,免费评估
26,Pierre and Marie Curie University - Paris 6,France,79.5,67.9,83.5,72.7,,236.8,免费评估
27,University of Zurich,Switzerland,71.4,73.7,91.0,73.2,,236.5,免费评估
28,Harvard University,United States,68.8,76.1,77.4,74.9,,235.3,免费评估
29,Stanford University,United States,67.8,81.3,72.3,70.8,,234.4,免费评估
30,Aarhus University,Denmark,77.7,70.5,87.2,68.4,,234.0,免费评估
30,Colorado State University,United States,79.2,68.5,59.5,74.3,,234.0,免费评估
30,谢菲尔德大学The University of Sheffield,United Kingdom,70.4,72.0,86.2,74.3,,234.0,免费评估
33,University of Colorado at Boulder,United States,63.8,87.8,65.4,65.8,,230.5,免费评估
34,爱丁堡大学The University of Edinburgh,United Kingdom,68.4,70.9,80.4,74.5,,229.8,免费评估
35,University of Goettingen,Germany,71.4,76.1,81.5,61.0,,224.8,免费评估
36,Yale University,United States,66.5,75.1,70.3,68.5,,224.2,免费评估
37,Michigan State University,United States,71.1,72.8,62.4,66.2,,222.7,免费评估
38,Lund University,Sweden,69.8,74.1,85.2,59.9,,220.9,免费评估
39,Universite Paul-Valery Montpellier 3,France,66.3,66.9,84.5,70.0,,220.2,免费评估
40,"University of California, Santa Barbara",United States,63.7,77.7,68.3,64.7,,219.7,免费评估
40,University of Toronto,Canada,69.2,66.3,76.8,68.9,,219.7,免费评估
42,University of Montana - Missoula,United States,67.1,69.6,63.4,69.3,,218.8,免费评估
43,利兹大学University of Leeds,United Kingdom,59.1,86.8,84.1,55.8,,218.5,免费评估
44,Ecole Pratique des Hautes Etudes,France,65.2,66.9,84.8,68.4,,217.5,免费评估
45,The University of Georgia,United States,77.2,60.0,58.1,68.4,,217.2,免费评估
45,The University of New South Wales,Australia,67.7,70.1,71.6,65.1,,217.2,免费评估
47,Stockholm University,Sweden,65.1,77.1,81.8,57.4,,215.9,免费评估
48,"University of California, Santa Cruz",United States,64.7,71.1,73.3,64.4,,214.8,免费评估
49,McGill University,Canada,63.5,72.6,81.0,62.2,,214.5,免费评估
50,Uppsala University,Sweden,64.9,65.6,86.4,65.8,,213.5,免费评估
