Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,215.0,4.3,3.2,90.0,100.0,免费评估
2,牛津大学University of Oxford,208.0,4.16,2.88,85.0,97.1,免费评估
3,杜伦大学Durham University,211.0,4.11,2.98,85.0,97.1,免费评估
4,圣安德鲁斯大学University of St Andrews,201.0,3.85,2.84,90.0,96.2,免费评估
5,纽卡斯尔大学Newcastle University,178.0,4.31,3.04,80.0,95.0,免费评估
6,华威大学The University of Warwick,174.0,4.29,3.09,75.0,94.7,免费评估
7,伯明翰大学University of Birmingham,162.0,4.08,2.9,85.0,94.6,免费评估
8,兰卡斯特大学Lancaster University,,4.28,3.14,75.0,94.4,免费评估
9,利兹大学University of Leeds,160.0,4.33,2.91,85.0,94.3,免费评估
10,埃克塞特大学University of Exeter,176.0,4.27,2.84,80.0,94.2,免费评估
11,伦敦国王学院King's College London,169.0,4.33,3.0,75.0,94.2,免费评估
12,布里斯托大学University of Bristol,174.0,4.08,2.89,80.0,94.0,免费评估
13,格拉斯哥大学University of Glasgow,199.0,4.02,2.71,,93.4,免费评估
14,南安普顿大学University of Southampton,166.0,4.23,3.23,70.0,93.4,免费评估
15,巴斯大学University of Bath,161.0,4.05,2.81,85.0,93.4,免费评估
16,曼彻斯特大学The University of Manchester,160.0,3.92,3.16,75.0,93.3,免费评估
17,谢菲尔德大学The University of Sheffield,144.0,4.11,2.98,80.0,93.1,免费评估
18,卡迪夫大学Cardiff University,143.0,4.11,3.21,80.0,93.1,免费评估
19,诺丁汉大学University of Nottingham,148.0,3.98,2.92,80.0,92.9,免费评估
20,肯特大学University of Kent,129.0,4.25,3.24,75.0,92.4,免费评估
21,伦敦大学学院University College London,184.0,3.75,3.0,65.0,91.8,免费评估
22,约克大学The University of York,143.0,3.95,3.16,,91.5,免费评估
23,埃塞克斯大学University of Essex,119.0,3.85,3.2,80.0,91.4,免费评估
24,爱丁堡大学The University of Edinburgh,180.0,3.97,2.96,65.0,91.1,免费评估
25,阿斯顿大学Aston University,136.0,4.35,2.8,75.0,90.7,免费评估
26,切斯特大学University of Chester,,4.49,2.08,80.0,90.7,免费评估
27,赫瑞瓦特大学Heriot Watt University,187.0,3.61,2.82,70.0,90.7,免费评估
28,亚伯大学Aberystwyth University,,4.32,2.25,80.0,90.6,免费评估
29,班戈大学Bangor University,120.0,4.16,3.13,70.0,90.3,免费评估
30,伦敦大学玛丽女王学院Queen Mary University of London,121.0,3.92,3.04,75.0,90.3,免费评估
31,朴茨茅斯大学University of Portsmouth,111.0,4.39,2.89,70.0,89.7,免费评估
32,斯旺西大学Swansea University,119.0,3.79,2.77,80.0,89.6,免费评估
33,伦敦大学皇家霍洛威学院Royal Holloway University of London,130.0,4.01,3.13,60.0,89.5,免费评估
34,雷丁大学University of Reading,119.0,3.96,2.96,65.0,89.1,免费评估
35,利物浦大学The University of Liverpool,138.0,4.15,2.95,60.0,88.9,免费评估
36,曼彻斯特城市大学Manchester Metropolitan University,,4.23,3.07,55.0,87.9,免费评估
37,赫尔大学The University of Hull,125.0,3.67,2.8,70.0,87.8,免费评估
38,诺丁汉特伦特大学Nottingham Trent University,,3.67,2.64,65.0,84.6,免费评估
