Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,48.3,,88.1,100.0,免费评估
2,牛津大学University of Oxford,84.6,43.3,581.0,83.7,98.1,免费评估
3,巴斯大学University of Bath,88.1,43.3,466.0,91.2,97.6,免费评估
4,华威大学The University of Warwick,84.1,41.7,519.0,86.8,95.9,免费评估
5,拉夫堡大学Loughborough University,91.0,30.0,414.0,89.5,94.2,免费评估
6,圣安德鲁斯大学University of St Andrews,84.5,26.7,539.0,81.8,92.4,免费评估
7,伦敦国王学院King's College London,82.6,43.3,490.0,76.0,92.3,免费评估
7,Cardiff University,87.0,46.7,397.0,74.6,92.3,免费评估
7,兰卡斯特大学Lancaster University,83.4,41.7,445.0,83.9,92.3,免费评估
10,伦敦政治经济学院The London School of Economics and Political Science,78.3,43.3,500.0,83.5,91.4,免费评估
11,思克莱德大学University of Strathclyde,85.2,38.3,509.0,62.5,90.9,免费评估
12,埃克塞特大学University of Exeter,85.5,30.0,448.0,81.3,90.5,免费评估
13,利兹大学University of Leeds,83.6,36.7,438.0,77.7,89.8,免费评估
14,诺丁汉大学University of Nottingham,82.5,36.7,418.0,76.0,88.2,免费评估
15,萨里大学University of Surrey,87.2,23.3,403.0,77.9,87.8,免费评估
16,杜伦大学Durham University,75.3,28.3,439.0,96.2,86.3,免费评估
17,伯明翰大学University of Birmingham,76.8,31.7,415.0,90.4,86.1,免费评估
18,阿斯顿大学Aston University,82.8,30.0,385.0,75.2,85.5,免费评估
19,纽卡斯尔大学Newcastle University,81.0,23.3,418.0,81.7,85.2,免费评估
20,肯特大学University of Kent,84.0,25.0,370.0,76.7,84.8,免费评估
21,赫瑞瓦特大学Heriot Watt University,85.2,21.7,407.0,68.4,84.6,免费评估
21,东英吉利大学University of East Anglia,85.6,21.7,383.0,72.0,84.6,免费评估
23,曼彻斯特大学The University of Manchester,77.4,38.3,422.0,69.8,84.4,免费评估
24,伦敦大学亚非学院SOAS University of London,85.5,16.7,396.0,67.6,83.0,免费评估
24,伦敦城市大学City University London,76.5,28.3,462.0,70.1,83.0,免费评估
26,埃塞克斯大学University of Essex,78.4,30.0,392.0,74.6,82.9,免费评估
27,伦敦大学学院University College London,81.6,,492.0,82.0,82.8,免费评估
27,阿伯丁大学University of Aberdeen,80.7,20.0,423.0,72.7,82.8,免费评估
29,布拉德福德大学University of Bradford,82.9,10.0,456.0,,82.2,免费评估
30,约克大学The University of York,79.0,23.3,409.0,71.2,81.7,免费评估
31,爱丁堡大学The University of Edinburgh,74.8,23.3,458.0,74.6,81.5,免费评估
32,雷丁大学University of Reading,79.0,23.3,396.0,69.4,80.9,免费评估
32,伦敦大学皇家霍洛威学院Royal Holloway University of London,80.0,28.3,390.0,61.2,80.9,免费评估
34,基尔大学Keele University,81.1,21.7,363.0,70.0,80.8,免费评估
35,格拉斯哥大学University of Glasgow,74.9,25.0,449.0,69.6,80.7,免费评估
36,利物浦大学The University of Liverpool,79.5,23.3,392.0,66.0,80.5,免费评估
37,谢菲尔德大学The University of Sheffield,72.3,30.0,389.0,78.8,79.8,免费评估
38,南安普顿大学University of Southampton,69.9,28.3,411.0,83.7,79.6,免费评估
39,斯特林大学University of Stirling,79.0,20.0,395.0,64.1,79.1,免费评估
40,莱斯特大学University of Leicester,74.0,28.3,368.0,74.2,78.9,免费评估
41,布拉德福德大学University of Bradford,81.0,25.0,316.0,64.7,78.8,免费评估
42,索尔福德大学University of Salford,84.7,22.8,322.0,53.1,78.7,免费评估
42,罗伯特高登大学The Robert Gordon University,75.4,16.7,385.0,80.1,78.7,免费评估
42,班戈大学Bangor University,81.2,31.7,315.0,55.3,78.7,免费评估
45,英国女王大学Queen's University Belfast,76.6,28.3,376.0,62.6,78.6,免费评估
46,朴茨茅斯大学University of Portsmouth,80.4,15.0,319.0,75.9,78.3,免费评估
47,Coventry University,85.8,6.7,291.0,73.0,78.2,免费评估
48,诺丁汉特伦特大学Nottingham Trent University,80.7,13.3,332.0,72.4,77.9,免费评估
49,牛津布鲁克斯大学Oxford Brookes University,81.5,11.7,372.0,61.6,77.4,免费评估
49,布鲁内尔大学Brunel University,81.7,21.7,329.0,56.7,77.4,免费评估
51,埃塞克斯大学University of Essex,80.1,25.0,315.0,59.5,77.3,免费评估
51,德蒙福特大学De Montfort University,83.9,18.3,297.0,58.3,77.3,免费评估
53,诺桑比亚大学Northumbria University,81.0,6.7,361.0,69.3,77.0,免费评估
54,University of Lincoln,81.7,6.7,320.0,72.5,76.6,免费评估
55,谢菲尔德哈莱姆大学Sheffield Hallam University,84.0,11.7,325.0,55.5,76.2,免费评估
56,邓迪大学University of Dundee,84.5,,374.0,58.8,76.1,免费评估
57,赫尔大学The University of Hull,82.1,18.3,298.0,56.7,75.9,免费评估
58,中央兰开夏大学University of Central Lancashire,84.2,13.3,334.0,47.9,75.6,免费评估
59,哈珀亚当斯大学Harper Adams University,,,312.0,77.8,75.5,免费评估
59,龙比亚大学Napier University,82.9,5.0,353.0,58.6,75.5,免费评估
61,北安普顿大学The University of Northampton,85.6,8.3,264.0,60.4,75.2,免费评估
62,哈德斯菲尔德大学University of Huddersfield,79.6,10.0,332.0,64.8,75.1,免费评估
63,伯恩茅斯大学Bournemouth University,77.6,13.3,335.0,66.6,75.0,免费评估
64,法尔茅斯大学Falmouth University,77.6,,273.0,94.1,74.9,免费评估
64,布莱顿大学University of Brighton,75.4,28.3,310.0,59.2,74.9,免费评估
66,巴斯斯巴大学Bath Spa University,84.9,,291.0,64.9,74.6,免费评估
67,伦敦大学玛丽女王学院Queen Mary University of London,72.5,28.3,399.0,50.0,74.5,免费评估
68,斯旺西大学Swansea University,72.8,20.0,324.0,72.1,74.3,免费评估
68,白金汉大学The University of Buckingham,81.4,,320.0,69.2,74.3,免费评估
68,切斯特大学University of Chester,82.8,,295.0,69.3,74.3,免费评估
71,Manchester Metropolitan University,76.2,15.0,333.0,65.0,74.2,免费评估
71,利物浦约翰摩尔斯大学Liverpool John Moores University,85.6,1.7,316.0,53.6,74.2,免费评估
73,伯明翰城市大学Birmingham City University,83.6,11.7,298.0,49.7,73.9,免费评估
74,温切斯特大学University of Winchester,86.4,,313.0,50.9,73.7,免费评估
75,赫特福德大学University of Hertfordshire,76.5,15.0,352.0,56.0,73.4,免费评估
76,阿尔斯特大学University of Ulster,81.8,15.0,297.0,42.6,72.2,免费评估
76,西英格兰大学University of the West of England,74.3,10.0,324.0,68.6,72.2,免费评估
76,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,77.2,8.3,366.0,52.8,72.2,免费评估
76,金斯顿大学Kingston University,79.5,21.7,287.0,43.4,72.2,免费评估
80,普利茅斯大学University of Plymouth,79.4,13.3,288.0,52.5,71.9,免费评估
81,南威尔士大学The University of South Wales,81.1,8.3,325.0,42.0,71.1,免费评估
82,利兹圣三一大学Leeds Trinity University,81.0,,221.0,70.7,70.9,免费评估
82,格罗斯特大学University of Gloucestershire,77.1,3.3,264.0,71.6,70.9,免费评估
84,艾芝西尔大学Edge Hill University,85.5,,286.0,40.4,70.2,免费评估
85,伍斯特大学University of Worcester,79.1,,294.0,59.5,70.1,免费评估
86,威斯敏斯特大学University of Westminster,75.8,13.3,330.0,45.4,69.8,免费评估
87,阿伯泰邓迪大学University of Abertay Dundee,77.2,5.0,291.0,57.7,69.7,免费评估
88,西苏格兰大学University of the West of Scotland,77.7,13.3,282.0,46.7,69.5,免费评估
89,斯塔福德郡大学Staffordshire University,80.7,15.0,219.0,44.8,69.2,免费评估
89,玛格丽特女王大学Queen Margaret University,77.0,1.7,324.0,53.9,69.2,免费评估
91,奇切斯特大学University of Chichester,81.4,,258.0,52.5,69.0,免费评估
92,格林威治大学The University of Greenwich,79.1,10.0,307.0,37.9,68.9,免费评估
93,剑桥安鲁大学Anglia Ruskin University,84.1,,241.0,45.8,68.8,免费评估
94,坎特伯雷大学Canterbury Christ Church University,79.9,,256.0,55.1,68.5,免费评估
95,伦敦南岸大学London South Bank University,83.4,10.0,203.0,39.9,68.3,免费评估
96,皇家农学院Royal Agricultural University,74.5,,282.0,66.3,68.2,免费评估
96,米德塞斯大学Middlesex University,78.5,13.3,274.0,38.4,68.2,免费评估
98,白金汉大学The University of Buckingham,80.3,6.7,234.0,47.6,68.1,免费评估
99,南安普顿索伦特大学Southampton Solent University,78.1,,279.0,54.2,68.0,免费评估
100,蒂赛德大学Teesside University,75.0,11.7,295.0,45.3,67.7,免费评估
101,罗汉普顿大学Roehampton University,79.7,,259.0,48.8,67.3,免费评估
102,德比大学University of Derby,77.6,,284.0,49.9,67.1,免费评估
103,"特威克南圣玛丽大学St Mary's, Twickenham",79.1,,253.0,50.1,66.9,免费评估
104,哥比亚大学University of Cumbria,81.9,,256.0,39.7,66.8,免费评估
105,利兹贝克特大学Leeds Beckett University,72.7,6.7,256.0,57.8,66.1,免费评估
106,桑德兰大学University of Sunderland,77.4,,279.0,45.1,65.9,免费评估
107,亚伯大学Aberystwyth University,67.6,13.3,298.0,56.6,65.7,免费评估
108,约克圣约翰大学York St John University,74.4,,259.0,57.3,65.6,免费评估
108,伦敦艺术大学University of the Arts London,74.4,,318.0,46.6,65.6,免费评估
110,格林多大学Glyndwr University,72.5,,234.0,62.8,64.6,免费评估
110,东伦敦大学University of East London,78.2,,258.0,39.7,64.6,免费评估
112,泰晤士河谷大学Thames Valley University,77.3,,230.0,44.6,64.0,免费评估
113,贝德福德大学University of Bedfordshire,79.2,5.0,196.0,36.9,63.8,免费评估
114,卡迪夫都市大学Cardiff Metropolitan University,70.0,3.3,295.0,43.1,62.3,免费评估
115,伦敦都市大学London Metropolitan University,69.3,5.0,231.0,44.7,60.3,免费评估
116,波尔顿大学University of Bolton,71.8,3.3,251.0,31.9,59.7,免费评估
