Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,86.0%,91.3%,62.0%,650,96.4%,100.0,免费评估
2,帝国理工学院Imperial College London,80.9%,89.9%,59.6%,617,90.8%,96.7,免费评估
3,巴斯大学University of Bath,89.7%,95.0%,37.4%,505,90.4%,93.0,免费评估
4,伯明翰大学University of Birmingham,87.1%,91.3%,47.0%,467,92.7%,92.9,免费评估
5,赫瑞瓦特大学Heriot Watt University,79.5%,86.7%,47.8%,449,85.9%,89.3,免费评估
6,纽卡斯尔大学Newcastle University,83.1%,90.7%,30.2%,450,88.2%,88.4,免费评估
7,利兹大学University of Leeds,83.9%,93.1%,30.7%,453,81.9%,87.9,免费评估
8,兰卡斯特大学Lancaster University,82.9%,86.8%,41.6%,413,,87.6,免费评估
8,爱丁堡大学The University of Edinburgh,65.5%,75.4%,50.3%,500,91.4%,87.6,免费评估
10,拉夫堡大学Loughborough University,76.5%,85.5%,41.8%,439,86.3%,87.5,免费评估
11,曼彻斯特大学The University of Manchester,69.8%,80.2%,48.4%,489,84.1%,87.3,免费评估
12,诺丁汉大学University of Nottingham,76.2%,85.5%,40.8%,430,84.9%,86.8,免费评估
13,谢菲尔德大学The University of Sheffield,80.9%,91.6%,36.8%,412,79.7%,86.6,免费评估
14,英国女王大学Queen's University Belfast,80.4%,88.2%,36.7%,404,83.3%,86.5,免费评估
15,斯旺西大学Swansea University,79.0%,91.6%,45.5%,339,83.3%,86.4,免费评估
16,思克莱德大学University of Strathclyde,63.2%,80.0%,37.2%,518,87.6%,85.6,免费评估
17,萨里大学University of Surrey,78.0%,83.4%,30.8%,428,80.6%,84.6,免费评估
18,伦敦大学学院University College London,64.2%,76.8%,44.6%,479,72.0%,82.8,免费评估
19,阿伯丁大学University of Aberdeen,66.1%,70.2%,28.4%,468,86.4%,82.2,免费评估
20,布拉德福德大学University of Bradford,86.3%,88.7%,7.7%,315,78.6%,80.5,免费评估
21,赫尔大学The University of Hull,79.6%,85.3%,16.5%,291,,78.2,免费评估
22,西苏格兰大学University of the West of Scotland,74.2%,84.3%,9.0%,352,66.7%,76.5,免费评估
23,蒂赛德大学Teesside University,82.9%,92.7%,5.8%,307,58.6%,76.4,免费评估
24,阿斯顿大学Aston University,68.3%,77.6%,20.6%,348,61.3%,75.2,免费评估
25,朴茨茅斯大学University of Portsmouth,82.6%,83.3%,9.1%,291,42.9%,72.5,免费评估
26,伦敦南岸大学London South Bank University,66.2%,81.3%,19.6%,219,50.0%,70.1,免费评估
