Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,89,0.9,574.0,,100.0,免费评估
2,牛津大学University of Oxford,88,0.6,547.0,77.0,95.2,免费评估
3,伦敦大学学院University College London,88,0.9,499.0,65.0,93.5,免费评估
4,兰卡斯特大学Lancaster University,86,0.9,435.0,75.0,91.5,免费评估
5,约克大学The University of York,83,1.1,443.0,64.0,89.8,免费评估
6,伦敦大学玛丽女王学院Queen Mary University of London,78,1.3,405.0,62.0,88.0,免费评估
7,纽卡斯尔大学Newcastle University,81,0.7,433.0,75.0,87.5,免费评估
8,谢菲尔德大学The University of Sheffield,78,1.0,442.0,63.0,86.6,免费评估
9,爱丁堡大学The University of Edinburgh,71,1.2,471.0,57.0,84.7,免费评估
10,朴茨茅斯大学University of Portsmouth,82,0.8,,59.0,83.9,免费评估
11,卡迪夫大学Cardiff University,75,1.3,429.0,48.0,83.7,免费评估
12,萨塞克斯大学University of Sussex,84,0.3,,73.0,83.6,免费评估
13,利兹大学University of Leeds,79,0.6,404.0,62.0,80.8,免费评估
14,埃塞克斯大学University of Essex,76,1.1,366.0,48.0,79.2,免费评估
15,阿伯丁大学University of Aberdeen,87,,385.0,52.0,75.2,免费评估
16,赫特福德大学University of Hertfordshire,77,0.7,319.0,53.0,74.1,免费评估
17,曼彻斯特大学The University of Manchester,69,0.8,402.0,46.0,73.1,免费评估
18,伦敦大学亚非学院SOAS University of London,75,0.6,425.0,38.0,72.9,免费评估
19,班戈大学Bangor University,83,0.5,318.0,38.0,71.4,免费评估
20,西英格兰大学University of the West of England,72,0.7,306.0,52.0,71.1,免费评估
21,伦敦国王学院King's College London,72,,412.0,61.0,70.8,免费评估
22,阿尔斯特大学University of Ulster,65,0.7,281.0,52.0,66.9,免费评估
23,布莱顿大学University of Brighton,76,0.1,321.0,,64.7,免费评估
24,约克圣约翰大学York St John University,83,,285.0,28.0,62.2,免费评估
25,索尔福德大学University of Salford,67,0.5,,32.0,59.9,免费评估
26,威斯敏斯特大学University of Westminster,70,0.2,271.0,,59.2,免费评估
