Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,87.9,30.0,593.0,73.7,100.0,免费评估
2,爱丁堡大学The University of Edinburgh,82.4,40.0,516.0,68.7,95.8,免费评估
3,牛津大学University of Oxford,86.7,20.0,544.0,78.1,95.0,免费评估
4,谢菲尔德大学The University of Sheffield,93.2,33.3,422.0,64.2,92.8,免费评估
5,伦敦大学学院University College London,87.0,30.0,448.0,73.5,92.7,免费评估
5,Cardiff University,86.6,43.3,420.0,62.7,92.7,免费评估
7,兰卡斯特大学Lancaster University,82.8,28.3,443.0,75.0,90.5,免费评估
8,纽卡斯尔大学Newcastle University,86.1,23.3,401.0,75.4,88.4,免费评估
9,约克大学The University of York,83.5,35.0,411.0,61.1,87.5,免费评估
10,肯特大学University of Kent,87.2,26.7,415.0,58.4,85.7,免费评估
11,利兹大学University of Leeds,79.0,20.0,439.0,64.6,82.7,免费评估
12,曼彻斯特大学The University of Manchester,84.8,25.0,417.0,52.7,82.5,免费评估
13,埃塞克斯大学University of Essex,83.3,36.7,324.0,54.2,81.9,免费评估
14,伦敦大学亚非学院SOAS University of London,78.1,18.3,,60.6,77.5,免费评估
15,西英格兰大学University of the West of England,88.9,21.7,335.0,45.3,77.3,免费评估
16,班戈大学Bangor University,80.4,15.0,320.0,64.7,76.0,免费评估
17,阿尔斯特大学University of Ulster,83.7,23.3,308.0,49.0,75.3,免费评估
18,伦敦大学玛丽女王学院Queen Mary University of London,52.8,43.3,401.0,57.0,74.5,免费评估
19,阿伯丁大学University of Aberdeen,80.5,,429.0,56.8,73.7,免费评估
20,赫特福德大学University of Hertfordshire,81.9,21.7,351.0,40.1,73.3,免费评估
21,伦敦国王学院King's College London,72.4,,442.0,64.7,73.0,免费评估
22,约克圣约翰大学York St John University,90.5,,297.0,45.2,68.8,免费评估
23,索尔福德大学University of Salford,73.2,15.0,313.0,39.0,64.8,免费评估
24,布莱顿大学University of Brighton,77.6,3.3,332.0,40.5,64.3,免费评估
25,威斯敏斯特大学University of Westminster,79.1,6.7,304.0,37.3,63.9,免费评估
