Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,86.2%,86.8%,39.2%,551,82.8%,100.0,免费评估
2,巴斯大学University of Bath,84.7%,83.8%,43.4%,385,78.8%,93.1,免费评估
3,埃克塞特大学University of Exeter,87.5%,90.3%,41.0%,419,64.9%,92.7,免费评估
4,格拉斯哥大学University of Glasgow,83.2%,85.1%,41.8%,469,61.7%,92.4,免费评估
5,兰卡斯特大学Lancaster University,83.5%,85.9%,51.4%,410,63.9%,92.3,免费评估
6,爱丁堡大学The University of Edinburgh,75.3%,82.3%,48.8%,477,63.5%,92.0,免费评估
7,利兹大学University of Leeds,85.1%,87.0%,47.6%,399,63.5%,91.8,免费评估
8,杜伦大学Durham University,78.8%,82.9%,28.7%,444,76.9%,91.1,免费评估
9,萨里大学University of Surrey,90.8%,88.2%,30.2%,414,62.6%,90.9,免费评估
10,约克大学The University of York,86.9%,87.8%,45.1%,373,59.2%,90.1,免费评估
10,肯特大学University of Kent,82.2%,87.8%,59.0%,312,65.2%,90.1,免费评估
12,拉夫堡大学Loughborough University,86.1%,89.3%,40.6%,343,68.3%,90.0,免费评估
13,阿伯丁大学University of Aberdeen,79.1%,83.4%,31.0%,412,71.7%,89.4,免费评估
14,埃塞克斯大学University of Essex,79.6%,86.2%,29.7%,356,79.0%,89.0,免费评估
15,华威大学The University of Warwick,81.0%,82.1%,31.7%,421,64.3%,88.7,免费评估
16,谢菲尔德大学The University of Sheffield,82.9%,88.5%,26.8%,379,64.1%,87.5,免费评估
17,诺丁汉大学University of Nottingham,76.9%,80.7%,43.5%,336,67.4%,87.0,免费评估
18,南安普顿大学University of Southampton,76.1%,88.1%,52.8%,376,46.8%,86.5,免费评估
19,莱斯特大学University of Leicester,86.5%,89.2%,18.4%,369,61.5%,86.3,免费评估
20,曼彻斯特大学The University of Manchester,74.2%,78.8%,50.4%,381,53.5%,86.2,免费评估
21,班戈大学Bangor University,88.8%,86.9%,39.6%,290,54.4%,85.6,免费评估
22,基尔大学Keele University,85.6%,86.4%,25.0%,331,61.3%,85.3,免费评估
22,埃塞克斯大学University of Essex,79.7%,86.3%,44.3%,325,53.6%,85.3,免费评估
22,Cardiff University,79.3%,86.1%,30.8%,375,55.8%,85.3,免费评估
25,斯特林大学University of Stirling,76.6%,75.8%,33.8%,394,57.9%,85.1,免费评估
25,阿斯顿大学Aston University,83.3%,86.9%,38.6%,323,53.0%,85.1,免费评估
25,罗伯特高登大学The Robert Gordon University,82.4%,92.3%,4.9%,355,72.3%,85.1,免费评估
28,纽卡斯尔大学Newcastle University,79.0%,85.3%,30.3%,346,60.4%,84.9,免费评估
29,牛津布鲁克斯大学Oxford Brookes University,88.4%,85.8%,17.8%,312,63.0%,84.4,免费评估
30,英国女王大学Queen's University Belfast,83.8%,88.8%,26.2%,334,52.3%,83.8,免费评估
30,朴茨茅斯大学University of Portsmouth,85.6%,87.9%,32.2%,310,50.3%,83.8,免费评估
32,伯明翰大学University of Birmingham,65.7%,62.5%,31.1%,371,77.6%,83.6,免费评估
33,伦敦大学金史密斯学院Goldsmiths University of London,84.9%,82.8%,33.4%,320,47.5%,83.0,免费评估
34,龙比亚大学Napier University,90.0%,89.2%,5.3%,376,49.1%,82.9,免费评估
34,东英吉利大学University of East Anglia,71.5%,75.8%,45.8%,446*,33.0%,82.9,免费评估
36,布拉德福德大学University of Bradford,56.7%,52.3%,46.7%,420,65.5%,82.3,免费评估
37,University of Lincoln,88.1%,93.4%,,313,61.3%,82.1,免费评估
38,伦敦大学皇家霍洛威学院Royal Holloway University of London,86.2%,82.8%,,387,54.3%,81.9,免费评估
