Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,拉夫堡大学Loughborough University,83.5%,89.4%,52.1%,168,83.3%,100.0,免费评估
2,埃克塞特大学University of Exeter,83.6%,88.2%,50.8%,163,84.8%,99.5,免费评估
3,巴斯大学University of Bath,84.5%,85.5%,54.0%,164,82.5%,99.4,免费评估
4,伯明翰大学University of Birmingham,83.7%,84.2%,63.7%,155,81.7%,99.3,免费评估
5,爱丁堡大学The University of Edinburgh,81.3%,88.0%,26.1%,196,81.3%,98.2,免费评估
6,杜伦大学Durham University,90.5%,86.2%,28.7%,167,82.2%,97.8,免费评估
6,格拉斯哥大学University of Glasgow,72.4%,73.8%,42.3%,202,83.6%,97.8,免费评估
8,诺丁汉大学University of Nottingham,87.2%,90.1%,31.4%,165,,97.1,免费评估
9,萨里大学University of Surrey,87.8%,80.9%,33.6%,166,,96.4,免费评估
10,利兹大学University of Leeds,81.7%,88.8%,50.5%,150,72.1%,94.6,免费评估
11,阿伯丁大学University of Aberdeen,85.9%,85.8%,34.7%,190,60.0%,94.1,免费评估
12,东英吉利大学University of East Anglia,88.7%,88.0%,27.2%,159,71.3%,93.9,免费评估
13,利物浦约翰摩尔斯大学Liverpool John Moores University,79.0%,81.5%,45.3%,158,72.8%,93.6,免费评估
14,斯旺西大学Swansea University,77.5%,82.5%,38.8%,148,78.6%,92.9,免费评估
15,诺丁汉特伦特大学Nottingham Trent University,90.7%,91.4%,7.3%,149,78.1%,92.7,免费评估
16,埃塞克斯大学University of Essex,81.5%,85.6%,25.8%,127,86.5%,92.4,免费评估
17,罗伯特高登大学The Robert Gordon University,84.4%,84.1%,4.9%,172,75.9%,91.9,免费评估
18,斯特林大学University of Stirling,78.7%,76.0%,33.6%,156,73.4%,91.3,免费评估
19,朴茨茅斯大学University of Portsmouth,85.9%,85.2%,8.1%,134,83.3%,90.9,免费评估
20,亚伯大学Aberystwyth University,89.3%,87.7%,23.5%,121,74.0%,90.4,免费评估
21,布拉德福德大学University of Bradford,82.5%,83.2%,9.5%,156*,75.0%,90.2,免费评估
22,艾芝西尔大学Edge Hill University,92.3%,89.7%,7.7%,151,65.5%,90.0,免费评估
23,利物浦大学The University of Liverpool,89.3%,89.2%,10.9%,121,78.0%,89.9,免费评估
24,University of Lincoln,83.0%,84.7%,11.4%,140,75.9%,89.4,免费评估
25,新白金汉大学Buckinghamshire New University,92.4%,91.8%,0.9%,124,74.1%,88.9,免费评估
26,诺桑比亚大学Northumbria University,86.1%,87.0%,4.4%,153,67.8%,88.6,免费评估
26,班戈大学Bangor University,79.3%,81.4%,30.6%,139,67.6%,88.6,免费评估
28,阿伯泰邓迪大学University of Abertay Dundee,86.1%,80.6%,8.9%,145,70.8%,88.5,免费评估
29,阿尔斯特大学University of Ulster,81.4%,80.6%,31.0%,137,65.9%,88.3,免费评估
29,斯塔福德郡大学Staffordshire University,81.6%,78.8%,19.1%,127,76.6%,88.3,免费评估
31,切斯特大学University of Chester,88.2%,88.7%,6.6%,120,75.4%,88.2,免费评估
31,布鲁内尔大学Brunel University,75.2%,73.5%,46.4%,135,66.7%,88.2,免费评估
33,格罗斯特大学University of Gloucestershire,82.3%,83.7%,6.0%,140,73.7%,87.9,免费评估
33,奇切斯特大学University of Chichester,87.6%,86.8%,15.2%,130,67.1%,87.9,免费评估
35,罗汉普顿大学Roehampton University,79.5%,74.5%,20.6%,107,85.4%,87.8,免费评估
35,考文垂大学Coventry University,81.9%,82.7%,4.5%,135,77.2%,87.8,免费评估
35,曼彻斯特城市大学Manchester Metropolitan University,85.8%,85.4%,12.0%,132,69.7%,87.8,免费评估
38,萨福克学院University Campus Suffolk,89.5%,86.5%,,130,71.9%,87.6,免费评估
39,赫特福德大学University of Hertfordshire,87.4%,85.6%,0.9%,129,73.7%,87.5,免费评估
40,索尔福德大学University of Salford,85.7%,85.9%,3.8%,144,65.8%,87.0,免费评估
41,中央兰开夏大学University of Central Lancashire,86.3%,83.8%,5.1%,134,67.8%,86.6,免费评估
42,"特威克南圣玛丽大学St Mary's, Twickenham",81.2%,80.8%,4.8%,130,75.4%,86.5,免费评估
42,谢菲尔德哈莱姆大学Sheffield Hallam University,83.0%,80.2%,8.5%,133,70.9%,86.5,免费评估
