Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,88%,4.3/9,499.0,78.00%,100.0,免费评估
2,牛津大学University of Oxford,88%,3.5/9,496.0,69.00%,93.5,免费评估
3,圣安德鲁斯大学University of St Andrews,88%,3.5/9,449.0,68.00%,91.2,免费评估
4,伦敦政治经济学院The London School of Economics and Political Science,65%,4.7/9,438.0,74.00%,87.9,免费评估
5,伦敦大学亚非学院SOAS University of London,74%,4.2/9,401.0,72.00%,87.6,免费评估
6,伦敦大学学院University College London,76%,3.9/9,425.0,62.00%,85.4,免费评估
7,杜伦大学Durham University,78%,3.1/9,391.0,69.00%,83.3,免费评估
8,萨塞克斯大学University of Sussex,74%,3.5/9,377.0,68.00%,82.5,免费评估
9,Trinity St David,,2.8/9,,70.00%,81.4,免费评估
10,爱丁堡大学The University of Edinburgh,67%,3.6/9,440.0,64.00%,80.7,免费评估
11,The Queen's,78%,4.0/9,356.0,50.00%,80.2,免费评估
12,肯特大学University of Kent,86%,2.8/9,320.0,56.00%,79.0,免费评估
13,伦敦大学金史密斯学院Goldsmiths University of London,79%,3.5/9,321.0,52.00%,77.8,免费评估
14,阿伯丁大学University of Aberdeen,83%,3.7/9,307.0,42.00%,77.3,免费评估
15,布鲁内尔大学Brunel University,74%,3.1/9,309.0,59.00%,75.5,免费评估
16,曼彻斯特大学The University of Manchester,65%,3.1/9,396.0,59.00%,75.1,免费评估
17,格拉斯哥大学University of Glasgow,76%,2.2/9,387.0,50.00%,73.0,免费评估
18,罗汉普顿大学Roehampton University,71%,3.5/9,210.0,46.00%,68.4,免费评估
19,牛津布鲁克斯大学Oxford Brookes University,78%,1.7/9,312.0,42.00%,66.8,免费评估
20,利物浦约翰摩尔斯大学Liverpool John Moores University,73%,2.3/9,200.0,,64.0,免费评估
