Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,兰卡斯特大学Lancaster University,84.9%,83.8%,47.0%,150,95.5%,100.0,免费评估
2,伯明翰大学University of Birmingham,83.7%,79.8%,37.0%,174,81.0%,97.9,免费评估
3,华威大学The University of Warwick,79.4%,74.0%,59.8%,171,66.7%,97.6,免费评估
4,伦敦大学皇家霍洛威学院Royal Holloway University of London,84.3%,77.5%,49.9%,151,75.7%,95.7,免费评估
5,伦敦大学玛丽女王学院Queen Mary University of London,80.6%,76.2%,64.0%,140,,93.8,免费评估
5,纽卡斯尔大学Newcastle University,71.6%,68.5%,54.3%,164,,93.8,免费评估
7,班戈大学Bangor University,87.7%,81.1%,46.3%,129,70.5%,91.4,免费评估
8,英国女王大学Queen's University Belfast,74.3%,66.7%,53.1%,151,64.3%,90.9,免费评估
9,诺丁汉大学University of Nottingham,67.4%,64.7%,56.6%,151,61.7%,89.5,免费评估
10,萨里大学University of Surrey,72.0%,64.9%,39.1%,150,69.0%,88.3,免费评估
10,布鲁内尔大学Brunel University,90.1%,88.3%,30.9%,130,64.3%,88.3,免费评估
12,东英吉利大学University of East Anglia,77.9%,74.2%,36.2%,154,59.4%,88.1,免费评估
13,埃塞克斯大学University of Essex,82.2%,84.8%,37.7%,126,,86.8,免费评估
14,亚伯大学Aberystwyth University,88.0%,85.7%,31.2%,117,65.6%,85.9,免费评估
15,曼彻斯特城市大学Manchester Metropolitan University,84.4%,77.9%,29.0%,122,68.4%,85.4,免费评估
16,西英格兰大学University of the West of England,97.5%,97.2%,35.4%,116,46.3%,85.3,免费评估
17,普利茅斯大学University of Plymouth,90.5%,82.0%,30.5%,117,60.5%,84.8,免费评估
18,伦敦南岸大学London South Bank University,91.5%,84.9%,12.8%,97,84.6%,83.8,免费评估
19,考文垂大学Coventry University,80.8%,74.4%,18.1%,115,77.4%,83.0,免费评估
20,德蒙福特大学De Montfort University,79.2%,70.6%,24.1%,111,73.8%,82.2,免费评估
21,利物浦约翰摩尔斯大学Liverpool John Moores University,83.3%,79.1%,17.9%,138,52.6%,82.0,免费评估
22,利物浦大学The University of Liverpool,89.1%,86.4%,26.9%,104*,,81.9,免费评估
23,伯明翰城市大学Birmingham City University,79.0%,74.5%,30.9%,104*,69.2%,81.8,免费评估
24,约克圣约翰大学York St John University,92.2%,85.5%,9.7%,109,64.3%,80.9,免费评估
25,赫尔大学The University of Hull,83.5%,75.9%,22.7%,118,57.6%,80.8,免费评估
26,波尔顿大学University of Bolton,95.5%,92.7%,14.4%,96,60.0%,80.2,免费评估
27,威斯敏斯特大学University of Westminster,83.8%,71.6%,28.9%,99,62.3%,79.9,免费评估
27,朴茨茅斯大学University of Portsmouth,75.8%,65.9%,17.1%,103,80.4%,79.9,免费评估
29,格林威治大学The University of Greenwich,82.6%,81.3%,14.4%,125,53.5%,79.6,免费评估
30,切斯特大学University of Chester,83.8%,76.5%,10.7%,113,65.6%,79.4,免费评估
30,巴斯斯巴大学Bath Spa University,70.8%,66.1%,23.5%,120,64.5%,79.4,免费评估
32,艾芝西尔大学Edge Hill University,79.9%,76.1%,12.1%,129,54.9%,79.1,免费评估
33,罗汉普顿大学Roehampton University,84.8%,77.5%,20.8%,111,54.0%,78.8,免费评估
34,德比大学University of Derby,81.3%,72.5%,13.5%,104,69.8%,78.7,免费评估
35,中央兰开夏大学University of Central Lancashire,79.8%,65.5%,9.9%,129,56.6%,78.0,免费评估
35,温切斯特大学University of Winchester,86.5%,83.7%,,126,54.2%,78.0,免费评估
35,法尔茅斯大学Falmouth University,85.1%,81.1%,,119,61.8%,78.0,免费评估
38,伍斯特大学University of Worcester,81.7%,78.8%,8.2%,114,56.8%,76.9,免费评估
39,"特威克南圣玛丽大学St Mary's, Twickenham",85.7%,71.6%,14.6%,96,61.8%,76.7,免费评估
40,金斯顿大学Kingston University,73.0%,68.1%,15.7%,124,52.2%,76.2,免费评估
41,索尔福德大学University of Salford,69.9%,65.8%,7.8%,127,57.3%,75.3,免费评估
42,奇切斯特大学University of Chichester,77.9%,73.2%,16.3%,105,53.3%,75.2,免费评估
43,格罗斯特大学University of Gloucestershire,81.2%,66.9%,9.3%,112,54.2%,75.1,免费评估
44,贝德福德大学University of Bedfordshire,96.2%,82.0%,45.8%,82*,17.6%,74.3,免费评估
45,Solent University,94.9%,87.4%,,108,40.0%,74.1,免费评估
46,伯恩茅斯大学Bournemouth University,72.9%,65.5%,15.1%,138,33.3%,73.8,免费评估
47,剑桥安鲁大学Anglia Ruskin University,83.3%,75.3%,16.3%,103,40.0%,73.2,免费评估
48,谢菲尔德哈莱姆大学Sheffield Hallam University,81.4%,71.6%,14.6%,109,35.1%,72.0,免费评估
49,米德塞斯大学Middlesex University,63.7%,57.9%,11.0%,,56.5%,70.4,免费评估
50,坎特伯雷大学Canterbury Christ Church University,74.7%,67.1%,8.0%,89,42.1%,67.4,免费评估
51,南威尔士大学The University of South Wales,58.1%,48.5%,12.8%,109*,43.2%,66.6,免费评估
52,北安普顿大学The University of Northampton,35.6%,35.3%,15.3%,109,34.6%,59.4,免费评估
53,东伦敦大学University of East London,55.6%,34.9%,,94*,32.2%,57.5,免费评估
